id,Level 1,Level 2,Level 3,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2019,valid_from,valid_to
1740,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,km,km,kg CO2,All HGVs km HGVs refrigerated (all diesel),0.97829,2019-01-01 00:00:00,2019-12-31 23:59:59
1741,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,km,km,kg N2O,All HGVs km HGVs refrigerated (all diesel),0.01277,2019-01-01 00:00:00,2019-12-31 23:59:59
1742,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,miles,kg CO2e,All HGVs miles HGVs refrigerated (all diesel),1.59522,2019-01-01 00:00:00,2019-12-31 23:59:59
1743,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,miles,kg CH4,All HGVs miles HGVs refrigerated (all diesel),0.00027,2019-01-01 00:00:00,2019-12-31 23:59:59
1744,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,miles,kg CO2,All HGVs miles HGVs refrigerated (all diesel),1.5744,2019-01-01 00:00:00,2019-12-31 23:59:59
1745,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,miles,kg N2O,All HGVs miles HGVs refrigerated (all diesel),0.02055,2019-01-01 00:00:00,2019-12-31 23:59:59
1746,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,km,kg CO2e,All HGVs km HGVs refrigerated (all diesel),1.19751,2019-01-01 00:00:00,2019-12-31 23:59:59
1747,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,km,kg CH4,All HGVs km HGVs refrigerated (all diesel),0.00017,2019-01-01 00:00:00,2019-12-31 23:59:59
1748,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,km,kg CO2,All HGVs km HGVs refrigerated (all diesel),1.18458,2019-01-01 00:00:00,2019-12-31 23:59:59
1749,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,km,kg N2O,All HGVs km HGVs refrigerated (all diesel),0.01277,2019-01-01 00:00:00,2019-12-31 23:59:59
1750,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,miles,miles,kg CO2e,All HGVs miles HGVs refrigerated (all diesel),1.92721,2019-01-01 00:00:00,2019-12-31 23:59:59
1751,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,miles,miles,kg CH4,All HGVs miles HGVs refrigerated (all diesel),0.00027,2019-01-01 00:00:00,2019-12-31 23:59:59
1752,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,miles,miles,kg CO2,All HGVs miles HGVs refrigerated (all diesel),1.90639,2019-01-01 00:00:00,2019-12-31 23:59:59
1753,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,miles,miles,kg N2O,All HGVs miles HGVs refrigerated (all diesel),0.02055,2019-01-01 00:00:00,2019-12-31 23:59:59
1754,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,Average laden,km,km,kg CO2e,All HGVs km HGVs refrigerated (all diesel),1.03188,2019-01-01 00:00:00,2019-12-31 23:59:59
1755,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,Average laden,km,km,kg CH4,All HGVs km HGVs refrigerated (all diesel),0.00017,2019-01-01 00:00:00,2019-12-31 23:59:59
1756,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,Average laden,km,km,kg CO2,All HGVs km HGVs refrigerated (all diesel),1.01894,2019-01-01 00:00:00,2019-12-31 23:59:59
1757,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,Average laden,km,km,kg N2O,All HGVs km HGVs refrigerated (all diesel),0.01277,2019-01-01 00:00:00,2019-12-31 23:59:59
1758,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,Average laden,miles,miles,kg CO2e,All HGVs miles HGVs refrigerated (all diesel),1.66065,2019-01-01 00:00:00,2019-12-31 23:59:59
1759,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,Average laden,miles,miles,kg CH4,All HGVs miles HGVs refrigerated (all diesel),0.00027,2019-01-01 00:00:00,2019-12-31 23:59:59
1760,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,Average laden,miles,miles,kg CO2,All HGVs miles HGVs refrigerated (all diesel),1.63983,2019-01-01 00:00:00,2019-12-31 23:59:59
1761,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,Average laden,miles,miles,kg N2O,All HGVs miles HGVs refrigerated (all diesel),0.02055,2019-01-01 00:00:00,2019-12-31 23:59:59
1762,UK electricity,Electricity generated,Electricity: UK,,kWh,kWh,kg CO2e,Electricity: UK,0.2556,2019-01-01 00:00:00,2019-12-31 23:59:59
1763,UK electricity,Electricity generated,Electricity: UK,,kWh,kWh,kg CH4,Electricity: UK,0.00065,2019-01-01 00:00:00,2019-12-31 23:59:59
1764,UK electricity,Electricity generated,Electricity: UK,,kWh,kWh,kg CO2,Electricity: UK,0.25358,2019-01-01 00:00:00,2019-12-31 23:59:59
1765,UK electricity,Electricity generated,Electricity: UK,,kWh,kWh,kg N2O,Electricity: UK,0.00137,2019-01-01 00:00:00,2019-12-31 23:59:59
1766,UK electricity for Evs,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CO2e,Mini km,0.04826,2019-01-01 00:00:00,2019-12-31 23:59:59
1767,UK electricity for Evs,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CH4,Mini km,0.00012,2019-01-01 00:00:00,2019-12-31 23:59:59
1768,UK electricity for Evs,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CO2,Mini km,0.04788,2019-01-01 00:00:00,2019-12-31 23:59:59
1769,UK electricity for Evs,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg N2O,Mini km,0.00026,2019-01-01 00:00:00,2019-12-31 23:59:59
1770,UK electricity for Evs,Cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CO2e,Mini miles,0.07767,2019-01-01 00:00:00,2019-12-31 23:59:59
1771,UK electricity for Evs,Cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CH4,Mini miles,0.0002,2019-01-01 00:00:00,2019-12-31 23:59:59
1772,UK electricity for Evs,Cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CO2,Mini miles,0.07705,2019-01-01 00:00:00,2019-12-31 23:59:59
1773,UK electricity for Evs,Cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg N2O,Mini miles,0.00042,2019-01-01 00:00:00,2019-12-31 23:59:59
1774,UK electricity for Evs,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Supermini km,0.04066,2019-01-01 00:00:00,2019-12-31 23:59:59
1775,UK electricity for Evs,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Supermini km,0.0001,2019-01-01 00:00:00,2019-12-31 23:59:59
1776,UK electricity for Evs,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Supermini km,0.04034,2019-01-01 00:00:00,2019-12-31 23:59:59
1777,UK electricity for Evs,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Supermini km,0.00022,2019-01-01 00:00:00,2019-12-31 23:59:59
1778,UK electricity for Evs,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Supermini miles,0.06545,2019-01-01 00:00:00,2019-12-31 23:59:59
1779,UK electricity for Evs,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Supermini miles,0.00017,2019-01-01 00:00:00,2019-12-31 23:59:59
1780,UK electricity for Evs,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Supermini miles,0.06493,2019-01-01 00:00:00,2019-12-31 23:59:59
1781,UK electricity for Evs,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Supermini miles,0.00035,2019-01-01 00:00:00,2019-12-31 23:59:59
1782,UK electricity for Evs,Cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg CO2e,Supermini km,0.04413,2019-01-01 00:00:00,2019-12-31 23:59:59
1783,UK electricity for Evs,Cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg CH4,Supermini km,0.00011,2019-01-01 00:00:00,2019-12-31 23:59:59
1784,UK electricity for Evs,Cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg CO2,Supermini km,0.04378,2019-01-01 00:00:00,2019-12-31 23:59:59
1785,UK electricity for Evs,Cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg N2O,Supermini km,0.00024,2019-01-01 00:00:00,2019-12-31 23:59:59
1786,UK electricity for Evs,Cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg CO2e,Supermini miles,0.07101,2019-01-01 00:00:00,2019-12-31 23:59:59
1787,UK electricity for Evs,Cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg CH4,Supermini miles,0.00018,2019-01-01 00:00:00,2019-12-31 23:59:59
1788,UK electricity for Evs,Cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg CO2,Supermini miles,0.07045,2019-01-01 00:00:00,2019-12-31 23:59:59
1789,UK electricity for Evs,Cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg N2O,Supermini miles,0.00038,2019-01-01 00:00:00,2019-12-31 23:59:59
1790,UK electricity for Evs,Cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Lower medium km,0.03414,2019-01-01 00:00:00,2019-12-31 23:59:59
1791,UK electricity for Evs,Cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Lower medium km,0.00009,2019-01-01 00:00:00,2019-12-31 23:59:59
1792,UK electricity for Evs,Cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Lower medium km,0.03387,2019-01-01 00:00:00,2019-12-31 23:59:59
1793,UK electricity for Evs,Cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Lower medium km,0.00018,2019-01-01 00:00:00,2019-12-31 23:59:59
1794,UK electricity for Evs,Cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Lower medium miles,0.05494,2019-01-01 00:00:00,2019-12-31 23:59:59
1795,UK electricity for Evs,Cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Lower medium miles,0.00014,2019-01-01 00:00:00,2019-12-31 23:59:59
1796,UK electricity for Evs,Cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Lower medium miles,0.05451,2019-01-01 00:00:00,2019-12-31 23:59:59
1797,UK electricity for Evs,Cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Lower medium miles,0.00029,2019-01-01 00:00:00,2019-12-31 23:59:59
1798,UK electricity for Evs,Cars (by market segment),Lower medium,Battery Electric Vehicle,km,km,kg CO2e,Lower medium km,0.05321,2019-01-01 00:00:00,2019-12-31 23:59:59
1799,UK electricity for Evs,Cars (by market segment),Lower medium,Battery Electric Vehicle,km,km,kg CH4,Lower medium km,0.00014,2019-01-01 00:00:00,2019-12-31 23:59:59
1800,UK electricity for Evs,Cars (by market segment),Lower medium,Battery Electric Vehicle,km,km,kg CO2,Lower medium km,0.05278,2019-01-01 00:00:00,2019-12-31 23:59:59
1801,UK electricity for Evs,Cars (by market segment),Lower medium,Battery Electric Vehicle,km,km,kg N2O,Lower medium km,0.00029,2019-01-01 00:00:00,2019-12-31 23:59:59
1802,UK electricity for Evs,Cars (by market segment),Lower medium,Battery Electric Vehicle,miles,miles,kg CO2e,Lower medium miles,0.08562,2019-01-01 00:00:00,2019-12-31 23:59:59
1803,UK electricity for Evs,Cars (by market segment),Lower medium,Battery Electric Vehicle,miles,miles,kg CH4,Lower medium miles,0.00022,2019-01-01 00:00:00,2019-12-31 23:59:59
1804,UK electricity for Evs,Cars (by market segment),Lower medium,Battery Electric Vehicle,miles,miles,kg CO2,Lower medium miles,0.08494,2019-01-01 00:00:00,2019-12-31 23:59:59
1805,UK electricity for Evs,Cars (by market segment),Lower medium,Battery Electric Vehicle,miles,miles,kg N2O,Lower medium miles,0.00046,2019-01-01 00:00:00,2019-12-31 23:59:59
1806,UK electricity for Evs,Cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Upper medium km,0.03705,2019-01-01 00:00:00,2019-12-31 23:59:59
1807,UK electricity for Evs,Cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Upper medium km,0.00009,2019-01-01 00:00:00,2019-12-31 23:59:59
1808,UK electricity for Evs,Cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Upper medium km,0.03676,2019-01-01 00:00:00,2019-12-31 23:59:59
1809,UK electricity for Evs,Cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Upper medium km,0.0002,2019-01-01 00:00:00,2019-12-31 23:59:59
1810,UK electricity for Evs,Cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Upper medium miles,0.05964,2019-01-01 00:00:00,2019-12-31 23:59:59
1811,UK electricity for Evs,Cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Upper medium miles,0.00015,2019-01-01 00:00:00,2019-12-31 23:59:59
1812,UK electricity for Evs,Cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Upper medium miles,0.05917,2019-01-01 00:00:00,2019-12-31 23:59:59
1813,UK electricity for Evs,Cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Upper medium miles,0.00032,2019-01-01 00:00:00,2019-12-31 23:59:59
1814,UK electricity for Evs,Cars (by market segment),Upper medium,Battery Electric Vehicle,km,km,kg CO2e,Upper medium km,0.04294,2019-01-01 00:00:00,2019-12-31 23:59:59
1815,UK electricity for Evs,Cars (by market segment),Upper medium,Battery Electric Vehicle,km,km,kg CH4,Upper medium km,0.00011,2019-01-01 00:00:00,2019-12-31 23:59:59
1816,UK electricity for Evs,Cars (by market segment),Upper medium,Battery Electric Vehicle,km,km,kg CO2,Upper medium km,0.0426,2019-01-01 00:00:00,2019-12-31 23:59:59
1817,UK electricity for Evs,Cars (by market segment),Upper medium,Battery Electric Vehicle,km,km,kg N2O,Upper medium km,0.00023,2019-01-01 00:00:00,2019-12-31 23:59:59
1818,UK electricity for Evs,Cars (by market segment),Upper medium,Battery Electric Vehicle,miles,miles,kg CO2e,Upper medium miles,0.06911,2019-01-01 00:00:00,2019-12-31 23:59:59
1819,UK electricity for Evs,Cars (by market segment),Upper medium,Battery Electric Vehicle,miles,miles,kg CH4,Upper medium miles,0.00018,2019-01-01 00:00:00,2019-12-31 23:59:59
1820,UK electricity for Evs,Cars (by market segment),Upper medium,Battery Electric Vehicle,miles,miles,kg CO2,Upper medium miles,0.06856,2019-01-01 00:00:00,2019-12-31 23:59:59
1821,UK electricity for Evs,Cars (by market segment),Upper medium,Battery Electric Vehicle,miles,miles,kg N2O,Upper medium miles,0.00037,2019-01-01 00:00:00,2019-12-31 23:59:59
1822,UK electricity for Evs,Cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Executive km,0.0449,2019-01-01 00:00:00,2019-12-31 23:59:59
1823,UK electricity for Evs,Cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Executive km,0.00011,2019-01-01 00:00:00,2019-12-31 23:59:59
1824,UK electricity for Evs,Cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Executive km,0.04455,2019-01-01 00:00:00,2019-12-31 23:59:59
1825,UK electricity for Evs,Cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Executive km,0.00024,2019-01-01 00:00:00,2019-12-31 23:59:59
1826,UK electricity for Evs,Cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Executive miles,0.07227,2019-01-01 00:00:00,2019-12-31 23:59:59
1827,UK electricity for Evs,Cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Executive miles,0.00018,2019-01-01 00:00:00,2019-12-31 23:59:59
1828,UK electricity for Evs,Cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Executive miles,0.0717,2019-01-01 00:00:00,2019-12-31 23:59:59
1829,UK electricity for Evs,Cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Executive miles,0.00039,2019-01-01 00:00:00,2019-12-31 23:59:59
1830,UK electricity for Evs,Cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Luxury km,0.04567,2019-01-01 00:00:00,2019-12-31 23:59:59
1831,UK electricity for Evs,Cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Luxury km,0.00012,2019-01-01 00:00:00,2019-12-31 23:59:59
1832,UK electricity for Evs,Cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Luxury km,0.04531,2019-01-01 00:00:00,2019-12-31 23:59:59
1833,UK electricity for Evs,Cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Luxury km,0.00024,2019-01-01 00:00:00,2019-12-31 23:59:59
1834,UK electricity for Evs,Cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Luxury miles,0.07349,2019-01-01 00:00:00,2019-12-31 23:59:59
1835,UK electricity for Evs,Cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Luxury miles,0.00019,2019-01-01 00:00:00,2019-12-31 23:59:59
1836,UK electricity for Evs,Cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Luxury miles,0.07291,2019-01-01 00:00:00,2019-12-31 23:59:59
1837,UK electricity for Evs,Cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Luxury miles,0.00039,2019-01-01 00:00:00,2019-12-31 23:59:59
1838,UK electricity for Evs,Cars (by market segment),Luxury,Battery Electric Vehicle,km,km,kg CO2e,Luxury km,0.06477,2019-01-01 00:00:00,2019-12-31 23:59:59
1839,UK electricity for Evs,Cars (by market segment),Luxury,Battery Electric Vehicle,km,km,kg CH4,Luxury km,0.00016,2019-01-01 00:00:00,2019-12-31 23:59:59
1840,UK electricity for Evs,Cars (by market segment),Luxury,Battery Electric Vehicle,km,km,kg CO2,Luxury km,0.06426,2019-01-01 00:00:00,2019-12-31 23:59:59
1841,UK electricity for Evs,Cars (by market segment),Luxury,Battery Electric Vehicle,km,km,kg N2O,Luxury km,0.00035,2019-01-01 00:00:00,2019-12-31 23:59:59
1842,UK electricity for Evs,Cars (by market segment),Luxury,Battery Electric Vehicle,miles,miles,kg CO2e,Luxury miles,0.10424,2019-01-01 00:00:00,2019-12-31 23:59:59
1843,UK electricity for Evs,Cars (by market segment),Luxury,Battery Electric Vehicle,miles,miles,kg CH4,Luxury miles,0.00027,2019-01-01 00:00:00,2019-12-31 23:59:59
1844,UK electricity for Evs,Cars (by market segment),Luxury,Battery Electric Vehicle,miles,miles,kg CO2,Luxury miles,0.10341,2019-01-01 00:00:00,2019-12-31 23:59:59
1845,UK electricity for Evs,Cars (by market segment),Luxury,Battery Electric Vehicle,miles,miles,kg N2O,Luxury miles,0.00056,2019-01-01 00:00:00,2019-12-31 23:59:59
1846,UK electricity for Evs,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Sports km,0.03607,2019-01-01 00:00:00,2019-12-31 23:59:59
1847,UK electricity for Evs,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Sports km,0.00009,2019-01-01 00:00:00,2019-12-31 23:59:59
1848,UK electricity for Evs,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Sports km,0.03579,2019-01-01 00:00:00,2019-12-31 23:59:59
1849,UK electricity for Evs,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Sports km,0.00019,2019-01-01 00:00:00,2019-12-31 23:59:59
1850,UK electricity for Evs,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Sports miles,0.05806,2019-01-01 00:00:00,2019-12-31 23:59:59
1851,UK electricity for Evs,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Sports miles,0.00015,2019-01-01 00:00:00,2019-12-31 23:59:59
1852,UK electricity for Evs,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Sports miles,0.0576,2019-01-01 00:00:00,2019-12-31 23:59:59
1853,UK electricity for Evs,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Sports miles,0.00031,2019-01-01 00:00:00,2019-12-31 23:59:59
1854,UK electricity for Evs,Cars (by market segment),Sports,Battery Electric Vehicle,km,km,kg CO2e,Sports km,0.08266,2019-01-01 00:00:00,2019-12-31 23:59:59
1855,UK electricity for Evs,Cars (by market segment),Sports,Battery Electric Vehicle,km,km,kg CH4,Sports km,0.00021,2019-01-01 00:00:00,2019-12-31 23:59:59
1856,UK electricity for Evs,Cars (by market segment),Sports,Battery Electric Vehicle,km,km,kg CO2,Sports km,0.08201,2019-01-01 00:00:00,2019-12-31 23:59:59
1857,UK electricity for Evs,Cars (by market segment),Sports,Battery Electric Vehicle,km,km,kg N2O,Sports km,0.00044,2019-01-01 00:00:00,2019-12-31 23:59:59
1858,UK electricity for Evs,Cars (by market segment),Sports,Battery Electric Vehicle,miles,miles,kg CO2e,Sports miles,0.13303,2019-01-01 00:00:00,2019-12-31 23:59:59
1859,UK electricity for Evs,Cars (by market segment),Sports,Battery Electric Vehicle,miles,miles,kg CH4,Sports miles,0.00034,2019-01-01 00:00:00,2019-12-31 23:59:59
1860,UK electricity for Evs,Cars (by market segment),Sports,Battery Electric Vehicle,miles,miles,kg CO2,Sports miles,0.13198,2019-01-01 00:00:00,2019-12-31 23:59:59
1861,UK electricity for Evs,Cars (by market segment),Sports,Battery Electric Vehicle,miles,miles,kg N2O,Sports miles,0.00071,2019-01-01 00:00:00,2019-12-31 23:59:59
1862,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Dual purpose 4X4 km,0.04494,2019-01-01 00:00:00,2019-12-31 23:59:59
1863,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Dual purpose 4X4 km,0.00011,2019-01-01 00:00:00,2019-12-31 23:59:59
1864,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Dual purpose 4X4 km,0.04459,2019-01-01 00:00:00,2019-12-31 23:59:59
1865,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Dual purpose 4X4 km,0.00024,2019-01-01 00:00:00,2019-12-31 23:59:59
1866,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.07233,2019-01-01 00:00:00,2019-12-31 23:59:59
1867,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Dual purpose 4X4 miles,0.00018,2019-01-01 00:00:00,2019-12-31 23:59:59
1868,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Dual purpose 4X4 miles,0.07176,2019-01-01 00:00:00,2019-12-31 23:59:59
1869,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Dual purpose 4X4 miles,0.00039,2019-01-01 00:00:00,2019-12-31 23:59:59
1870,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,km,kg CO2e,Dual purpose 4X4 km,0.07405,2019-01-01 00:00:00,2019-12-31 23:59:59
1871,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,km,kg CH4,Dual purpose 4X4 km,0.00019,2019-01-01 00:00:00,2019-12-31 23:59:59
1872,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,km,kg CO2,Dual purpose 4X4 km,0.07346,2019-01-01 00:00:00,2019-12-31 23:59:59
1873,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,km,kg N2O,Dual purpose 4X4 km,0.0004,2019-01-01 00:00:00,2019-12-31 23:59:59
1874,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.11917,2019-01-01 00:00:00,2019-12-31 23:59:59
1875,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,miles,kg CH4,Dual purpose 4X4 miles,0.0003,2019-01-01 00:00:00,2019-12-31 23:59:59
1876,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,miles,kg CO2,Dual purpose 4X4 miles,0.11823,2019-01-01 00:00:00,2019-12-31 23:59:59
1877,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,miles,kg N2O,Dual purpose 4X4 miles,0.00064,2019-01-01 00:00:00,2019-12-31 23:59:59
1878,UK electricity for Evs,Cars (by market segment),MPV,Battery Electric Vehicle,km,km,kg CO2e,MPV km,0.05903,2019-01-01 00:00:00,2019-12-31 23:59:59
1879,UK electricity for Evs,Cars (by market segment),MPV,Battery Electric Vehicle,km,km,kg CH4,MPV km,0.00015,2019-01-01 00:00:00,2019-12-31 23:59:59
1880,UK electricity for Evs,Cars (by market segment),MPV,Battery Electric Vehicle,km,km,kg CO2,MPV km,0.05856,2019-01-01 00:00:00,2019-12-31 23:59:59
1881,UK electricity for Evs,Cars (by market segment),MPV,Battery Electric Vehicle,km,km,kg N2O,MPV km,0.00032,2019-01-01 00:00:00,2019-12-31 23:59:59
1882,UK electricity for Evs,Cars (by market segment),MPV,Battery Electric Vehicle,miles,miles,kg CO2e,MPV miles,0.095,2019-01-01 00:00:00,2019-12-31 23:59:59
1883,UK electricity for Evs,Cars (by market segment),MPV,Battery Electric Vehicle,miles,miles,kg CH4,MPV miles,0.00024,2019-01-01 00:00:00,2019-12-31 23:59:59
1884,UK electricity for Evs,Cars (by market segment),MPV,Battery Electric Vehicle,miles,miles,kg CO2,MPV miles,0.09425,2019-01-01 00:00:00,2019-12-31 23:59:59
1885,UK electricity for Evs,Cars (by market segment),MPV,Battery Electric Vehicle,miles,miles,kg N2O,MPV miles,0.00051,2019-01-01 00:00:00,2019-12-31 23:59:59
1886,UK electricity for Evs,Cars (by size),Small car,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Small car km,0.04066,2019-01-01 00:00:00,2019-12-31 23:59:59
1887,UK electricity for Evs,Cars (by size),Small car,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Small car km,0.0001,2019-01-01 00:00:00,2019-12-31 23:59:59
