id,Level 1,Level 2,Level 3,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2019,valid_from,valid_to
66,Fuels,Gaseous fuels,Other petroleum gas,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Other petroleum gas kWh (Gross CV),0.00008,2019-01-01 00:00:00,2019-12-31 23:59:59
67,Fuels,Gaseous fuels,Other petroleum gas,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Other petroleum gas kWh (Gross CV),0.18533,2019-01-01 00:00:00,2019-12-31 23:59:59
68,Fuels,Gaseous fuels,Other petroleum gas,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Other petroleum gas kWh (Gross CV),0.0001,2019-01-01 00:00:00,2019-12-31 23:59:59
69,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Other petroleum gas kWh (Net CV),0.20164,2019-01-01 00:00:00,2019-12-31 23:59:59
70,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Other petroleum gas kWh (Net CV),0.00009,2019-01-01 00:00:00,2019-12-31 23:59:59
71,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Other petroleum gas kWh (Net CV),0.20145,2019-01-01 00:00:00,2019-12-31 23:59:59
72,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Other petroleum gas kWh (Net CV),0.00011,2019-01-01 00:00:00,2019-12-31 23:59:59
73,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,litres,kg CO2e,Other petroleum gas litres,0.95614,2019-01-01 00:00:00,2019-12-31 23:59:59
74,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,litres,kg CH4,Other petroleum gas litres,0.00043,2019-01-01 00:00:00,2019-12-31 23:59:59
75,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,litres,kg CO2,Other petroleum gas litres,0.95521,2019-01-01 00:00:00,2019-12-31 23:59:59
76,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,litres,kg N2O,Other petroleum gas litres,0.00051,2019-01-01 00:00:00,2019-12-31 23:59:59
77,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,tonnes,kg CO2e,Other petroleum gas tonnes,2610.26,2019-01-01 00:00:00,2019-12-31 23:59:59
78,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,tonnes,kg CH4,Other petroleum gas tonnes,1.17,2019-01-01 00:00:00,2019-12-31 23:59:59
79,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,tonnes,kg CO2,Other petroleum gas tonnes,2607.71,2019-01-01 00:00:00,2019-12-31 23:59:59
80,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,tonnes,kg N2O,Other petroleum gas tonnes,1.39,2019-01-01 00:00:00,2019-12-31 23:59:59
81,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Aviation spirit kWh (Gross CV),0.24455,2019-01-01 00:00:00,2019-12-31 23:59:59
82,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Aviation spirit kWh (Gross CV),0.00467,2019-01-01 00:00:00,2019-12-31 23:59:59
83,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Aviation spirit kWh (Gross CV),0.23762,2019-01-01 00:00:00,2019-12-31 23:59:59
84,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Aviation spirit kWh (Gross CV),0.00226,2019-01-01 00:00:00,2019-12-31 23:59:59
85,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Aviation spirit kWh (Net CV),0.25742,2019-01-01 00:00:00,2019-12-31 23:59:59
86,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Aviation spirit kWh (Net CV),0.00491,2019-01-01 00:00:00,2019-12-31 23:59:59
87,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Aviation spirit kWh (Net CV),0.25013,2019-01-01 00:00:00,2019-12-31 23:59:59
88,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Aviation spirit kWh (Net CV),0.00238,2019-01-01 00:00:00,2019-12-31 23:59:59
89,Fuels,Liquid fuels,Aviation spirit,Volume,litres,litres,kg CO2e,Aviation spirit litres,2.29105,2019-01-01 00:00:00,2019-12-31 23:59:59
90,Fuels,Liquid fuels,Aviation spirit,Volume,litres,litres,kg CH4,Aviation spirit litres,0.04374,2019-01-01 00:00:00,2019-12-31 23:59:59
91,Fuels,Liquid fuels,Aviation spirit,Volume,litres,litres,kg CO2,Aviation spirit litres,2.2261,2019-01-01 00:00:00,2019-12-31 23:59:59
92,Fuels,Liquid fuels,Aviation spirit,Volume,litres,litres,kg N2O,Aviation spirit litres,0.02121,2019-01-01 00:00:00,2019-12-31 23:59:59
93,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,tonnes,kg CO2e,Aviation spirit tonnes,3218.92,2019-01-01 00:00:00,2019-12-31 23:59:59
94,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,tonnes,kg CH4,Aviation spirit tonnes,61.46,2019-01-01 00:00:00,2019-12-31 23:59:59
95,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,tonnes,kg CO2,Aviation spirit tonnes,3127.67,2019-01-01 00:00:00,2019-12-31 23:59:59
96,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,tonnes,kg N2O,Aviation spirit tonnes,29.8,2019-01-01 00:00:00,2019-12-31 23:59:59
97,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Aviation turbine fuel kWh (Gross CV),0.24776,2019-01-01 00:00:00,2019-12-31 23:59:59
98,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Aviation turbine fuel kWh (Gross CV),0.00015,2019-01-01 00:00:00,2019-12-31 23:59:59
99,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Aviation turbine fuel kWh (Gross CV),0.24529,2019-01-01 00:00:00,2019-12-31 23:59:59
100,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Aviation turbine fuel kWh (Gross CV),0.00232,2019-01-01 00:00:00,2019-12-31 23:59:59
101,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Aviation turbine fuel kWh (Net CV),0.2608,2019-01-01 00:00:00,2019-12-31 23:59:59
102,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Aviation turbine fuel kWh (Net CV),0.00016,2019-01-01 00:00:00,2019-12-31 23:59:59
103,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Aviation turbine fuel kWh (Net CV),0.2582,2019-01-01 00:00:00,2019-12-31 23:59:59
104,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Aviation turbine fuel kWh (Net CV),0.00244,2019-01-01 00:00:00,2019-12-31 23:59:59
105,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,litres,kg CO2e,Aviation turbine fuel litres,2.54306,2019-01-01 00:00:00,2019-12-31 23:59:59
106,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,litres,kg CH4,Aviation turbine fuel litres,0.00152,2019-01-01 00:00:00,2019-12-31 23:59:59
107,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,litres,kg CO2,Aviation turbine fuel litres,2.51772,2019-01-01 00:00:00,2019-12-31 23:59:59
108,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,litres,kg N2O,Aviation turbine fuel litres,0.02382,2019-01-01 00:00:00,2019-12-31 23:59:59
109,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,tonnes,kg CO2e,Aviation turbine fuel tonnes,3181.37,2019-01-01 00:00:00,2019-12-31 23:59:59
110,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,tonnes,kg CH4,Aviation turbine fuel tonnes,1.91,2019-01-01 00:00:00,2019-12-31 23:59:59
111,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,tonnes,kg CO2,Aviation turbine fuel tonnes,3149.67,2019-01-01 00:00:00,2019-12-31 23:59:59
112,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,tonnes,kg N2O,Aviation turbine fuel tonnes,29.8,2019-01-01 00:00:00,2019-12-31 23:59:59
113,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Burning oil kWh (Gross CV),0.24675,2019-01-01 00:00:00,2019-12-31 23:59:59
114,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Burning oil kWh (Gross CV),0.00061,2019-01-01 00:00:00,2019-12-31 23:59:59
115,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Burning oil kWh (Gross CV),0.24553,2019-01-01 00:00:00,2019-12-31 23:59:59
116,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Burning oil kWh (Gross CV),0.00061,2019-01-01 00:00:00,2019-12-31 23:59:59
117,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Burning oil kWh (Net CV),0.25974,2019-01-01 00:00:00,2019-12-31 23:59:59
118,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Burning oil kWh (Net CV),0.00064,2019-01-01 00:00:00,2019-12-31 23:59:59
119,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Burning oil kWh (Net CV),0.25845,2019-01-01 00:00:00,2019-12-31 23:59:59
120,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Burning oil kWh (Net CV),0.00064,2019-01-01 00:00:00,2019-12-31 23:59:59
121,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg CO2e,Burning oil litres,2.54042,2019-01-01 00:00:00,2019-12-31 23:59:59
122,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg CH4,Burning oil litres,0.0063,2019-01-01 00:00:00,2019-12-31 23:59:59
123,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg CO2,Burning oil litres,2.52782,2019-01-01 00:00:00,2019-12-31 23:59:59
124,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg N2O,Burning oil litres,0.0063,2019-01-01 00:00:00,2019-12-31 23:59:59
125,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg CO2e,Burning oil tonnes,3165.36,2019-01-01 00:00:00,2019-12-31 23:59:59
126,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg CH4,Burning oil tonnes,7.85,2019-01-01 00:00:00,2019-12-31 23:59:59
127,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg CO2,Burning oil tonnes,3149.67,2019-01-01 00:00:00,2019-12-31 23:59:59
128,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg N2O,Burning oil tonnes,7.84,2019-01-01 00:00:00,2019-12-31 23:59:59
129,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Diesel (average biofuel blend) kWh (Gross CV),0.24462,2019-01-01 00:00:00,2019-12-31 23:59:59
130,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Diesel (average biofuel blend) kWh (Gross CV),0.00003,2019-01-01 00:00:00,2019-12-31 23:59:59
131,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Diesel (average biofuel blend) kWh (Gross CV),0.24137,2019-01-01 00:00:00,2019-12-31 23:59:59
132,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Diesel (average biofuel blend) kWh (Gross CV),0.00322,2019-01-01 00:00:00,2019-12-31 23:59:59
133,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Diesel (average biofuel blend) kWh (Net CV),0.26023,2019-01-01 00:00:00,2019-12-31 23:59:59
134,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CH4,Diesel (average biofuel blend) kWh (Net CV),0.00003,2019-01-01 00:00:00,2019-12-31 23:59:59
135,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CO2,Diesel (average biofuel blend) kWh (Net CV),0.25677,2019-01-01 00:00:00,2019-12-31 23:59:59
136,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg N2O,Diesel (average biofuel blend) kWh (Net CV),0.00343,2019-01-01 00:00:00,2019-12-31 23:59:59
137,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg CO2e,Diesel (average biofuel blend) litres,2.59411,2019-01-01 00:00:00,2019-12-31 23:59:59
138,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg CH4,Diesel (average biofuel blend) litres,0.0003,2019-01-01 00:00:00,2019-12-31 23:59:59
139,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg CO2,Diesel (average biofuel blend) litres,2.55956,2019-01-01 00:00:00,2019-12-31 23:59:59
140,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg N2O,Diesel (average biofuel blend) litres,0.03425,2019-01-01 00:00:00,2019-12-31 23:59:59
141,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg CO2e,Diesel (average biofuel blend) tonnes,3088.23,2019-01-01 00:00:00,2019-12-31 23:59:59
142,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg CH4,Diesel (average biofuel blend) tonnes,0.36,2019-01-01 00:00:00,2019-12-31 23:59:59
143,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg CO2,Diesel (average biofuel blend) tonnes,3047,2019-01-01 00:00:00,2019-12-31 23:59:59
144,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg N2O,Diesel (average biofuel blend) tonnes,40.86,2019-01-01 00:00:00,2019-12-31 23:59:59
145,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Diesel (100% mineral diesel) kWh (Gross CV),0.25267,2019-01-01 00:00:00,2019-12-31 23:59:59
146,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Diesel (100% mineral diesel) kWh (Gross CV),0.00003,2019-01-01 00:00:00,2019-12-31 23:59:59
147,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Diesel (100% mineral diesel) kWh (Gross CV),0.24942,2019-01-01 00:00:00,2019-12-31 23:59:59
148,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Diesel (100% mineral diesel) kWh (Gross CV),0.00322,2019-01-01 00:00:00,2019-12-31 23:59:59
149,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Diesel (100% mineral diesel) kWh (Net CV),0.2688,2019-01-01 00:00:00,2019-12-31 23:59:59
150,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh,kWh (Net CV),kg CH4,Diesel (100% mineral diesel) kWh (Net CV),0.00003,2019-01-01 00:00:00,2019-12-31 23:59:59
