id,Level 1,Level 2,Fuel Type,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2020,valid_from,valid_to
2020_68,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Municipal Solid Waste,902,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_69,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Municipal Solid Waste,318,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_70,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Municipal Solid Waste,42,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_71,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Petroleum Coke (Solid),30,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_72,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Petroleum Coke (Solid),102.41,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_73,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Petroleum Coke (Solid),32,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_74,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Petroleum Coke (Solid),4.2,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_75,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Petroleum Coke (Solid),3072,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_76,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Petroleum Coke (Solid),960,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_77,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Petroleum Coke (Solid),126,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_78,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Plastics,38,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_79,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Plastics,75,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_80,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Plastics,32,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_81,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Plastics,4.2,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_82,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Plastics,2850,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_83,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Plastics,1216,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_84,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Plastics,160,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_85,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Tires,28,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_86,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Tires,85.97,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_87,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Tires,32,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_88,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Tires,4.2,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_89,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Tires,2407,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_90,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Tires,896,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_91,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Tires,118,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_92,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Agricultural Byproducts,8.25,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_93,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Agricultural Byproducts,118.17,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_94,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Agricultural Byproducts,32,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_95,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Agricultural Byproducts,4.2,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_96,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Agricultural Byproducts,975,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_97,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Agricultural Byproducts,264,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_98,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Agricultural Byproducts,35,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_99,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Peat,8,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_100,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Peat,111.84,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_101,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Peat,32,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_102,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Peat,4.2,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_103,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Peat,895,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_104,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Peat,256,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_105,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Peat,34,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_106,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Solid Byproducts,10.39,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_107,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Solid Byproducts,105.51,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_108,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Solid Byproducts,32,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_109,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Solid Byproducts,4.2,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_110,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Solid Byproducts,1096,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_111,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Solid Byproducts,332,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_112,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Solid Byproducts,44,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_113,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Wood and Wood Residuals,17.48,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_114,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Wood and Wood Residuals,93.8,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_115,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Wood and Wood Residuals,7.2,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_116,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Wood and Wood Residuals,3.6,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_117,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Wood and Wood Residuals,1640,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_118,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Wood and Wood Residuals,126,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_119,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Wood and Wood Residuals,63,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_120,Fuels,Gaseous,Natural Gas,scf,scf,mmbtu,Natural Gas,0.001026,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_121,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,kg CO2,Natural Gas,53.06,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_122,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,g CH4,Natural Gas,1,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_123,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,g N2O,Natural Gas,0.1,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_124,Fuels,Gaseous,Natural Gas,scf,scf,kg CO2,Natural Gas,0.05444,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_125,Fuels,Gaseous,Natural Gas,scf,scf,g CH4,Natural Gas,0.00103,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_126,Fuels,Gaseous,Natural Gas,scf,scf,g N2O,Natural Gas,0.0001,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_127,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Blast Furnace Gas,0.000092,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_128,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Blast Furnace Gas,274.32,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_129,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Blast Furnace Gas,0.022,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_130,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Blast Furnace Gas,0.1,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_131,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Blast Furnace Gas,0.02524,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_132,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Blast Furnace Gas,0.000002,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_133,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Blast Furnace Gas,0.000009,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_134,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Coke Oven Gas,0.000599,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_135,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Coke Oven Gas,46.85,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_136,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Coke Oven Gas,0.48,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_137,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Coke Oven Gas,0.1,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_138,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Coke Oven Gas,0.02806,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_139,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Coke Oven Gas,0.000288,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_140,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Coke Oven Gas,0.00006,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_141,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Fuel Gas,0.001388,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_142,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Fuel Gas,59,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_143,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Fuel Gas,3,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_144,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Fuel Gas,0.6,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_145,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Fuel Gas,0.08189,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_146,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Fuel Gas,0.004164,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_147,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Fuel Gas,0.000833,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_148,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Propane Gas,0.002516,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_149,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Propane Gas,61.46,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_150,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Propane Gas,3,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_151,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Propane Gas,0.6,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_152,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Propane Gas,0.15463,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_153,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Propane Gas,0.007548,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_154,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Propane Gas,0.00151,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_155,Fuels,Gaseous,Biomass Fuels,scf,scf,mmbtu,Landfill Gas,0.000485,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_156,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,kg CO2,Landfill Gas,52.07,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_157,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g CH4,Landfill Gas,3.2,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_158,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g N2O,Landfill Gas,0.63,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_159,Fuels,Gaseous,Biomass Fuels,scf,scf,kg CO2,Landfill Gas,0.025254,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_160,Fuels,Gaseous,Biomass Fuels,scf,scf,g CH4,Landfill Gas,0.001552,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_161,Fuels,Gaseous,Biomass Fuels,scf,scf,g N2O,Landfill Gas,0.000306,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_162,Fuels,Gaseous,Biomass Fuels,scf,scf,mmbtu,Other Biomass Gases,0.000655,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_163,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,kg CO2,Other Biomass Gases,52.07,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_164,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g CH4,Other Biomass Gases,3.2,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_165,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g N2O,Other Biomass Gases,0.63,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_166,Fuels,Gaseous,Biomass Fuels,scf,scf,kg CO2,Other Biomass Gases,0.034106,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_167,Fuels,Gaseous,Biomass Fuels,scf,scf,g CH4,Other Biomass Gases,0.002096,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_168,Fuels,Gaseous,Biomass Fuels,scf,scf,g N2O,Other Biomass Gases,0.000413,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_169,,,Petroleum Products,gallon,gallon,mmbtu,Asphalt and Road Oil,0.158,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_170,,,Petroleum Products,mmbtu,mmbtu,kg CO2,Asphalt and Road Oil,75.36,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_171,,,Petroleum Products,mmbtu,mmbtu,g CH4,Asphalt and Road Oil,3,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_172,,,Petroleum Products,mmbtu,mmbtu,g N2O,Asphalt and Road Oil,0.6,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_173,,,Petroleum Products,gallon,gallon,kg CO2,Asphalt and Road Oil,11.91,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_174,,,Petroleum Products,gallon,gallon,g CH4,Asphalt and Road Oil,0.47,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_175,,,Petroleum Products,gallon,gallon,g N2O,Asphalt and Road Oil,0.09,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_176,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Aviation Gasoline,0.12,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_177,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Aviation Gasoline,69.25,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_178,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Aviation Gasoline,3,2020-01-01 00:00:00,2020-12-31 23:59:59
2020_179,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Aviation Gasoline,0.6,2020-01-01 00:00:00,2020-12-31 23:59:59
