id,Level 1,Level 2,Level 3,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2020,valid_from,valid_to
772,Passenger vehicles,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Sports km,0.07685,2020-01-01 00:00:00,2020-12-31 23:59:59
773,Passenger vehicles,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Sports km,0.00021,2020-01-01 00:00:00,2020-12-31 23:59:59
774,Passenger vehicles,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Sports miles,0.1244,2020-01-01 00:00:00,2020-12-31 23:59:59
775,Passenger vehicles,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Sports miles,0.00038,2020-01-01 00:00:00,2020-12-31 23:59:59
776,Passenger vehicles,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Sports miles,0.12367,2020-01-01 00:00:00,2020-12-31 23:59:59
777,Passenger vehicles,Cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Sports miles,0.00035,2020-01-01 00:00:00,2020-12-31 23:59:59
778,Passenger vehicles,Cars (by market segment),Sports,Battery Electric Vehicle,km,km,kg CO2e,Sports km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
779,Passenger vehicles,Cars (by market segment),Sports,Battery Electric Vehicle,km,km,kg CH4,Sports km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
780,Passenger vehicles,Cars (by market segment),Sports,Battery Electric Vehicle,km,km,kg CO2,Sports km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
781,Passenger vehicles,Cars (by market segment),Sports,Battery Electric Vehicle,km,km,kg N2O,Sports km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
782,Passenger vehicles,Cars (by market segment),Sports,Battery Electric Vehicle,miles,miles,kg CO2e,Sports miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
783,Passenger vehicles,Cars (by market segment),Sports,Battery Electric Vehicle,miles,miles,kg CH4,Sports miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
784,Passenger vehicles,Cars (by market segment),Sports,Battery Electric Vehicle,miles,miles,kg CO2,Sports miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
785,Passenger vehicles,Cars (by market segment),Sports,Battery Electric Vehicle,miles,miles,kg N2O,Sports miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
786,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Diesel,km,km,kg CO2e,Dual purpose 4X4 km,0.19141,2020-01-01 00:00:00,2020-12-31 23:59:59
787,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Diesel,km,km,kg CH4,Dual purpose 4X4 km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
788,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Diesel,km,km,kg CO2,Dual purpose 4X4 km,0.18957,2020-01-01 00:00:00,2020-12-31 23:59:59
789,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Diesel,km,km,kg N2O,Dual purpose 4X4 km,0.00184,2020-01-01 00:00:00,2020-12-31 23:59:59
790,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Diesel,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.30805,2020-01-01 00:00:00,2020-12-31 23:59:59
791,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Diesel,miles,miles,kg CH4,Dual purpose 4X4 miles,0.00001,2020-01-01 00:00:00,2020-12-31 23:59:59
792,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Diesel,miles,miles,kg CO2,Dual purpose 4X4 miles,0.30508,2020-01-01 00:00:00,2020-12-31 23:59:59
793,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Diesel,miles,miles,kg N2O,Dual purpose 4X4 miles,0.00296,2020-01-01 00:00:00,2020-12-31 23:59:59
794,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Petrol,km,km,kg CO2e,Dual purpose 4X4 km,0.21844,2020-01-01 00:00:00,2020-12-31 23:59:59
795,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Petrol,km,km,kg CH4,Dual purpose 4X4 km,0.00031,2020-01-01 00:00:00,2020-12-31 23:59:59
796,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Petrol,km,km,kg CO2,Dual purpose 4X4 km,0.21777,2020-01-01 00:00:00,2020-12-31 23:59:59
797,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Petrol,km,km,kg N2O,Dual purpose 4X4 km,0.00036,2020-01-01 00:00:00,2020-12-31 23:59:59
798,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Petrol,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.35156,2020-01-01 00:00:00,2020-12-31 23:59:59
799,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Petrol,miles,miles,kg CH4,Dual purpose 4X4 miles,0.0005,2020-01-01 00:00:00,2020-12-31 23:59:59
800,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Petrol,miles,miles,kg CO2,Dual purpose 4X4 miles,0.35047,2020-01-01 00:00:00,2020-12-31 23:59:59
801,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Petrol,miles,miles,kg N2O,Dual purpose 4X4 miles,0.00059,2020-01-01 00:00:00,2020-12-31 23:59:59
802,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Unknown,km,km,kg CO2e,Dual purpose 4X4 km,0.19784,2020-01-01 00:00:00,2020-12-31 23:59:59
803,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Unknown,km,km,kg CH4,Dual purpose 4X4 km,0.00008,2020-01-01 00:00:00,2020-12-31 23:59:59
804,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Unknown,km,km,kg CO2,Dual purpose 4X4 km,0.19627,2020-01-01 00:00:00,2020-12-31 23:59:59
805,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Unknown,km,km,kg N2O,Dual purpose 4X4 km,0.00149,2020-01-01 00:00:00,2020-12-31 23:59:59
806,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Unknown,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.31837,2020-01-01 00:00:00,2020-12-31 23:59:59
807,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Unknown,miles,miles,kg CH4,Dual purpose 4X4 miles,0.00012,2020-01-01 00:00:00,2020-12-31 23:59:59
808,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Unknown,miles,miles,kg CO2,Dual purpose 4X4 miles,0.31586,2020-01-01 00:00:00,2020-12-31 23:59:59
809,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Unknown,miles,miles,kg N2O,Dual purpose 4X4 miles,0.00239,2020-01-01 00:00:00,2020-12-31 23:59:59
810,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Dual purpose 4X4 km,0.07503,2020-01-01 00:00:00,2020-12-31 23:59:59
811,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Dual purpose 4X4 km,0.00023,2020-01-01 00:00:00,2020-12-31 23:59:59
812,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Dual purpose 4X4 km,0.07458,2020-01-01 00:00:00,2020-12-31 23:59:59
813,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Dual purpose 4X4 km,0.00022,2020-01-01 00:00:00,2020-12-31 23:59:59
814,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.12074,2020-01-01 00:00:00,2020-12-31 23:59:59
815,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Dual purpose 4X4 miles,0.00037,2020-01-01 00:00:00,2020-12-31 23:59:59
816,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Dual purpose 4X4 miles,0.12002,2020-01-01 00:00:00,2020-12-31 23:59:59
817,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Dual purpose 4X4 miles,0.00035,2020-01-01 00:00:00,2020-12-31 23:59:59
818,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,km,kg CO2e,Dual purpose 4X4 km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
819,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,km,kg CH4,Dual purpose 4X4 km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
820,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,km,kg CO2,Dual purpose 4X4 km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
821,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,km,kg N2O,Dual purpose 4X4 km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
822,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,miles,kg CO2e,Dual purpose 4X4 miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
823,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,miles,kg CH4,Dual purpose 4X4 miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
824,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,miles,kg CO2,Dual purpose 4X4 miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
825,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,miles,kg N2O,Dual purpose 4X4 miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
826,Passenger vehicles,Cars (by market segment),MPV,Diesel,km,km,kg CO2e,MPV km,0.17627,2020-01-01 00:00:00,2020-12-31 23:59:59
827,Passenger vehicles,Cars (by market segment),MPV,Diesel,km,km,kg CH4,MPV km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
828,Passenger vehicles,Cars (by market segment),MPV,Diesel,km,km,kg CO2,MPV km,0.17443,2020-01-01 00:00:00,2020-12-31 23:59:59
829,Passenger vehicles,Cars (by market segment),MPV,Diesel,km,km,kg N2O,MPV km,0.00184,2020-01-01 00:00:00,2020-12-31 23:59:59
830,Passenger vehicles,Cars (by market segment),MPV,Diesel,miles,miles,kg CO2e,MPV miles,0.28369,2020-01-01 00:00:00,2020-12-31 23:59:59
831,Passenger vehicles,Cars (by market segment),MPV,Diesel,miles,miles,kg CH4,MPV miles,0.00001,2020-01-01 00:00:00,2020-12-31 23:59:59
832,Passenger vehicles,Cars (by market segment),MPV,Diesel,miles,miles,kg CO2,MPV miles,0.28072,2020-01-01 00:00:00,2020-12-31 23:59:59
833,Passenger vehicles,Cars (by market segment),MPV,Diesel,miles,miles,kg N2O,MPV miles,0.00296,2020-01-01 00:00:00,2020-12-31 23:59:59
834,Passenger vehicles,Cars (by market segment),MPV,Petrol,km,km,kg CO2e,MPV km,0.19351,2020-01-01 00:00:00,2020-12-31 23:59:59
835,Passenger vehicles,Cars (by market segment),MPV,Petrol,km,km,kg CH4,MPV km,0.00031,2020-01-01 00:00:00,2020-12-31 23:59:59
836,Passenger vehicles,Cars (by market segment),MPV,Petrol,km,km,kg CO2,MPV km,0.19284,2020-01-01 00:00:00,2020-12-31 23:59:59
837,Passenger vehicles,Cars (by market segment),MPV,Petrol,km,km,kg N2O,MPV km,0.00036,2020-01-01 00:00:00,2020-12-31 23:59:59
838,Passenger vehicles,Cars (by market segment),MPV,Petrol,miles,miles,kg CO2e,MPV miles,0.31144,2020-01-01 00:00:00,2020-12-31 23:59:59
839,Passenger vehicles,Cars (by market segment),MPV,Petrol,miles,miles,kg CH4,MPV miles,0.0005,2020-01-01 00:00:00,2020-12-31 23:59:59
840,Passenger vehicles,Cars (by market segment),MPV,Petrol,miles,miles,kg CO2,MPV miles,0.31035,2020-01-01 00:00:00,2020-12-31 23:59:59
841,Passenger vehicles,Cars (by market segment),MPV,Petrol,miles,miles,kg N2O,MPV miles,0.00059,2020-01-01 00:00:00,2020-12-31 23:59:59
842,Passenger vehicles,Cars (by market segment),MPV,Unknown,km,km,kg CO2e,MPV km,0.18086,2020-01-01 00:00:00,2020-12-31 23:59:59
843,Passenger vehicles,Cars (by market segment),MPV,Unknown,km,km,kg CH4,MPV km,0.00009,2020-01-01 00:00:00,2020-12-31 23:59:59
844,Passenger vehicles,Cars (by market segment),MPV,Unknown,km,km,kg CO2,MPV km,0.17932,2020-01-01 00:00:00,2020-12-31 23:59:59
845,Passenger vehicles,Cars (by market segment),MPV,Unknown,km,km,kg N2O,MPV km,0.00145,2020-01-01 00:00:00,2020-12-31 23:59:59
846,Passenger vehicles,Cars (by market segment),MPV,Unknown,miles,miles,kg CO2e,MPV miles,0.29106,2020-01-01 00:00:00,2020-12-31 23:59:59
847,Passenger vehicles,Cars (by market segment),MPV,Unknown,miles,miles,kg CH4,MPV miles,0.00014,2020-01-01 00:00:00,2020-12-31 23:59:59
848,Passenger vehicles,Cars (by market segment),MPV,Unknown,miles,miles,kg CO2,MPV miles,0.28859,2020-01-01 00:00:00,2020-12-31 23:59:59
849,Passenger vehicles,Cars (by market segment),MPV,Unknown,miles,miles,kg N2O,MPV miles,0.00233,2020-01-01 00:00:00,2020-12-31 23:59:59
850,Passenger vehicles,Cars (by market segment),MPV,Battery Electric Vehicle,km,km,kg CO2e,MPV km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
851,Passenger vehicles,Cars (by market segment),MPV,Battery Electric Vehicle,km,km,kg CH4,MPV km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
852,Passenger vehicles,Cars (by market segment),MPV,Battery Electric Vehicle,km,km,kg CO2,MPV km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
853,Passenger vehicles,Cars (by market segment),MPV,Battery Electric Vehicle,km,km,kg N2O,MPV km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
854,Passenger vehicles,Cars (by market segment),MPV,Battery Electric Vehicle,miles,miles,kg CO2e,MPV miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
855,Passenger vehicles,Cars (by market segment),MPV,Battery Electric Vehicle,miles,miles,kg CH4,MPV miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
856,Passenger vehicles,Cars (by market segment),MPV,Battery Electric Vehicle,miles,miles,kg CO2,MPV miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
857,Passenger vehicles,Cars (by market segment),MPV,Battery Electric Vehicle,miles,miles,kg N2O,MPV miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
858,Passenger vehicles,Cars (by size),Small car,Diesel,km,km,kg CO2e,Small car km,0.13721,2020-01-01 00:00:00,2020-12-31 23:59:59
859,Passenger vehicles,Cars (by size),Small car,Diesel,km,km,kg CH4,Small car km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
860,Passenger vehicles,Cars (by size),Small car,Diesel,km,km,kg CO2,Small car km,0.13537,2020-01-01 00:00:00,2020-12-31 23:59:59
861,Passenger vehicles,Cars (by size),Small car,Diesel,km,km,kg N2O,Small car km,0.00184,2020-01-01 00:00:00,2020-12-31 23:59:59
862,Passenger vehicles,Cars (by size),Small car,Diesel,miles,miles,kg CO2e,Small car miles,0.22082,2020-01-01 00:00:00,2020-12-31 23:59:59
863,Passenger vehicles,Cars (by size),Small car,Diesel,miles,miles,kg CH4,Small car miles,0.00001,2020-01-01 00:00:00,2020-12-31 23:59:59
864,Passenger vehicles,Cars (by size),Small car,Diesel,miles,miles,kg CO2,Small car miles,0.21785,2020-01-01 00:00:00,2020-12-31 23:59:59
865,Passenger vehicles,Cars (by size),Small car,Diesel,miles,miles,kg N2O,Small car miles,0.00296,2020-01-01 00:00:00,2020-12-31 23:59:59
866,Passenger vehicles,Cars (by size),Small car,Petrol,km,km,kg CO2e,Small car km,0.14836,2020-01-01 00:00:00,2020-12-31 23:59:59
867,Passenger vehicles,Cars (by size),Small car,Petrol,km,km,kg CH4,Small car km,0.00031,2020-01-01 00:00:00,2020-12-31 23:59:59
868,Passenger vehicles,Cars (by size),Small car,Petrol,km,km,kg CO2,Small car km,0.14769,2020-01-01 00:00:00,2020-12-31 23:59:59
869,Passenger vehicles,Cars (by size),Small car,Petrol,km,km,kg N2O,Small car km,0.00036,2020-01-01 00:00:00,2020-12-31 23:59:59
870,Passenger vehicles,Cars (by size),Small car,Petrol,miles,miles,kg CO2e,Small car miles,0.23877,2020-01-01 00:00:00,2020-12-31 23:59:59
871,Passenger vehicles,Cars (by size),Small car,Petrol,miles,miles,kg CH4,Small car miles,0.0005,2020-01-01 00:00:00,2020-12-31 23:59:59
872,Passenger vehicles,Cars (by size),Small car,Petrol,miles,miles,kg CO2,Small car miles,0.23768,2020-01-01 00:00:00,2020-12-31 23:59:59
873,Passenger vehicles,Cars (by size),Small car,Petrol,miles,miles,kg N2O,Small car miles,0.00059,2020-01-01 00:00:00,2020-12-31 23:59:59
874,Passenger vehicles,Cars (by size),Small car,Hybrid,km,km,kg CO2e,Small car km,0.10275,2020-01-01 00:00:00,2020-12-31 23:59:59
875,Passenger vehicles,Cars (by size),Small car,Hybrid,km,km,kg CH4,Small car km,0.0002,2020-01-01 00:00:00,2020-12-31 23:59:59
876,Passenger vehicles,Cars (by size),Small car,Hybrid,km,km,kg CO2,Small car km,0.10168,2020-01-01 00:00:00,2020-12-31 23:59:59
877,Passenger vehicles,Cars (by size),Small car,Hybrid,km,km,kg N2O,Small car km,0.00087,2020-01-01 00:00:00,2020-12-31 23:59:59
878,Passenger vehicles,Cars (by size),Small car,Hybrid,miles,miles,kg CO2e,Small car miles,0.16538,2020-01-01 00:00:00,2020-12-31 23:59:59
879,Passenger vehicles,Cars (by size),Small car,Hybrid,miles,miles,kg CH4,Small car miles,0.00033,2020-01-01 00:00:00,2020-12-31 23:59:59
880,Passenger vehicles,Cars (by size),Small car,Hybrid,miles,miles,kg CO2,Small car miles,0.16364,2020-01-01 00:00:00,2020-12-31 23:59:59
881,Passenger vehicles,Cars (by size),Small car,Hybrid,miles,miles,kg N2O,Small car miles,0.00141,2020-01-01 00:00:00,2020-12-31 23:59:59
882,Passenger vehicles,Cars (by size),Small car,Unknown,km,km,kg CO2e,Small car km,0.14449,2020-01-01 00:00:00,2020-12-31 23:59:59
883,Passenger vehicles,Cars (by size),Small car,Unknown,km,km,kg CH4,Small car km,0.0002,2020-01-01 00:00:00,2020-12-31 23:59:59
884,Passenger vehicles,Cars (by size),Small car,Unknown,km,km,kg CO2,Small car km,0.14342,2020-01-01 00:00:00,2020-12-31 23:59:59
885,Passenger vehicles,Cars (by size),Small car,Unknown,km,km,kg N2O,Small car km,0.00087,2020-01-01 00:00:00,2020-12-31 23:59:59
886,Passenger vehicles,Cars (by size),Small car,Unknown,miles,miles,kg CO2e,Small car miles,0.23254,2020-01-01 00:00:00,2020-12-31 23:59:59
887,Passenger vehicles,Cars (by size),Small car,Unknown,miles,miles,kg CH4,Small car miles,0.00033,2020-01-01 00:00:00,2020-12-31 23:59:59
888,Passenger vehicles,Cars (by size),Small car,Unknown,miles,miles,kg CO2,Small car miles,0.2308,2020-01-01 00:00:00,2020-12-31 23:59:59
889,Passenger vehicles,Cars (by size),Small car,Unknown,miles,miles,kg N2O,Small car miles,0.00141,2020-01-01 00:00:00,2020-12-31 23:59:59
890,Passenger vehicles,Cars (by size),Small car,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Small car km,0.02235,2020-01-01 00:00:00,2020-12-31 23:59:59
891,Passenger vehicles,Cars (by size),Small car,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Small car km,0.00007,2020-01-01 00:00:00,2020-12-31 23:59:59
892,Passenger vehicles,Cars (by size),Small car,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Small car km,0.02222,2020-01-01 00:00:00,2020-12-31 23:59:59
893,Passenger vehicles,Cars (by size),Small car,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Small car km,0.00006,2020-01-01 00:00:00,2020-12-31 23:59:59
894,Passenger vehicles,Cars (by size),Small car,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Small car miles,0.03597,2020-01-01 00:00:00,2020-12-31 23:59:59
895,Passenger vehicles,Cars (by size),Small car,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Small car miles,0.00011,2020-01-01 00:00:00,2020-12-31 23:59:59
896,Passenger vehicles,Cars (by size),Small car,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Small car miles,0.03576,2020-01-01 00:00:00,2020-12-31 23:59:59
897,Passenger vehicles,Cars (by size),Small car,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Small car miles,0.0001,2020-01-01 00:00:00,2020-12-31 23:59:59
898,Passenger vehicles,Cars (by size),Small car,Battery Electric Vehicle,km,km,kg CO2e,Small car km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
899,Passenger vehicles,Cars (by size),Small car,Battery Electric Vehicle,km,km,kg CH4,Small car km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
900,Passenger vehicles,Cars (by size),Small car,Battery Electric Vehicle,km,km,kg CO2,Small car km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
901,Passenger vehicles,Cars (by size),Small car,Battery Electric Vehicle,km,km,kg N2O,Small car km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
902,Passenger vehicles,Cars (by size),Small car,Battery Electric Vehicle,miles,miles,kg CO2e,Small car miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
903,Passenger vehicles,Cars (by size),Small car,Battery Electric Vehicle,miles,miles,kg CH4,Small car miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
904,Passenger vehicles,Cars (by size),Small car,Battery Electric Vehicle,miles,miles,kg CO2,Small car miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
905,Passenger vehicles,Cars (by size),Small car,Battery Electric Vehicle,miles,miles,kg N2O,Small car miles,0,2020-01-01 00:00:00,2020-12-31 23:59:59
906,Passenger vehicles,Cars (by size),Medium car,Diesel,km,km,kg CO2e,Medium car km,0.16637,2020-01-01 00:00:00,2020-12-31 23:59:59
907,Passenger vehicles,Cars (by size),Medium car,Diesel,km,km,kg CH4,Medium car km,0,2020-01-01 00:00:00,2020-12-31 23:59:59
908,Passenger vehicles,Cars (by size),Medium car,Diesel,km,km,kg CO2,Medium car km,0.16453,2020-01-01 00:00:00,2020-12-31 23:59:59
909,Passenger vehicles,Cars (by size),Medium car,Diesel,km,km,kg N2O,Medium car km,0.00184,2020-01-01 00:00:00,2020-12-31 23:59:59
910,Passenger vehicles,Cars (by size),Medium car,Diesel,miles,miles,kg CO2e,Medium car miles,0.26775,2020-01-01 00:00:00,2020-12-31 23:59:59
911,Passenger vehicles,Cars (by size),Medium car,Diesel,miles,miles,kg CH4,Medium car miles,0.00001,2020-01-01 00:00:00,2020-12-31 23:59:59
912,Passenger vehicles,Cars (by size),Medium car,Diesel,miles,miles,kg CO2,Medium car miles,0.26478,2020-01-01 00:00:00,2020-12-31 23:59:59
913,Passenger vehicles,Cars (by size),Medium car,Diesel,miles,miles,kg N2O,Medium car miles,0.00296,2020-01-01 00:00:00,2020-12-31 23:59:59
914,Passenger vehicles,Cars (by size),Medium car,Petrol,km,km,kg CO2e,Medium car km,0.18659,2020-01-01 00:00:00,2020-12-31 23:59:59
915,Passenger vehicles,Cars (by size),Medium car,Petrol,km,km,kg CH4,Medium car km,0.00031,2020-01-01 00:00:00,2020-12-31 23:59:59
916,Passenger vehicles,Cars (by size),Medium car,Petrol,km,km,kg CO2,Medium car km,0.18592,2020-01-01 00:00:00,2020-12-31 23:59:59
917,Passenger vehicles,Cars (by size),Medium car,Petrol,km,km,kg N2O,Medium car km,0.00036,2020-01-01 00:00:00,2020-12-31 23:59:59
918,Passenger vehicles,Cars (by size),Medium car,Petrol,miles,miles,kg CO2e,Medium car miles,0.30029,2020-01-01 00:00:00,2020-12-31 23:59:59
919,Passenger vehicles,Cars (by size),Medium car,Petrol,miles,miles,kg CH4,Medium car miles,0.0005,2020-01-01 00:00:00,2020-12-31 23:59:59
920,Passenger vehicles,Cars (by size),Medium car,Petrol,miles,miles,kg CO2,Medium car miles,0.2992,2020-01-01 00:00:00,2020-12-31 23:59:59
921,Passenger vehicles,Cars (by size),Medium car,Petrol,miles,miles,kg N2O,Medium car miles,0.00059,2020-01-01 00:00:00,2020-12-31 23:59:59
922,Passenger vehicles,Cars (by size),Medium car,Hybrid,km,km,kg CO2e,Medium car km,0.10698,2020-01-01 00:00:00,2020-12-31 23:59:59
923,Passenger vehicles,Cars (by size),Medium car,Hybrid,km,km,kg CH4,Medium car km,0.00015,2020-01-01 00:00:00,2020-12-31 23:59:59
924,Passenger vehicles,Cars (by size),Medium car,Hybrid,km,km,kg CO2,Medium car km,0.10567,2020-01-01 00:00:00,2020-12-31 23:59:59
925,Passenger vehicles,Cars (by size),Medium car,Hybrid,km,km,kg N2O,Medium car km,0.00116,2020-01-01 00:00:00,2020-12-31 23:59:59
926,Passenger vehicles,Cars (by size),Medium car,Hybrid,miles,miles,kg CO2e,Medium car miles,0.17216,2020-01-01 00:00:00,2020-12-31 23:59:59
927,Passenger vehicles,Cars (by size),Medium car,Hybrid,miles,miles,kg CH4,Medium car miles,0.00023,2020-01-01 00:00:00,2020-12-31 23:59:59
928,Passenger vehicles,Cars (by size),Medium car,Hybrid,miles,miles,kg CO2,Medium car miles,0.17007,2020-01-01 00:00:00,2020-12-31 23:59:59
929,Passenger vehicles,Cars (by size),Medium car,Hybrid,miles,miles,kg N2O,Medium car miles,0.00186,2020-01-01 00:00:00,2020-12-31 23:59:59
930,Passenger vehicles,Cars (by size),Medium car,CNG,km,km,kg CO2e,Medium car km,0.15935,2020-01-01 00:00:00,2020-12-31 23:59:59
931,Passenger vehicles,Cars (by size),Medium car,CNG,km,km,kg CH4,Medium car km,0.00155,2020-01-01 00:00:00,2020-12-31 23:59:59
932,Passenger vehicles,Cars (by size),Medium car,CNG,km,km,kg CO2,Medium car km,0.15738,2020-01-01 00:00:00,2020-12-31 23:59:59
933,Passenger vehicles,Cars (by size),Medium car,CNG,km,km,kg N2O,Medium car km,0.00042,2020-01-01 00:00:00,2020-12-31 23:59:59
934,Passenger vehicles,Cars (by size),Medium car,CNG,miles,miles,kg CO2e,Medium car miles,0.25645,2020-01-01 00:00:00,2020-12-31 23:59:59
935,Passenger vehicles,Cars (by size),Medium car,CNG,miles,miles,kg CH4,Medium car miles,0.0025,2020-01-01 00:00:00,2020-12-31 23:59:59
936,Passenger vehicles,Cars (by size),Medium car,CNG,miles,miles,kg CO2,Medium car miles,0.25328,2020-01-01 00:00:00,2020-12-31 23:59:59
937,Passenger vehicles,Cars (by size),Medium car,CNG,miles,miles,kg N2O,Medium car miles,0.00067,2020-01-01 00:00:00,2020-12-31 23:59:59
938,Passenger vehicles,Cars (by size),Medium car,LPG,km,km,kg CO2e,Medium car km,0.17847,2020-01-01 00:00:00,2020-12-31 23:59:59
939,Passenger vehicles,Cars (by size),Medium car,LPG,km,km,kg CH4,Medium car km,0.00005,2020-01-01 00:00:00,2020-12-31 23:59:59
940,Passenger vehicles,Cars (by size),Medium car,LPG,km,km,kg CO2,Medium car km,0.178,2020-01-01 00:00:00,2020-12-31 23:59:59
