id,Level 1,Level 2,Level 3,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2018,valid_from,valid_to
435,Refrigerant & other,Kyoto protocol - standard,Carbon dioxide,,kg,kg,kg CO2e,Carbon dioxide kg,1,2018-01-01 00:00:00,2018-12-31 23:59:59
436,Refrigerant & other,Kyoto protocol - standard,Methane,,kg,kg,kg CO2e,Methane kg,25,2018-01-01 00:00:00,2018-12-31 23:59:59
437,Refrigerant & other,Kyoto protocol - standard,Nitrous oxide,,kg,kg,kg CO2e,Nitrous oxide kg,298,2018-01-01 00:00:00,2018-12-31 23:59:59
438,Refrigerant & other,Kyoto protocol - standard,HFC-23,,kg,kg,kg CO2e,HFC-23 kg,14800,2018-01-01 00:00:00,2018-12-31 23:59:59
439,Refrigerant & other,Kyoto protocol - standard,HFC-32,,kg,kg,kg CO2e,HFC-32 kg,675,2018-01-01 00:00:00,2018-12-31 23:59:59
440,Refrigerant & other,Kyoto protocol - standard,HFC-41,,kg,kg,kg CO2e,HFC-41 kg,92,2018-01-01 00:00:00,2018-12-31 23:59:59
441,Refrigerant & other,Kyoto protocol - standard,HFC-125,,kg,kg,kg CO2e,HFC-125 kg,3500,2018-01-01 00:00:00,2018-12-31 23:59:59
442,Refrigerant & other,Kyoto protocol - standard,HFC-134,,kg,kg,kg CO2e,HFC-134 kg,1100,2018-01-01 00:00:00,2018-12-31 23:59:59
443,Refrigerant & other,Kyoto protocol - standard,HFC-134a,,kg,kg,kg CO2e,HFC-134a kg,1430,2018-01-01 00:00:00,2018-12-31 23:59:59
444,Refrigerant & other,Kyoto protocol - standard,HFC-143,,kg,kg,kg CO2e,HFC-143 kg,353,2018-01-01 00:00:00,2018-12-31 23:59:59
445,Refrigerant & other,Kyoto protocol - standard,HFC-143a,,kg,kg,kg CO2e,HFC-143a kg,4470,2018-01-01 00:00:00,2018-12-31 23:59:59
446,Refrigerant & other,Kyoto protocol - standard,HFC-152a,,kg,kg,kg CO2e,HFC-152a kg,124,2018-01-01 00:00:00,2018-12-31 23:59:59
447,Refrigerant & other,Kyoto protocol - standard,HFC-227ea,,kg,kg,kg CO2e,HFC-227ea kg,3220,2018-01-01 00:00:00,2018-12-31 23:59:59
448,Refrigerant & other,Kyoto protocol - standard,HFC-236fa,,kg,kg,kg CO2e,HFC-236fa kg,9810,2018-01-01 00:00:00,2018-12-31 23:59:59
449,Refrigerant & other,Kyoto protocol - standard,HFC-245fa,,kg,kg,kg CO2e,HFC-245fa kg,1030,2018-01-01 00:00:00,2018-12-31 23:59:59
450,Refrigerant & other,Kyoto protocol - standard,HFC-43-I0mee,,kg,kg,kg CO2e,HFC-43-I0mee kg,1640,2018-01-01 00:00:00,2018-12-31 23:59:59
451,Refrigerant & other,Kyoto protocol - standard,Perfluoromethane (PFC-14),,kg,kg,kg CO2e,Perfluoromethane (PFC-14) kg,7390,2018-01-01 00:00:00,2018-12-31 23:59:59
452,Refrigerant & other,Kyoto protocol - standard,Perfluoroethane (PFC-116),,kg,kg,kg CO2e,Perfluoroethane (PFC-116) kg,12200,2018-01-01 00:00:00,2018-12-31 23:59:59
453,Refrigerant & other,Kyoto protocol - standard,Perfluoropropane (PFC-218),,kg,kg,kg CO2e,Perfluoropropane (PFC-218) kg,8830,2018-01-01 00:00:00,2018-12-31 23:59:59
454,Refrigerant & other,Kyoto protocol - standard,Perfluorocyclobutane (PFC-318),,kg,kg,kg CO2e,Perfluorocyclobutane (PFC-318) kg,10300,2018-01-01 00:00:00,2018-12-31 23:59:59
455,Refrigerant & other,Kyoto protocol - standard,Perfluorobutane (PFC-3-1-10),,kg,kg,kg CO2e,Perfluorobutane (PFC-3-1-10) kg,8860,2018-01-01 00:00:00,2018-12-31 23:59:59
456,Refrigerant & other,Kyoto protocol - standard,Perfluoropentane (PFC-4-1-12),,kg,kg,kg CO2e,Perfluoropentane (PFC-4-1-12) kg,9160,2018-01-01 00:00:00,2018-12-31 23:59:59
457,Refrigerant & other,Kyoto protocol - standard,Perfluorohexane (PFC-5-1-14),,kg,kg,kg CO2e,Perfluorohexane (PFC-5-1-14) kg,9300,2018-01-01 00:00:00,2018-12-31 23:59:59
458,Refrigerant & other,Kyoto protocol - standard,Sulphur hexafluoride (SF6),,kg,kg,kg CO2e,Sulphur hexafluoride (SF6) kg,22800,2018-01-01 00:00:00,2018-12-31 23:59:59
459,Refrigerant & other,Kyoto protocol - standard,HFC-152,,kg,kg,kg CO2e,HFC-152 kg,53,2018-01-01 00:00:00,2018-12-31 23:59:59
460,Refrigerant & other,Kyoto protocol - standard,HFC-161,,kg,kg,kg CO2e,HFC-161 kg,12,2018-01-01 00:00:00,2018-12-31 23:59:59
461,Refrigerant & other,Kyoto protocol - standard,HFC-236cb,,kg,kg,kg CO2e,HFC-236cb kg,1340,2018-01-01 00:00:00,2018-12-31 23:59:59
462,Refrigerant & other,Kyoto protocol - standard,HFC-236ea,,kg,kg,kg CO2e,HFC-236ea kg,1370,2018-01-01 00:00:00,2018-12-31 23:59:59
463,Refrigerant & other,Kyoto protocol - standard,HFC-245ca,,kg,kg,kg CO2e,HFC-245ca kg,693,2018-01-01 00:00:00,2018-12-31 23:59:59
464,Refrigerant & other,Kyoto protocol - standard,HFC-365mfc,,kg,kg,kg CO2e,HFC-365mfc kg,794,2018-01-01 00:00:00,2018-12-31 23:59:59
465,Refrigerant & other,Kyoto protocol- blends,R404A,,kg,kg,kg CO2e,R404A kg,3922,2018-01-01 00:00:00,2018-12-31 23:59:59
466,Refrigerant & other,Kyoto protocol- blends,R407A,,kg,kg,kg CO2e,R407A kg,2107,2018-01-01 00:00:00,2018-12-31 23:59:59
467,Refrigerant & other,Kyoto protocol- blends,R407C,,kg,kg,kg CO2e,R407C kg,1774,2018-01-01 00:00:00,2018-12-31 23:59:59
468,Refrigerant & other,Kyoto protocol- blends,R407F,,kg,kg,kg CO2e,R407F kg,1825,2018-01-01 00:00:00,2018-12-31 23:59:59
469,Refrigerant & other,Kyoto protocol- blends,R408A,,kg,kg,kg CO2e,R408A kg,3152,2018-01-01 00:00:00,2018-12-31 23:59:59
470,Refrigerant & other,Kyoto protocol- blends,R410A,,kg,kg,kg CO2e,R410A kg,2088,2018-01-01 00:00:00,2018-12-31 23:59:59
471,Refrigerant & other,Kyoto protocol- blends,R507A,,kg,kg,kg CO2e,R507A kg,3985,2018-01-01 00:00:00,2018-12-31 23:59:59
472,Refrigerant & other,Kyoto protocol- blends,R508B,,kg,kg,kg CO2e,R508B kg,13396,2018-01-01 00:00:00,2018-12-31 23:59:59
473,Refrigerant & other,Kyoto protocol- blends,R403a,,kg,kg,kg CO2e,R403a kg,3124,2018-01-01 00:00:00,2018-12-31 23:59:59
474,Refrigerant & other,Montreal protocol - standard,CFC-11/R11 = trichlorofluoromethane,,kg,kg,kg CO2e,CFC-11/R11 = trichlorofluoromethane kg,4750,2018-01-01 00:00:00,2018-12-31 23:59:59
475,Refrigerant & other,Montreal protocol - standard,CFC-12/R12 = dichlorodifluoromethane,,kg,kg,kg CO2e,CFC-12/R12 = dichlorodifluoromethane kg,10900,2018-01-01 00:00:00,2018-12-31 23:59:59
476,Refrigerant & other,Montreal protocol - standard,CFC-13,,kg,kg,kg CO2e,CFC-13 kg,14400,2018-01-01 00:00:00,2018-12-31 23:59:59
477,Refrigerant & other,Montreal protocol - standard,CFC-113,,kg,kg,kg CO2e,CFC-113 kg,6130,2018-01-01 00:00:00,2018-12-31 23:59:59
478,Refrigerant & other,Montreal protocol - standard,CFC-114,,kg,kg,kg CO2e,CFC-114 kg,10000,2018-01-01 00:00:00,2018-12-31 23:59:59
479,Refrigerant & other,Montreal protocol - standard,CFC-115,,kg,kg,kg CO2e,CFC-115 kg,7370,2018-01-01 00:00:00,2018-12-31 23:59:59
480,Refrigerant & other,Montreal protocol - standard,Halon-1211,,kg,kg,kg CO2e,Halon-1211 kg,1890,2018-01-01 00:00:00,2018-12-31 23:59:59
481,Refrigerant & other,Montreal protocol - standard,Halon-1301,,kg,kg,kg CO2e,Halon-1301 kg,7140,2018-01-01 00:00:00,2018-12-31 23:59:59
482,Refrigerant & other,Montreal protocol - standard,Halon-2402,,kg,kg,kg CO2e,Halon-2402 kg,1640,2018-01-01 00:00:00,2018-12-31 23:59:59
483,Refrigerant & other,Montreal protocol - standard,Carbon tetrachloride,,kg,kg,kg CO2e,Carbon tetrachloride kg,1400,2018-01-01 00:00:00,2018-12-31 23:59:59
484,Refrigerant & other,Montreal protocol - standard,Methyl bromide,,kg,kg,kg CO2e,Methyl bromide kg,5,2018-01-01 00:00:00,2018-12-31 23:59:59
485,Refrigerant & other,Montreal protocol - standard,Methyl chloroform,,kg,kg,kg CO2e,Methyl chloroform kg,146,2018-01-01 00:00:00,2018-12-31 23:59:59
486,Refrigerant & other,Montreal protocol - standard,HCFC-22/R22 = chlorodifluoromethane,,kg,kg,kg CO2e,HCFC-22/R22 = chlorodifluoromethane kg,1810,2018-01-01 00:00:00,2018-12-31 23:59:59
487,Refrigerant & other,Montreal protocol - standard,HCFC-123,,kg,kg,kg CO2e,HCFC-123 kg,77,2018-01-01 00:00:00,2018-12-31 23:59:59
488,Refrigerant & other,Montreal protocol - standard,HCFC-124,,kg,kg,kg CO2e,HCFC-124 kg,609,2018-01-01 00:00:00,2018-12-31 23:59:59
489,Refrigerant & other,Montreal protocol - standard,HCFC-141b,,kg,kg,kg CO2e,HCFC-141b kg,725,2018-01-01 00:00:00,2018-12-31 23:59:59
490,Refrigerant & other,Montreal protocol - standard,HCFC-142b,,kg,kg,kg CO2e,HCFC-142b kg,2310,2018-01-01 00:00:00,2018-12-31 23:59:59
491,Refrigerant & other,Montreal protocol - standard,HCFC-225ca,,kg,kg,kg CO2e,HCFC-225ca kg,122,2018-01-01 00:00:00,2018-12-31 23:59:59
492,Refrigerant & other,Montreal protocol - standard,HCFC-225cb,,kg,kg,kg CO2e,HCFC-225cb kg,595,2018-01-01 00:00:00,2018-12-31 23:59:59
493,Refrigerant & other,Montreal protocol - standard,HCFC-21,,kg,kg,kg CO2e,HCFC-21 kg,151,2018-01-01 00:00:00,2018-12-31 23:59:59
494,Refrigerant & other,Other perfluorinated gases,Nitrogen trifluoride,,kg,kg,kg CO2e,Nitrogen trifluoride kg,17200,2018-01-01 00:00:00,2018-12-31 23:59:59
495,Refrigerant & other,Other perfluorinated gases,PFC-9-1-18,,kg,kg,kg CO2e,PFC-9-1-18 kg,7500,2018-01-01 00:00:00,2018-12-31 23:59:59
496,Refrigerant & other,Other perfluorinated gases,Trifluoromethyl sulphur pentafluoride,,kg,kg,kg CO2e,Trifluoromethyl sulphur pentafluoride kg,17700,2018-01-01 00:00:00,2018-12-31 23:59:59
497,Refrigerant & other,Other perfluorinated gases,Perfluorocyclopropane,,kg,kg,kg CO2e,Perfluorocyclopropane kg,17340,2018-01-01 00:00:00,2018-12-31 23:59:59
498,Refrigerant & other,Fluorinated ethers,HFE-125,,kg,kg,kg CO2e,HFE-125 kg,14900,2018-01-01 00:00:00,2018-12-31 23:59:59
499,Refrigerant & other,Fluorinated ethers,HFE-134,,kg,kg,kg CO2e,HFE-134 kg,6320,2018-01-01 00:00:00,2018-12-31 23:59:59
500,Refrigerant & other,Fluorinated ethers,HFE-143a,,kg,kg,kg CO2e,HFE-143a kg,756,2018-01-01 00:00:00,2018-12-31 23:59:59
501,Refrigerant & other,Fluorinated ethers,HCFE-235da2,,kg,kg,kg CO2e,HCFE-235da2 kg,350,2018-01-01 00:00:00,2018-12-31 23:59:59
502,Refrigerant & other,Fluorinated ethers,HFE-245cb2,,kg,kg,kg CO2e,HFE-245cb2 kg,708,2018-01-01 00:00:00,2018-12-31 23:59:59
503,Refrigerant & other,Fluorinated ethers,HFE-245fa2,,kg,kg,kg CO2e,HFE-245fa2 kg,659,2018-01-01 00:00:00,2018-12-31 23:59:59
504,Refrigerant & other,Fluorinated ethers,HFE-254cb2,,kg,kg,kg CO2e,HFE-254cb2 kg,359,2018-01-01 00:00:00,2018-12-31 23:59:59
505,Refrigerant & other,Fluorinated ethers,HFE-347mcc3,,kg,kg,kg CO2e,HFE-347mcc3 kg,575,2018-01-01 00:00:00,2018-12-31 23:59:59
506,Refrigerant & other,Fluorinated ethers,HFE-347pcf2,,kg,kg,kg CO2e,HFE-347pcf2 kg,580,2018-01-01 00:00:00,2018-12-31 23:59:59
507,Refrigerant & other,Fluorinated ethers,HFE-356pcc3,,kg,kg,kg CO2e,HFE-356pcc3 kg,110,2018-01-01 00:00:00,2018-12-31 23:59:59
508,Refrigerant & other,Fluorinated ethers,HFE-449sl (HFE-7100),,kg,kg,kg CO2e,HFE-449sl (HFE-7100) kg,297,2018-01-01 00:00:00,2018-12-31 23:59:59
509,Refrigerant & other,Fluorinated ethers,HFE-569sf2 (HFE-7200),,kg,kg,kg CO2e,HFE-569sf2 (HFE-7200) kg,59,2018-01-01 00:00:00,2018-12-31 23:59:59
510,Refrigerant & other,Fluorinated ethers,HFE-43-10pccc124 (H-Galden1040x),,kg,kg,kg CO2e,HFE-43-10pccc124 (H-Galden1040x) kg,1870,2018-01-01 00:00:00,2018-12-31 23:59:59
511,Refrigerant & other,Fluorinated ethers,HFE-236ca12 (HG-10),,kg,kg,kg CO2e,HFE-236ca12 (HG-10) kg,2800,2018-01-01 00:00:00,2018-12-31 23:59:59
512,Refrigerant & other,Fluorinated ethers,HFE-338pcc13 (HG-01),,kg,kg,kg CO2e,HFE-338pcc13 (HG-01) kg,1500,2018-01-01 00:00:00,2018-12-31 23:59:59
513,Refrigerant & other,Other refrigerants,PFPMIE,,kg,kg,kg CO2e,PFPMIE kg,10300,2018-01-01 00:00:00,2018-12-31 23:59:59
514,Refrigerant & other,Other refrigerants,Dimethylether,,kg,kg,kg CO2e,Dimethylether kg,1,2018-01-01 00:00:00,2018-12-31 23:59:59
515,Refrigerant & other,Other refrigerants,Methylene chloride,,kg,kg,kg CO2e,Methylene chloride kg,8.7,2018-01-01 00:00:00,2018-12-31 23:59:59
516,Refrigerant & other,Other refrigerants,Methyl chloride,,kg,kg,kg CO2e,Methyl chloride kg,13,2018-01-01 00:00:00,2018-12-31 23:59:59
517,Refrigerant & other,Other refrigerants,R290 = propane,,kg,kg,kg CO2e,R290 = propane kg,3.3,2018-01-01 00:00:00,2018-12-31 23:59:59
518,Refrigerant & other,Other refrigerants,R600A = isobutane,,kg,kg,kg CO2e,R600A = isobutane kg,3,2018-01-01 00:00:00,2018-12-31 23:59:59
519,Refrigerant & other,Montreal protocol - blends,R406A,,kg,kg,kg CO2e,R406A kg,1943,2018-01-01 00:00:00,2018-12-31 23:59:59
520,Refrigerant & other,Montreal protocol - blends,R409A,,kg,kg,kg CO2e,R409A kg,1585,2018-01-01 00:00:00,2018-12-31 23:59:59
521,Refrigerant & other,Montreal protocol - blends,R502,,kg,kg,kg CO2e,R502 kg,4657,2018-01-01 00:00:00,2018-12-31 23:59:59
522,Passenger vehicles,Cars (by market segment),Mini,Diesel,km,km,kg CO2e,Mini km,0.11096,2018-01-01 00:00:00,2018-12-31 23:59:59
523,Passenger vehicles,Cars (by market segment),Mini,Diesel,km,km,kg CH4,Mini km,0.00001,2018-01-01 00:00:00,2018-12-31 23:59:59
524,Passenger vehicles,Cars (by market segment),Mini,Diesel,km,km,kg CO2,Mini km,0.1091,2018-01-01 00:00:00,2018-12-31 23:59:59
525,Passenger vehicles,Cars (by market segment),Mini,Diesel,km,km,kg N2O,Mini km,0.00185,2018-01-01 00:00:00,2018-12-31 23:59:59
526,Passenger vehicles,Cars (by market segment),Mini,Diesel,miles,miles,kg CO2e,Mini miles,0.17858,2018-01-01 00:00:00,2018-12-31 23:59:59
527,Passenger vehicles,Cars (by market segment),Mini,Diesel,miles,miles,kg CH4,Mini miles,0.00002,2018-01-01 00:00:00,2018-12-31 23:59:59
528,Passenger vehicles,Cars (by market segment),Mini,Diesel,miles,miles,kg CO2,Mini miles,0.17558,2018-01-01 00:00:00,2018-12-31 23:59:59
529,Passenger vehicles,Cars (by market segment),Mini,Diesel,miles,miles,kg N2O,Mini miles,0.00298,2018-01-01 00:00:00,2018-12-31 23:59:59
530,Passenger vehicles,Cars (by market segment),Mini,Petrol,km,km,kg CO2e,Mini km,0.14114,2018-01-01 00:00:00,2018-12-31 23:59:59
531,Passenger vehicles,Cars (by market segment),Mini,Petrol,km,km,kg CH4,Mini km,0.00033,2018-01-01 00:00:00,2018-12-31 23:59:59
532,Passenger vehicles,Cars (by market segment),Mini,Petrol,km,km,kg CO2,Mini km,0.14039,2018-01-01 00:00:00,2018-12-31 23:59:59
533,Passenger vehicles,Cars (by market segment),Mini,Petrol,km,km,kg N2O,Mini km,0.00042,2018-01-01 00:00:00,2018-12-31 23:59:59
534,Passenger vehicles,Cars (by market segment),Mini,Petrol,miles,miles,kg CO2e,Mini miles,0.22715,2018-01-01 00:00:00,2018-12-31 23:59:59
535,Passenger vehicles,Cars (by market segment),Mini,Petrol,miles,miles,kg CH4,Mini miles,0.00054,2018-01-01 00:00:00,2018-12-31 23:59:59
536,Passenger vehicles,Cars (by market segment),Mini,Petrol,miles,miles,kg CO2,Mini miles,0.22594,2018-01-01 00:00:00,2018-12-31 23:59:59
537,Passenger vehicles,Cars (by market segment),Mini,Petrol,miles,miles,kg N2O,Mini miles,0.00067,2018-01-01 00:00:00,2018-12-31 23:59:59
538,Passenger vehicles,Cars (by market segment),Mini,Unknown,km,km,kg CO2e,Mini km,0.14093,2018-01-01 00:00:00,2018-12-31 23:59:59
539,Passenger vehicles,Cars (by market segment),Mini,Unknown,km,km,kg CH4,Mini km,0.00033,2018-01-01 00:00:00,2018-12-31 23:59:59
540,Passenger vehicles,Cars (by market segment),Mini,Unknown,km,km,kg CO2,Mini km,0.14017,2018-01-01 00:00:00,2018-12-31 23:59:59
541,Passenger vehicles,Cars (by market segment),Mini,Unknown,km,km,kg N2O,Mini km,0.00043,2018-01-01 00:00:00,2018-12-31 23:59:59
542,Passenger vehicles,Cars (by market segment),Mini,Unknown,miles,miles,kg CO2e,Mini miles,0.22681,2018-01-01 00:00:00,2018-12-31 23:59:59
543,Passenger vehicles,Cars (by market segment),Mini,Unknown,miles,miles,kg CH4,Mini miles,0.00053,2018-01-01 00:00:00,2018-12-31 23:59:59
544,Passenger vehicles,Cars (by market segment),Mini,Unknown,miles,miles,kg CO2,Mini miles,0.22559,2018-01-01 00:00:00,2018-12-31 23:59:59
545,Passenger vehicles,Cars (by market segment),Mini,Unknown,miles,miles,kg N2O,Mini miles,0.00069,2018-01-01 00:00:00,2018-12-31 23:59:59
546,Passenger vehicles,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CO2e,Mini km,0,2018-01-01 00:00:00,2018-12-31 23:59:59
547,Passenger vehicles,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CH4,Mini km,0,2018-01-01 00:00:00,2018-12-31 23:59:59
548,Passenger vehicles,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CO2,Mini km,0,2018-01-01 00:00:00,2018-12-31 23:59:59
549,Passenger vehicles,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg N2O,Mini km,0,2018-01-01 00:00:00,2018-12-31 23:59:59
550,Passenger vehicles,Cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CO2e,Mini miles,0,2018-01-01 00:00:00,2018-12-31 23:59:59
551,Passenger vehicles,Cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CH4,Mini miles,0,2018-01-01 00:00:00,2018-12-31 23:59:59
552,Passenger vehicles,Cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CO2,Mini miles,0,2018-01-01 00:00:00,2018-12-31 23:59:59
553,Passenger vehicles,Cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg N2O,Mini miles,0,2018-01-01 00:00:00,2018-12-31 23:59:59
554,Passenger vehicles,Cars (by market segment),Supermini,Diesel,km,km,kg CO2e,Supermini km,0.13725,2018-01-01 00:00:00,2018-12-31 23:59:59
555,Passenger vehicles,Cars (by market segment),Supermini,Diesel,km,km,kg CH4,Supermini km,0.00001,2018-01-01 00:00:00,2018-12-31 23:59:59
556,Passenger vehicles,Cars (by market segment),Supermini,Diesel,km,km,kg CO2,Supermini km,0.13539,2018-01-01 00:00:00,2018-12-31 23:59:59
557,Passenger vehicles,Cars (by market segment),Supermini,Diesel,km,km,kg N2O,Supermini km,0.00185,2018-01-01 00:00:00,2018-12-31 23:59:59
558,Passenger vehicles,Cars (by market segment),Supermini,Diesel,miles,miles,kg CO2e,Supermini miles,0.22089,2018-01-01 00:00:00,2018-12-31 23:59:59
559,Passenger vehicles,Cars (by market segment),Supermini,Diesel,miles,miles,kg CH4,Supermini miles,0.00002,2018-01-01 00:00:00,2018-12-31 23:59:59
560,Passenger vehicles,Cars (by market segment),Supermini,Diesel,miles,miles,kg CO2,Supermini miles,0.21789,2018-01-01 00:00:00,2018-12-31 23:59:59
561,Passenger vehicles,Cars (by market segment),Supermini,Diesel,miles,miles,kg N2O,Supermini miles,0.00298,2018-01-01 00:00:00,2018-12-31 23:59:59
562,Passenger vehicles,Cars (by market segment),Supermini,Petrol,km,km,kg CO2e,Supermini km,0.15743,2018-01-01 00:00:00,2018-12-31 23:59:59
563,Passenger vehicles,Cars (by market segment),Supermini,Petrol,km,km,kg CH4,Supermini km,0.00033,2018-01-01 00:00:00,2018-12-31 23:59:59
564,Passenger vehicles,Cars (by market segment),Supermini,Petrol,km,km,kg CO2,Supermini km,0.15668,2018-01-01 00:00:00,2018-12-31 23:59:59
565,Passenger vehicles,Cars (by market segment),Supermini,Petrol,km,km,kg N2O,Supermini km,0.00042,2018-01-01 00:00:00,2018-12-31 23:59:59
566,Passenger vehicles,Cars (by market segment),Supermini,Petrol,miles,miles,kg CO2e,Supermini miles,0.25336,2018-01-01 00:00:00,2018-12-31 23:59:59
567,Passenger vehicles,Cars (by market segment),Supermini,Petrol,miles,miles,kg CH4,Supermini miles,0.00054,2018-01-01 00:00:00,2018-12-31 23:59:59
568,Passenger vehicles,Cars (by market segment),Supermini,Petrol,miles,miles,kg CO2,Supermini miles,0.25215,2018-01-01 00:00:00,2018-12-31 23:59:59
569,Passenger vehicles,Cars (by market segment),Supermini,Petrol,miles,miles,kg N2O,Supermini miles,0.00067,2018-01-01 00:00:00,2018-12-31 23:59:59
570,Passenger vehicles,Cars (by market segment),Supermini,Unknown,km,km,kg CO2e,Supermini km,0.1544,2018-01-01 00:00:00,2018-12-31 23:59:59
571,Passenger vehicles,Cars (by market segment),Supermini,Unknown,km,km,kg CH4,Supermini km,0.00029,2018-01-01 00:00:00,2018-12-31 23:59:59
572,Passenger vehicles,Cars (by market segment),Supermini,Unknown,km,km,kg CO2,Supermini km,0.15348,2018-01-01 00:00:00,2018-12-31 23:59:59
573,Passenger vehicles,Cars (by market segment),Supermini,Unknown,km,km,kg N2O,Supermini km,0.00063,2018-01-01 00:00:00,2018-12-31 23:59:59
574,Passenger vehicles,Cars (by market segment),Supermini,Unknown,miles,miles,kg CO2e,Supermini miles,0.24849,2018-01-01 00:00:00,2018-12-31 23:59:59
575,Passenger vehicles,Cars (by market segment),Supermini,Unknown,miles,miles,kg CH4,Supermini miles,0.00046,2018-01-01 00:00:00,2018-12-31 23:59:59
576,Passenger vehicles,Cars (by market segment),Supermini,Unknown,miles,miles,kg CO2,Supermini miles,0.24701,2018-01-01 00:00:00,2018-12-31 23:59:59
577,Passenger vehicles,Cars (by market segment),Supermini,Unknown,miles,miles,kg N2O,Supermini miles,0.00102,2018-01-01 00:00:00,2018-12-31 23:59:59
578,Passenger vehicles,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Supermini km,0.02255,2018-01-01 00:00:00,2018-12-31 23:59:59
579,Passenger vehicles,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Supermini km,0.00007,2018-01-01 00:00:00,2018-12-31 23:59:59
580,Passenger vehicles,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Supermini km,0.02245,2018-01-01 00:00:00,2018-12-31 23:59:59
581,Passenger vehicles,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Supermini km,0.00003,2018-01-01 00:00:00,2018-12-31 23:59:59
582,Passenger vehicles,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Supermini miles,0.0363,2018-01-01 00:00:00,2018-12-31 23:59:59
583,Passenger vehicles,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Supermini miles,0.00011,2018-01-01 00:00:00,2018-12-31 23:59:59
584,Passenger vehicles,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Supermini miles,0.03613,2018-01-01 00:00:00,2018-12-31 23:59:59
585,Passenger vehicles,Cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Supermini miles,0.00006,2018-01-01 00:00:00,2018-12-31 23:59:59
586,Passenger vehicles,Cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg CO2e,Supermini km,0,2018-01-01 00:00:00,2018-12-31 23:59:59
587,Passenger vehicles,Cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg CH4,Supermini km,0,2018-01-01 00:00:00,2018-12-31 23:59:59
588,Passenger vehicles,Cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg CO2,Supermini km,0,2018-01-01 00:00:00,2018-12-31 23:59:59
589,Passenger vehicles,Cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg N2O,Supermini km,0,2018-01-01 00:00:00,2018-12-31 23:59:59
590,Passenger vehicles,Cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg CO2e,Supermini miles,0,2018-01-01 00:00:00,2018-12-31 23:59:59
591,Passenger vehicles,Cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg CH4,Supermini miles,0,2018-01-01 00:00:00,2018-12-31 23:59:59
592,Passenger vehicles,Cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg CO2,Supermini miles,0,2018-01-01 00:00:00,2018-12-31 23:59:59
593,Passenger vehicles,Cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg N2O,Supermini miles,0,2018-01-01 00:00:00,2018-12-31 23:59:59
594,Passenger vehicles,Cars (by market segment),Lower medium,Diesel,km,km,kg CO2e,Lower medium km,0.15048,2018-01-01 00:00:00,2018-12-31 23:59:59
595,Passenger vehicles,Cars (by market segment),Lower medium,Diesel,km,km,kg CH4,Lower medium km,0.00001,2018-01-01 00:00:00,2018-12-31 23:59:59
596,Passenger vehicles,Cars (by market segment),Lower medium,Diesel,km,km,kg CO2,Lower medium km,0.14862,2018-01-01 00:00:00,2018-12-31 23:59:59
597,Passenger vehicles,Cars (by market segment),Lower medium,Diesel,km,km,kg N2O,Lower medium km,0.00185,2018-01-01 00:00:00,2018-12-31 23:59:59
598,Passenger vehicles,Cars (by market segment),Lower medium,Diesel,miles,miles,kg CO2e,Lower medium miles,0.24217,2018-01-01 00:00:00,2018-12-31 23:59:59
599,Passenger vehicles,Cars (by market segment),Lower medium,Diesel,miles,miles,kg CH4,Lower medium miles,0.00002,2018-01-01 00:00:00,2018-12-31 23:59:59
600,Passenger vehicles,Cars (by market segment),Lower medium,Diesel,miles,miles,kg CO2,Lower medium miles,0.23917,2018-01-01 00:00:00,2018-12-31 23:59:59
601,Passenger vehicles,Cars (by market segment),Lower medium,Diesel,miles,miles,kg N2O,Lower medium miles,0.00298,2018-01-01 00:00:00,2018-12-31 23:59:59
