id,Level 1,Level 2,Level 3,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2018,valid_from,valid_to
20,Fuels,Gaseous fuels,LNG,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,LNG kWh (Gross CV),0.0001,2018-01-01 00:00:00,2018-12-31 23:59:59
21,Fuels,Gaseous fuels,LNG,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,LNG kWh (Net CV),0.20437,2018-01-01 00:00:00,2018-12-31 23:59:59
22,Fuels,Gaseous fuels,LNG,Energy - Net CV,kWh,kWh (Net CV),kg CH4,LNG kWh (Net CV),0.00027,2018-01-01 00:00:00,2018-12-31 23:59:59
23,Fuels,Gaseous fuels,LNG,Energy - Net CV,kWh,kWh (Net CV),kg CO2,LNG kWh (Net CV),0.20399,2018-01-01 00:00:00,2018-12-31 23:59:59
24,Fuels,Gaseous fuels,LNG,Energy - Net CV,kWh,kWh (Net CV),kg N2O,LNG kWh (Net CV),0.00011,2018-01-01 00:00:00,2018-12-31 23:59:59
25,Fuels,Gaseous fuels,LNG,Volume,litres,litres,kg CO2e,LNG litres,1.24282,2018-01-01 00:00:00,2018-12-31 23:59:59
26,Fuels,Gaseous fuels,LNG,Volume,litres,litres,kg CH4,LNG litres,0.00164,2018-01-01 00:00:00,2018-12-31 23:59:59
27,Fuels,Gaseous fuels,LNG,Volume,litres,litres,kg CO2,LNG litres,1.24053,2018-01-01 00:00:00,2018-12-31 23:59:59
28,Fuels,Gaseous fuels,LNG,Volume,litres,litres,kg N2O,LNG litres,0.00065,2018-01-01 00:00:00,2018-12-31 23:59:59
29,Fuels,Gaseous fuels,LNG,Tonnes,tonnes,tonnes,kg CO2e,LNG tonnes,2746.63,2018-01-01 00:00:00,2018-12-31 23:59:59
30,Fuels,Gaseous fuels,LNG,Tonnes,tonnes,tonnes,kg CH4,LNG tonnes,3.63,2018-01-01 00:00:00,2018-12-31 23:59:59
31,Fuels,Gaseous fuels,LNG,Tonnes,tonnes,tonnes,kg CO2,LNG tonnes,2741.56,2018-01-01 00:00:00,2018-12-31 23:59:59
32,Fuels,Gaseous fuels,LNG,Tonnes,tonnes,tonnes,kg N2O,LNG tonnes,1.44,2018-01-01 00:00:00,2018-12-31 23:59:59
33,Fuels,Gaseous fuels,LPG,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,LPG kWh (Gross CV),0.21448,2018-01-01 00:00:00,2018-12-31 23:59:59
34,Fuels,Gaseous fuels,LPG,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,LPG kWh (Gross CV),0.00015,2018-01-01 00:00:00,2018-12-31 23:59:59
35,Fuels,Gaseous fuels,LPG,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,LPG kWh (Gross CV),0.21419,2018-01-01 00:00:00,2018-12-31 23:59:59
36,Fuels,Gaseous fuels,LPG,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,LPG kWh (Gross CV),0.00014,2018-01-01 00:00:00,2018-12-31 23:59:59
37,Fuels,Gaseous fuels,LPG,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,LPG kWh (Net CV),0.2303,2018-01-01 00:00:00,2018-12-31 23:59:59
38,Fuels,Gaseous fuels,LPG,Energy - Net CV,kWh,kWh (Net CV),kg CH4,LPG kWh (Net CV),0.00016,2018-01-01 00:00:00,2018-12-31 23:59:59
39,Fuels,Gaseous fuels,LPG,Energy - Net CV,kWh,kWh (Net CV),kg CO2,LPG kWh (Net CV),0.22999,2018-01-01 00:00:00,2018-12-31 23:59:59
40,Fuels,Gaseous fuels,LPG,Energy - Net CV,kWh,kWh (Net CV),kg N2O,LPG kWh (Net CV),0.00015,2018-01-01 00:00:00,2018-12-31 23:59:59
41,Fuels,Gaseous fuels,LPG,Volume,litres,litres,kg CO2e,LPG litres,1.51906,2018-01-01 00:00:00,2018-12-31 23:59:59
42,Fuels,Gaseous fuels,LPG,Volume,litres,litres,kg CH4,LPG litres,0.00104,2018-01-01 00:00:00,2018-12-31 23:59:59
43,Fuels,Gaseous fuels,LPG,Volume,litres,litres,kg CO2,LPG litres,1.51703,2018-01-01 00:00:00,2018-12-31 23:59:59
44,Fuels,Gaseous fuels,LPG,Volume,litres,litres,kg N2O,LPG litres,0.00099,2018-01-01 00:00:00,2018-12-31 23:59:59
45,Fuels,Gaseous fuels,LPG,Tonnes,tonnes,tonnes,kg CO2e,LPG tonnes,2937.32,2018-01-01 00:00:00,2018-12-31 23:59:59
46,Fuels,Gaseous fuels,LPG,Tonnes,tonnes,tonnes,kg CH4,LPG tonnes,2,2018-01-01 00:00:00,2018-12-31 23:59:59
47,Fuels,Gaseous fuels,LPG,Tonnes,tonnes,tonnes,kg CO2,LPG tonnes,2933.41,2018-01-01 00:00:00,2018-12-31 23:59:59
48,Fuels,Gaseous fuels,LPG,Tonnes,tonnes,tonnes,kg N2O,LPG tonnes,1.91,2018-01-01 00:00:00,2018-12-31 23:59:59
49,Fuels,Gaseous fuels,Natural gas,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Natural gas kWh (Gross CV),0.18396,2018-01-01 00:00:00,2018-12-31 23:59:59
50,Fuels,Gaseous fuels,Natural gas,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Natural gas kWh (Gross CV),0.00024,2018-01-01 00:00:00,2018-12-31 23:59:59
51,Fuels,Gaseous fuels,Natural gas,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Natural gas kWh (Gross CV),0.18362,2018-01-01 00:00:00,2018-12-31 23:59:59
52,Fuels,Gaseous fuels,Natural gas,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Natural gas kWh (Gross CV),0.0001,2018-01-01 00:00:00,2018-12-31 23:59:59
53,Fuels,Gaseous fuels,Natural gas,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Natural gas kWh (Net CV),0.20437,2018-01-01 00:00:00,2018-12-31 23:59:59
54,Fuels,Gaseous fuels,Natural gas,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Natural gas kWh (Net CV),0.00027,2018-01-01 00:00:00,2018-12-31 23:59:59
55,Fuels,Gaseous fuels,Natural gas,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Natural gas kWh (Net CV),0.20399,2018-01-01 00:00:00,2018-12-31 23:59:59
56,Fuels,Gaseous fuels,Natural gas,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Natural gas kWh (Net CV),0.00011,2018-01-01 00:00:00,2018-12-31 23:59:59
57,Fuels,Gaseous fuels,Natural gas,Volume,cubic metres,cubic metres,kg CO2e,Natural gas cubic metres,2.04652,2018-01-01 00:00:00,2018-12-31 23:59:59
58,Fuels,Gaseous fuels,Natural gas,Volume,cubic metres,cubic metres,kg CH4,Natural gas cubic metres,0.0027,2018-01-01 00:00:00,2018-12-31 23:59:59
59,Fuels,Gaseous fuels,Natural gas,Volume,cubic metres,cubic metres,kg CO2,Natural gas cubic metres,2.04275,2018-01-01 00:00:00,2018-12-31 23:59:59
60,Fuels,Gaseous fuels,Natural gas,Volume,cubic metres,cubic metres,kg N2O,Natural gas cubic metres,0.00107,2018-01-01 00:00:00,2018-12-31 23:59:59
61,Fuels,Gaseous fuels,Natural gas,Tonnes,tonnes,tonnes,kg CO2e,Natural gas tonnes,2746.63,2018-01-01 00:00:00,2018-12-31 23:59:59
62,Fuels,Gaseous fuels,Natural gas,Tonnes,tonnes,tonnes,kg CH4,Natural gas tonnes,3.63,2018-01-01 00:00:00,2018-12-31 23:59:59
63,Fuels,Gaseous fuels,Natural gas,Tonnes,tonnes,tonnes,kg CO2,Natural gas tonnes,2741.56,2018-01-01 00:00:00,2018-12-31 23:59:59
64,Fuels,Gaseous fuels,Natural gas,Tonnes,tonnes,tonnes,kg N2O,Natural gas tonnes,1.44,2018-01-01 00:00:00,2018-12-31 23:59:59
65,Fuels,Gaseous fuels,Other petroleum gas,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Other petroleum gas kWh (Gross CV),0.18404,2018-01-01 00:00:00,2018-12-31 23:59:59
66,Fuels,Gaseous fuels,Other petroleum gas,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Other petroleum gas kWh (Gross CV),0.00008,2018-01-01 00:00:00,2018-12-31 23:59:59
67,Fuels,Gaseous fuels,Other petroleum gas,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Other petroleum gas kWh (Gross CV),0.18386,2018-01-01 00:00:00,2018-12-31 23:59:59
68,Fuels,Gaseous fuels,Other petroleum gas,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Other petroleum gas kWh (Gross CV),0.0001,2018-01-01 00:00:00,2018-12-31 23:59:59
69,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Other petroleum gas kWh (Net CV),0.20005,2018-01-01 00:00:00,2018-12-31 23:59:59
70,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Other petroleum gas kWh (Net CV),0.00009,2018-01-01 00:00:00,2018-12-31 23:59:59
71,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Other petroleum gas kWh (Net CV),0.19985,2018-01-01 00:00:00,2018-12-31 23:59:59
72,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Other petroleum gas kWh (Net CV),0.00011,2018-01-01 00:00:00,2018-12-31 23:59:59
73,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,litres,kg CO2e,Other petroleum gas litres,0.94857,2018-01-01 00:00:00,2018-12-31 23:59:59
74,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,litres,kg CH4,Other petroleum gas litres,0.00043,2018-01-01 00:00:00,2018-12-31 23:59:59
75,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,litres,kg CO2,Other petroleum gas litres,0.94764,2018-01-01 00:00:00,2018-12-31 23:59:59
76,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,litres,kg N2O,Other petroleum gas litres,0.00051,2018-01-01 00:00:00,2018-12-31 23:59:59
77,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,tonnes,kg CO2e,Other petroleum gas tonnes,2589.6,2018-01-01 00:00:00,2018-12-31 23:59:59
78,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,tonnes,kg CH4,Other petroleum gas tonnes,1.17,2018-01-01 00:00:00,2018-12-31 23:59:59
79,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,tonnes,kg CO2,Other petroleum gas tonnes,2587.04,2018-01-01 00:00:00,2018-12-31 23:59:59
80,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,tonnes,kg N2O,Other petroleum gas tonnes,1.39,2018-01-01 00:00:00,2018-12-31 23:59:59
81,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Aviation spirit kWh (Gross CV),0.24413,2018-01-01 00:00:00,2018-12-31 23:59:59
82,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Aviation spirit kWh (Gross CV),0.00429,2018-01-01 00:00:00,2018-12-31 23:59:59
83,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Aviation spirit kWh (Gross CV),0.23758,2018-01-01 00:00:00,2018-12-31 23:59:59
84,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Aviation spirit kWh (Gross CV),0.00226,2018-01-01 00:00:00,2018-12-31 23:59:59
85,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Aviation spirit kWh (Net CV),0.25698,2018-01-01 00:00:00,2018-12-31 23:59:59
86,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Aviation spirit kWh (Net CV),0.00451,2018-01-01 00:00:00,2018-12-31 23:59:59
87,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Aviation spirit kWh (Net CV),0.25008,2018-01-01 00:00:00,2018-12-31 23:59:59
88,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Aviation spirit kWh (Net CV),0.00238,2018-01-01 00:00:00,2018-12-31 23:59:59
89,Fuels,Liquid fuels,Aviation spirit,Volume,litres,litres,kg CO2e,Aviation spirit litres,2.28586,2018-01-01 00:00:00,2018-12-31 23:59:59
90,Fuels,Liquid fuels,Aviation spirit,Volume,litres,litres,kg CH4,Aviation spirit litres,0.04015,2018-01-01 00:00:00,2018-12-31 23:59:59
91,Fuels,Liquid fuels,Aviation spirit,Volume,litres,litres,kg CO2,Aviation spirit litres,2.22451,2018-01-01 00:00:00,2018-12-31 23:59:59
92,Fuels,Liquid fuels,Aviation spirit,Volume,litres,litres,kg N2O,Aviation spirit litres,0.02119,2018-01-01 00:00:00,2018-12-31 23:59:59
93,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,tonnes,kg CO2e,Aviation spirit tonnes,3213.91,2018-01-01 00:00:00,2018-12-31 23:59:59
94,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,tonnes,kg CH4,Aviation spirit tonnes,56.45,2018-01-01 00:00:00,2018-12-31 23:59:59
95,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,tonnes,kg CO2,Aviation spirit tonnes,3127.67,2018-01-01 00:00:00,2018-12-31 23:59:59
96,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,tonnes,kg N2O,Aviation spirit tonnes,29.8,2018-01-01 00:00:00,2018-12-31 23:59:59
97,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Aviation turbine fuel kWh (Gross CV),0.24768,2018-01-01 00:00:00,2018-12-31 23:59:59
98,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Aviation turbine fuel kWh (Gross CV),0.00013,2018-01-01 00:00:00,2018-12-31 23:59:59
99,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Aviation turbine fuel kWh (Gross CV),0.24523,2018-01-01 00:00:00,2018-12-31 23:59:59
100,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Aviation turbine fuel kWh (Gross CV),0.00232,2018-01-01 00:00:00,2018-12-31 23:59:59
101,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Aviation turbine fuel kWh (Net CV),0.26072,2018-01-01 00:00:00,2018-12-31 23:59:59
102,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Aviation turbine fuel kWh (Net CV),0.00014,2018-01-01 00:00:00,2018-12-31 23:59:59
103,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Aviation turbine fuel kWh (Net CV),0.25814,2018-01-01 00:00:00,2018-12-31 23:59:59
104,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Aviation turbine fuel kWh (Net CV),0.00244,2018-01-01 00:00:00,2018-12-31 23:59:59
105,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,litres,kg CO2e,Aviation turbine fuel litres,2.53883,2018-01-01 00:00:00,2018-12-31 23:59:59
106,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,litres,kg CH4,Aviation turbine fuel litres,0.00135,2018-01-01 00:00:00,2018-12-31 23:59:59
107,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,litres,kg CO2,Aviation turbine fuel litres,2.5137,2018-01-01 00:00:00,2018-12-31 23:59:59
108,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,litres,kg N2O,Aviation turbine fuel litres,0.02378,2018-01-01 00:00:00,2018-12-31 23:59:59
109,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,tonnes,kg CO2e,Aviation turbine fuel tonnes,3181.15,2018-01-01 00:00:00,2018-12-31 23:59:59
110,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,tonnes,kg CH4,Aviation turbine fuel tonnes,1.69,2018-01-01 00:00:00,2018-12-31 23:59:59
111,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,tonnes,kg CO2,Aviation turbine fuel tonnes,3149.67,2018-01-01 00:00:00,2018-12-31 23:59:59
112,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,tonnes,kg N2O,Aviation turbine fuel tonnes,29.8,2018-01-01 00:00:00,2018-12-31 23:59:59
113,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Burning oil kWh (Gross CV),0.24665,2018-01-01 00:00:00,2018-12-31 23:59:59
114,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Burning oil kWh (Gross CV),0.0006,2018-01-01 00:00:00,2018-12-31 23:59:59
115,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Burning oil kWh (Gross CV),0.24544,2018-01-01 00:00:00,2018-12-31 23:59:59
116,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Burning oil kWh (Gross CV),0.00061,2018-01-01 00:00:00,2018-12-31 23:59:59
117,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Burning oil kWh (Net CV),0.25963,2018-01-01 00:00:00,2018-12-31 23:59:59
118,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Burning oil kWh (Net CV),0.00064,2018-01-01 00:00:00,2018-12-31 23:59:59
119,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Burning oil kWh (Net CV),0.25835,2018-01-01 00:00:00,2018-12-31 23:59:59
120,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Burning oil kWh (Net CV),0.00064,2018-01-01 00:00:00,2018-12-31 23:59:59
121,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg CO2e,Burning oil litres,2.53627,2018-01-01 00:00:00,2018-12-31 23:59:59
122,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg CH4,Burning oil litres,0.00621,2018-01-01 00:00:00,2018-12-31 23:59:59
123,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg CO2,Burning oil litres,2.52377,2018-01-01 00:00:00,2018-12-31 23:59:59
124,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg N2O,Burning oil litres,0.00629,2018-01-01 00:00:00,2018-12-31 23:59:59
125,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg CO2e,Burning oil tonnes,3165.26,2018-01-01 00:00:00,2018-12-31 23:59:59
126,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg CH4,Burning oil tonnes,7.75,2018-01-01 00:00:00,2018-12-31 23:59:59
127,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg CO2,Burning oil tonnes,3149.67,2018-01-01 00:00:00,2018-12-31 23:59:59
128,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg N2O,Burning oil tonnes,7.85,2018-01-01 00:00:00,2018-12-31 23:59:59
129,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Diesel (average biofuel blend) kWh (Gross CV),0.24768,2018-01-01 00:00:00,2018-12-31 23:59:59
130,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Diesel (average biofuel blend) kWh (Gross CV),0.00004,2018-01-01 00:00:00,2018-12-31 23:59:59
131,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Diesel (average biofuel blend) kWh (Gross CV),0.24414,2018-01-01 00:00:00,2018-12-31 23:59:59
132,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Diesel (average biofuel blend) kWh (Gross CV),0.0035,2018-01-01 00:00:00,2018-12-31 23:59:59
133,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Diesel (average biofuel blend) kWh (Net CV),0.26349,2018-01-01 00:00:00,2018-12-31 23:59:59
134,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CH4,Diesel (average biofuel blend) kWh (Net CV),0.00004,2018-01-01 00:00:00,2018-12-31 23:59:59
135,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CO2,Diesel (average biofuel blend) kWh (Net CV),0.25972,2018-01-01 00:00:00,2018-12-31 23:59:59
136,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg N2O,Diesel (average biofuel blend) kWh (Net CV),0.00372,2018-01-01 00:00:00,2018-12-31 23:59:59
137,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg CO2e,Diesel (average biofuel blend) litres,2.62694,2018-01-01 00:00:00,2018-12-31 23:59:59
138,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg CH4,Diesel (average biofuel blend) litres,0.00042,2018-01-01 00:00:00,2018-12-31 23:59:59
139,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg CO2,Diesel (average biofuel blend) litres,2.58935,2018-01-01 00:00:00,2018-12-31 23:59:59
140,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg N2O,Diesel (average biofuel blend) litres,0.03717,2018-01-01 00:00:00,2018-12-31 23:59:59
141,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg CO2e,Diesel (average biofuel blend) tonnes,3132.15,2018-01-01 00:00:00,2018-12-31 23:59:59
142,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg CH4,Diesel (average biofuel blend) tonnes,0.5,2018-01-01 00:00:00,2018-12-31 23:59:59
143,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg CO2,Diesel (average biofuel blend) tonnes,3087.27,2018-01-01 00:00:00,2018-12-31 23:59:59
144,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg N2O,Diesel (average biofuel blend) tonnes,44.38,2018-01-01 00:00:00,2018-12-31 23:59:59
145,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Diesel (100% mineral diesel) kWh (Gross CV),0.25296,2018-01-01 00:00:00,2018-12-31 23:59:59
146,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Diesel (100% mineral diesel) kWh (Gross CV),0.00004,2018-01-01 00:00:00,2018-12-31 23:59:59
147,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Diesel (100% mineral diesel) kWh (Gross CV),0.24942,2018-01-01 00:00:00,2018-12-31 23:59:59
148,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Diesel (100% mineral diesel) kWh (Gross CV),0.0035,2018-01-01 00:00:00,2018-12-31 23:59:59
149,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Diesel (100% mineral diesel) kWh (Net CV),0.2691,2018-01-01 00:00:00,2018-12-31 23:59:59
150,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh,kWh (Net CV),kg CH4,Diesel (100% mineral diesel) kWh (Net CV),0.00004,2018-01-01 00:00:00,2018-12-31 23:59:59
