id,Level 1,Level 2,Level 3,Column Text,UOM,GHG,GHG Conversion Factor 2017,valid_from,valid_to
1579,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CH4,0.0004,2017-01-01 00:00:00,2017-12-31 23:59:59
1580,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2,1.07698,2017-01-01 00:00:00,2017-12-31 23:59:59
1581,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,kg N2O,0.01251,2017-01-01 00:00:00,2017-12-31 23:59:59
1582,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,kg CO2e,1.75401,2017-01-01 00:00:00,2017-12-31 23:59:59
1583,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,kg CH4,0.00064,2017-01-01 00:00:00,2017-12-31 23:59:59
1584,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,kg CO2,1.73323,2017-01-01 00:00:00,2017-12-31 23:59:59
1585,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,kg N2O,0.02013,2017-01-01 00:00:00,2017-12-31 23:59:59
1586,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e,1.28374,2017-01-01 00:00:00,2017-12-31 23:59:59
1587,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CH4,0.0004,2017-01-01 00:00:00,2017-12-31 23:59:59
1588,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2,1.27083,2017-01-01 00:00:00,2017-12-31 23:59:59
1589,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg N2O,0.01251,2017-01-01 00:00:00,2017-12-31 23:59:59
1590,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg CO2e,2.06597,2017-01-01 00:00:00,2017-12-31 23:59:59
1591,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg CH4,0.00064,2017-01-01 00:00:00,2017-12-31 23:59:59
1592,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg CO2,2.0452,2017-01-01 00:00:00,2017-12-31 23:59:59
1593,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg N2O,0.02013,2017-01-01 00:00:00,2017-12-31 23:59:59
1594,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2e,1.14669,2017-01-01 00:00:00,2017-12-31 23:59:59
1595,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg CH4,0.0004,2017-01-01 00:00:00,2017-12-31 23:59:59
1596,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2,1.13378,2017-01-01 00:00:00,2017-12-31 23:59:59
1597,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg N2O,0.01251,2017-01-01 00:00:00,2017-12-31 23:59:59
1598,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,kg CO2e,1.84541,2017-01-01 00:00:00,2017-12-31 23:59:59
1599,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,kg CH4,0.00064,2017-01-01 00:00:00,2017-12-31 23:59:59
1600,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,kg CO2,1.82464,2017-01-01 00:00:00,2017-12-31 23:59:59
1601,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,kg N2O,0.02013,2017-01-01 00:00:00,2017-12-31 23:59:59
1602,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,kg CO2e,0.76486,2017-01-01 00:00:00,2017-12-31 23:59:59
1603,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,kg CH4,0.00034,2017-01-01 00:00:00,2017-12-31 23:59:59
1604,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,kg CO2,0.75689,2017-01-01 00:00:00,2017-12-31 23:59:59
1605,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,kg N2O,0.00763,2017-01-01 00:00:00,2017-12-31 23:59:59
1606,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,kg CO2e,1.23092,2017-01-01 00:00:00,2017-12-31 23:59:59
1607,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,kg CH4,0.00055,2017-01-01 00:00:00,2017-12-31 23:59:59
1608,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,kg CO2,1.21809,2017-01-01 00:00:00,2017-12-31 23:59:59
1609,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,kg N2O,0.01228,2017-01-01 00:00:00,2017-12-31 23:59:59
1610,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,kg CO2e,0.93101,2017-01-01 00:00:00,2017-12-31 23:59:59
1611,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,kg CH4,0.00034,2017-01-01 00:00:00,2017-12-31 23:59:59
1612,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,kg CO2,0.92304,2017-01-01 00:00:00,2017-12-31 23:59:59
1613,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,kg N2O,0.00763,2017-01-01 00:00:00,2017-12-31 23:59:59
1614,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,kg CO2e,1.49832,2017-01-01 00:00:00,2017-12-31 23:59:59
1615,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,kg CH4,0.00055,2017-01-01 00:00:00,2017-12-31 23:59:59
1616,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,kg CO2,1.48549,2017-01-01 00:00:00,2017-12-31 23:59:59
1617,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,kg N2O,0.01228,2017-01-01 00:00:00,2017-12-31 23:59:59
1618,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,kg CO2e,1.09716,2017-01-01 00:00:00,2017-12-31 23:59:59
1619,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,kg CH4,0.00034,2017-01-01 00:00:00,2017-12-31 23:59:59
1620,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,kg CO2,1.08919,2017-01-01 00:00:00,2017-12-31 23:59:59
1621,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,kg N2O,0.00763,2017-01-01 00:00:00,2017-12-31 23:59:59
1622,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,kg CO2e,1.76571,2017-01-01 00:00:00,2017-12-31 23:59:59
1623,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,kg CH4,0.00055,2017-01-01 00:00:00,2017-12-31 23:59:59
1624,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,kg CO2,1.75289,2017-01-01 00:00:00,2017-12-31 23:59:59
1625,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,kg N2O,0.01228,2017-01-01 00:00:00,2017-12-31 23:59:59
1626,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,kg CO2e,0.96464,2017-01-01 00:00:00,2017-12-31 23:59:59
1627,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,kg CH4,0.00034,2017-01-01 00:00:00,2017-12-31 23:59:59
1628,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,kg CO2,0.95667,2017-01-01 00:00:00,2017-12-31 23:59:59
1629,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,kg N2O,0.00763,2017-01-01 00:00:00,2017-12-31 23:59:59
1630,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,kg CO2e,1.55244,2017-01-01 00:00:00,2017-12-31 23:59:59
1631,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,kg CH4,0.00055,2017-01-01 00:00:00,2017-12-31 23:59:59
1632,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,kg CO2,1.53962,2017-01-01 00:00:00,2017-12-31 23:59:59
1633,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,kg N2O,0.01228,2017-01-01 00:00:00,2017-12-31 23:59:59
1634,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e,0.7968,2017-01-01 00:00:00,2017-12-31 23:59:59
1635,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CH4,0.00017,2017-01-01 00:00:00,2017-12-31 23:59:59
1636,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2,0.78571,2017-01-01 00:00:00,2017-12-31 23:59:59
1637,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg N2O,0.01092,2017-01-01 00:00:00,2017-12-31 23:59:59
1638,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg CO2e,1.28233,2017-01-01 00:00:00,2017-12-31 23:59:59
1639,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg CH4,0.00027,2017-01-01 00:00:00,2017-12-31 23:59:59
1640,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg CO2,1.26448,2017-01-01 00:00:00,2017-12-31 23:59:59
1641,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg N2O,0.01757,2017-01-01 00:00:00,2017-12-31 23:59:59
1642,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e,0.99323,2017-01-01 00:00:00,2017-12-31 23:59:59
1643,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CH4,0.00017,2017-01-01 00:00:00,2017-12-31 23:59:59
1644,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2,0.98214,2017-01-01 00:00:00,2017-12-31 23:59:59
1645,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg N2O,0.01092,2017-01-01 00:00:00,2017-12-31 23:59:59
1646,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg CO2e,1.59845,2017-01-01 00:00:00,2017-12-31 23:59:59
1647,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg CH4,0.00027,2017-01-01 00:00:00,2017-12-31 23:59:59
1648,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg CO2,1.58061,2017-01-01 00:00:00,2017-12-31 23:59:59
1649,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg N2O,0.01757,2017-01-01 00:00:00,2017-12-31 23:59:59
1650,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e,1.18966,2017-01-01 00:00:00,2017-12-31 23:59:59
1651,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CH4,0.00017,2017-01-01 00:00:00,2017-12-31 23:59:59
1652,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2,1.17857,2017-01-01 00:00:00,2017-12-31 23:59:59
1653,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg N2O,0.01092,2017-01-01 00:00:00,2017-12-31 23:59:59
1654,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg CO2e,1.91458,2017-01-01 00:00:00,2017-12-31 23:59:59
1655,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg CH4,0.00027,2017-01-01 00:00:00,2017-12-31 23:59:59
1656,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg CO2,1.89673,2017-01-01 00:00:00,2017-12-31 23:59:59
1657,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg N2O,0.01757,2017-01-01 00:00:00,2017-12-31 23:59:59
1658,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2e,0.97359,2017-01-01 00:00:00,2017-12-31 23:59:59
1659,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CH4,0.00017,2017-01-01 00:00:00,2017-12-31 23:59:59
1660,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2,0.9625,2017-01-01 00:00:00,2017-12-31 23:59:59
1661,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg N2O,0.01092,2017-01-01 00:00:00,2017-12-31 23:59:59
1662,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,miles,kg CO2e,1.56684,2017-01-01 00:00:00,2017-12-31 23:59:59
1663,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,miles,kg CH4,0.00027,2017-01-01 00:00:00,2017-12-31 23:59:59
1664,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,miles,kg CO2,1.54899,2017-01-01 00:00:00,2017-12-31 23:59:59
1665,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,miles,kg N2O,0.01757,2017-01-01 00:00:00,2017-12-31 23:59:59
1666,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg CO2e,0.76036,2017-01-01 00:00:00,2017-12-31 23:59:59
1667,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg CH4,0.00019,2017-01-01 00:00:00,2017-12-31 23:59:59
1668,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg CO2,0.74801,2017-01-01 00:00:00,2017-12-31 23:59:59
1669,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg N2O,0.01216,2017-01-01 00:00:00,2017-12-31 23:59:59
1670,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,miles,kg CO2e,1.22368,2017-01-01 00:00:00,2017-12-31 23:59:59
1671,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,miles,kg CH4,0.00031,2017-01-01 00:00:00,2017-12-31 23:59:59
1672,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,miles,kg CO2,1.20381,2017-01-01 00:00:00,2017-12-31 23:59:59
1673,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,miles,kg N2O,0.01957,2017-01-01 00:00:00,2017-12-31 23:59:59
1674,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg CO2e,1.00971,2017-01-01 00:00:00,2017-12-31 23:59:59
1675,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg CH4,0.00019,2017-01-01 00:00:00,2017-12-31 23:59:59
1676,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg CO2,0.99736,2017-01-01 00:00:00,2017-12-31 23:59:59
1677,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg N2O,0.01216,2017-01-01 00:00:00,2017-12-31 23:59:59
1678,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,miles,kg CO2e,1.62496,2017-01-01 00:00:00,2017-12-31 23:59:59
1679,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,miles,kg CH4,0.00031,2017-01-01 00:00:00,2017-12-31 23:59:59
1680,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,miles,kg CO2,1.60509,2017-01-01 00:00:00,2017-12-31 23:59:59
1681,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,miles,kg N2O,0.01957,2017-01-01 00:00:00,2017-12-31 23:59:59
1682,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg CO2e,1.25904,2017-01-01 00:00:00,2017-12-31 23:59:59
1683,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg CH4,0.00019,2017-01-01 00:00:00,2017-12-31 23:59:59
1684,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg CO2,1.24669,2017-01-01 00:00:00,2017-12-31 23:59:59
1685,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg N2O,0.01216,2017-01-01 00:00:00,2017-12-31 23:59:59
1686,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,miles,kg CO2e,2.02623,2017-01-01 00:00:00,2017-12-31 23:59:59
1687,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,miles,kg CH4,0.00031,2017-01-01 00:00:00,2017-12-31 23:59:59
1688,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,miles,kg CO2,2.00635,2017-01-01 00:00:00,2017-12-31 23:59:59
1689,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,miles,kg N2O,0.01957,2017-01-01 00:00:00,2017-12-31 23:59:59
1690,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,km,kg CO2e,1.08451,2017-01-01 00:00:00,2017-12-31 23:59:59
1691,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,km,kg CH4,0.00019,2017-01-01 00:00:00,2017-12-31 23:59:59
1692,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,km,kg CO2,1.07216,2017-01-01 00:00:00,2017-12-31 23:59:59
1693,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,km,kg N2O,0.01216,2017-01-01 00:00:00,2017-12-31 23:59:59
1694,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,miles,kg CO2e,1.74534,2017-01-01 00:00:00,2017-12-31 23:59:59
1695,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,miles,kg CH4,0.00031,2017-01-01 00:00:00,2017-12-31 23:59:59
1696,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,miles,kg CO2,1.72547,2017-01-01 00:00:00,2017-12-31 23:59:59
1697,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,miles,kg N2O,0.01957,2017-01-01 00:00:00,2017-12-31 23:59:59
1698,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,km,kg CO2e,0.807,2017-01-01 00:00:00,2017-12-31 23:59:59
1699,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,km,kg CH4,0.00018,2017-01-01 00:00:00,2017-12-31 23:59:59
1700,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,km,kg CO2,0.79245,2017-01-01 00:00:00,2017-12-31 23:59:59
1701,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,km,kg N2O,0.01437,2017-01-01 00:00:00,2017-12-31 23:59:59
1702,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,miles,kg CO2e,1.29875,2017-01-01 00:00:00,2017-12-31 23:59:59
1703,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,miles,kg CH4,0.00029,2017-01-01 00:00:00,2017-12-31 23:59:59
1704,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,miles,kg CO2,1.27533,2017-01-01 00:00:00,2017-12-31 23:59:59
1705,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,miles,kg N2O,0.02313,2017-01-01 00:00:00,2017-12-31 23:59:59
1706,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,km,kg CO2e,1.00512,2017-01-01 00:00:00,2017-12-31 23:59:59
1707,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,km,kg CH4,0.00018,2017-01-01 00:00:00,2017-12-31 23:59:59
1708,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,km,kg CO2,0.99057,2017-01-01 00:00:00,2017-12-31 23:59:59
1709,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,km,kg N2O,0.01437,2017-01-01 00:00:00,2017-12-31 23:59:59
1710,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,miles,kg CO2e,1.61758,2017-01-01 00:00:00,2017-12-31 23:59:59
1711,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,miles,kg CH4,0.00029,2017-01-01 00:00:00,2017-12-31 23:59:59
1712,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,miles,kg CO2,1.59416,2017-01-01 00:00:00,2017-12-31 23:59:59
1713,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,miles,kg N2O,0.02313,2017-01-01 00:00:00,2017-12-31 23:59:59
1714,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,km,kg CO2e,1.20323,2017-01-01 00:00:00,2017-12-31 23:59:59
1715,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,km,kg CH4,0.00018,2017-01-01 00:00:00,2017-12-31 23:59:59
1716,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,km,kg CO2,1.18868,2017-01-01 00:00:00,2017-12-31 23:59:59
1717,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,km,kg N2O,0.01437,2017-01-01 00:00:00,2017-12-31 23:59:59
1718,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,miles,kg CO2e,1.93641,2017-01-01 00:00:00,2017-12-31 23:59:59
1719,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,miles,kg CH4,0.00029,2017-01-01 00:00:00,2017-12-31 23:59:59
1720,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,miles,kg CO2,1.913,2017-01-01 00:00:00,2017-12-31 23:59:59
1721,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,miles,kg N2O,0.02313,2017-01-01 00:00:00,2017-12-31 23:59:59
1722,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,km,kg CO2e,1.0733,2017-01-01 00:00:00,2017-12-31 23:59:59
1723,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,km,kg CH4,0.00018,2017-01-01 00:00:00,2017-12-31 23:59:59
1724,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,km,kg CO2,1.05875,2017-01-01 00:00:00,2017-12-31 23:59:59
1725,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,km,kg N2O,0.01437,2017-01-01 00:00:00,2017-12-31 23:59:59
1726,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,miles,kg CO2e,1.72731,2017-01-01 00:00:00,2017-12-31 23:59:59
1727,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,miles,kg CH4,0.00029,2017-01-01 00:00:00,2017-12-31 23:59:59
1728,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,miles,kg CO2,1.7039,2017-01-01 00:00:00,2017-12-31 23:59:59
1729,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,miles,kg N2O,0.02313,2017-01-01 00:00:00,2017-12-31 23:59:59
1730,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,km,kg CO2e,0.78824,2017-01-01 00:00:00,2017-12-31 23:59:59
1731,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,km,kg CH4,0.00025,2017-01-01 00:00:00,2017-12-31 23:59:59
1732,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,km,kg CO2,0.77668,2017-01-01 00:00:00,2017-12-31 23:59:59
1733,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,km,kg N2O,0.01131,2017-01-01 00:00:00,2017-12-31 23:59:59
1734,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,miles,kg CO2e,1.26854,2017-01-01 00:00:00,2017-12-31 23:59:59
1735,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,miles,kg CH4,0.0004,2017-01-01 00:00:00,2017-12-31 23:59:59
1736,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,miles,kg CO2,1.24994,2017-01-01 00:00:00,2017-12-31 23:59:59
1737,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,miles,kg N2O,0.0182,2017-01-01 00:00:00,2017-12-31 23:59:59
1738,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,km,kg CO2e,0.97206,2017-01-01 00:00:00,2017-12-31 23:59:59
1739,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,km,kg CH4,0.00025,2017-01-01 00:00:00,2017-12-31 23:59:59
1740,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,km,kg CO2,0.9605,2017-01-01 00:00:00,2017-12-31 23:59:59
1741,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,km,kg N2O,0.01131,2017-01-01 00:00:00,2017-12-31 23:59:59
1742,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,kg CO2e,1.56439,2017-01-01 00:00:00,2017-12-31 23:59:59
1743,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,kg CH4,0.0004,2017-01-01 00:00:00,2017-12-31 23:59:59
1744,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,kg CO2,1.54578,2017-01-01 00:00:00,2017-12-31 23:59:59
1745,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,kg N2O,0.0182,2017-01-01 00:00:00,2017-12-31 23:59:59
1746,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,kg CO2e,1.1559,2017-01-01 00:00:00,2017-12-31 23:59:59
1747,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,kg CH4,0.00025,2017-01-01 00:00:00,2017-12-31 23:59:59
1748,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,kg CO2,1.14434,2017-01-01 00:00:00,2017-12-31 23:59:59
1749,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,kg N2O,0.01131,2017-01-01 00:00:00,2017-12-31 23:59:59
