id,Level 1,Level 2,Fuel Type,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2018,valid_from,valid_to
2018_16,Fuels,Solid,Coal,mmbtu,mmbtu,kg CO2,Sub-bituminous Coal,97.17,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_17,Fuels,Solid,Coal,mmbtu,mmbtu,g CH4,Sub-bituminous Coal,11,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_18,Fuels,Solid,Coal,mmbtu,mmbtu,g N2O,Sub-bituminous Coal,1.6,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_19,Fuels,Solid,Coal,short ton,short ton,kg CO2,Sub-bituminous Coal,1676,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_20,Fuels,Solid,Coal,short ton,short ton,g CH4,Sub-bituminous Coal,190,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_21,Fuels,Solid,Coal,short ton,short ton,g N2O,Sub-bituminous Coal,28,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_22,Fuels,Solid,Coal,short ton,short ton,mmbtu,Lignite Coal,14.21,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_23,Fuels,Solid,Coal,mmbtu,mmbtu,kg CO2,Lignite Coal,97.72,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_24,Fuels,Solid,Coal,mmbtu,mmbtu,g CH4,Lignite Coal,11,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_25,Fuels,Solid,Coal,mmbtu,mmbtu,g N2O,Lignite Coal,1.6,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_26,Fuels,Solid,Coal,short ton,short ton,kg CO2,Lignite Coal,1389,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_27,Fuels,Solid,Coal,short ton,short ton,g CH4,Lignite Coal,156,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_28,Fuels,Solid,Coal,short ton,short ton,g N2O,Lignite Coal,23,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_29,Fuels,Solid,Coal & Coke,short ton,short ton,mmbtu,Mixed (Commercial Sector),21.39,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_30,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,kg CO2,Mixed (Commercial Sector),94.27,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_31,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g CH4,Mixed (Commercial Sector),11,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_32,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g N2O,Mixed (Commercial Sector),1.6,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_33,Fuels,Solid,Coal & Coke,short ton,short ton,kg CO2,Mixed (Commercial Sector),2016,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_34,Fuels,Solid,Coal & Coke,short ton,short ton,g CH4,Mixed (Commercial Sector),235,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_35,Fuels,Solid,Coal & Coke,short ton,short ton,g N2O,Mixed (Commercial Sector),34,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_36,Fuels,Solid,Coal & Coke,short ton,short ton,mmbtu,Mixed (Electric Power Sector),19.73,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_37,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,kg CO2,Mixed (Electric Power Sector),95.52,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_38,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g CH4,Mixed (Electric Power Sector),11,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_39,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g N2O,Mixed (Electric Power Sector),1.6,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_40,Fuels,Solid,Coal & Coke,short ton,short ton,kg CO2,Mixed (Electric Power Sector),1885,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_41,Fuels,Solid,Coal & Coke,short ton,short ton,g CH4,Mixed (Electric Power Sector),217,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_42,Fuels,Solid,Coal & Coke,short ton,short ton,g N2O,Mixed (Electric Power Sector),32,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_43,Fuels,Solid,Coal & Coke,short ton,short ton,mmbtu,Mixed (Industrial Coking),26.28,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_44,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,kg CO2,Mixed (Industrial Coking),93.9,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_45,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g CH4,Mixed (Industrial Coking),11,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_46,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g N2O,Mixed (Industrial Coking),1.6,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_47,Fuels,Solid,Coal & Coke,short ton,short ton,kg CO2,Mixed (Industrial Coking),2468,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_48,Fuels,Solid,Coal & Coke,short ton,short ton,g CH4,Mixed (Industrial Coking),289,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_49,Fuels,Solid,Coal & Coke,short ton,short ton,g N2O,Mixed (Industrial Coking),42,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_50,Fuels,Solid,Coal & Coke,short ton,short ton,mmbtu,Mixed (Industrial Sector),22.35,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_51,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,kg CO2,Mixed (Industrial Sector),94.67,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_52,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g CH4,Mixed (Industrial Sector),11,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_53,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g N2O,Mixed (Industrial Sector),1.6,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_54,Fuels,Solid,Coal & Coke,short ton,short ton,kg CO2,Mixed (Industrial Sector),2116,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_55,Fuels,Solid,Coal & Coke,short ton,short ton,g CH4,Mixed (Industrial Sector),246,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_56,Fuels,Solid,Coal & Coke,short ton,short ton,g N2O,Mixed (Industrial Sector),36,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_57,Fuels,Solid,Coal & Coke,short ton,short ton,mmbtu,Coal Coke,24.8,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_58,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,kg CO2,Coal Coke,113.67,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_59,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g CH4,Coal Coke,11,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_60,Fuels,Solid,Coal & Coke,mmbtu,mmbtu,g N2O,Coal Coke,1.6,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_61,Fuels,Solid,Coal & Coke,short ton,short ton,kg CO2,Coal Coke,2819,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_62,Fuels,Solid,Coal & Coke,short ton,short ton,g CH4,Coal Coke,273,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_63,Fuels,Solid,Coal & Coke,short ton,short ton,g N2O,Coal Coke,40,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_64,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Municipal Solid Waste,9.95,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_65,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Municipal Solid Waste,90.7,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_66,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Municipal Solid Waste,32,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_67,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Municipal Solid Waste,4.2,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_68,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Municipal Solid Waste,902,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_69,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Municipal Solid Waste,318,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_70,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Municipal Solid Waste,42,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_71,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Petroleum Coke (Solid),30,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_72,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Petroleum Coke (Solid),102.41,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_73,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Petroleum Coke (Solid),32,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_74,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Petroleum Coke (Solid),4.2,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_75,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Petroleum Coke (Solid),3072,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_76,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Petroleum Coke (Solid),960,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_77,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Petroleum Coke (Solid),126,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_78,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Plastics,38,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_79,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Plastics,75,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_80,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Plastics,32,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_81,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Plastics,4.2,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_82,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Plastics,2850,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_83,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Plastics,1216,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_84,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Plastics,160,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_85,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Tires,28,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_86,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Tires,85.97,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_87,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Tires,32,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_88,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Tires,4.2,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_89,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Tires,2407,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_90,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Tires,896,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_91,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Tires,118,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_92,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Agricultural Byproducts,8.25,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_93,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Agricultural Byproducts,118.17,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_94,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Agricultural Byproducts,32,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_95,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Agricultural Byproducts,4.2,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_96,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Agricultural Byproducts,975,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_97,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Agricultural Byproducts,264,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_98,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Agricultural Byproducts,35,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_99,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Peat,8,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_100,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Peat,111.84,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_101,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Peat,32,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_102,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Peat,4.2,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_103,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Peat,895,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_104,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Peat,256,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_105,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Peat,34,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_106,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Solid Byproducts,10.39,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_107,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Solid Byproducts,105.51,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_108,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Solid Byproducts,32,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_109,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Solid Byproducts,4.2,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_110,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Solid Byproducts,1096,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_111,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Solid Byproducts,332,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_112,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Solid Byproducts,44,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_113,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Wood and Wood Residuals,17.48,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_114,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Wood and Wood Residuals,93.8,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_115,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Wood and Wood Residuals,7.2,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_116,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Wood and Wood Residuals,3.6,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_117,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Wood and Wood Residuals,1640,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_118,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Wood and Wood Residuals,126,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_119,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Wood and Wood Residuals,63,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_120,Fuels,Gaseous,Natural Gas,scf,scf,mmbtu,Natural Gas,0.001026,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_121,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,kg CO2,Natural Gas,53.06,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_122,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,g CH4,Natural Gas,1,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_123,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,g N2O,Natural Gas,0.1,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_124,Fuels,Gaseous,Natural Gas,scf,scf,kg CO2,Natural Gas,0.05444,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_125,Fuels,Gaseous,Natural Gas,scf,scf,g CH4,Natural Gas,0.00103,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_126,Fuels,Gaseous,Natural Gas,scf,scf,g N2O,Natural Gas,0.0001,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_127,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Blast Furnace Gas,0.000092,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_128,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Blast Furnace Gas,274.32,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_129,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Blast Furnace Gas,0.022,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_130,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Blast Furnace Gas,0.1,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_131,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Blast Furnace Gas,0.02524,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_132,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Blast Furnace Gas,0.000002,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_133,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Blast Furnace Gas,0.000009,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_134,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Coke Oven Gas,0.000599,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_135,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Coke Oven Gas,46.85,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_136,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Coke Oven Gas,0.48,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_137,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Coke Oven Gas,0.1,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_138,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Coke Oven Gas,0.02806,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_139,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Coke Oven Gas,0.000288,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_140,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Coke Oven Gas,0.00006,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_141,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Fuel Gas,0.001388,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_142,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Fuel Gas,59,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_143,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Fuel Gas,3,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_144,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Fuel Gas,0.6,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_145,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Fuel Gas,0.08189,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_146,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Fuel Gas,0.004164,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_147,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Fuel Gas,0.000833,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_148,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Propane Gas,0.002516,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_149,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Propane Gas,61.46,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_150,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Propane Gas,3,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_151,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Propane Gas,0.6,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_152,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Propane Gas,0.15463,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_153,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Propane Gas,0.007548,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_154,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Propane Gas,0.00151,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_155,Fuels,Gaseous,Biomass Fuels,scf,scf,mmbtu,Landfill Gas,0.000485,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_156,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,kg CO2,Landfill Gas,52.07,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_157,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g CH4,Landfill Gas,3.2,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_158,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g N2O,Landfill Gas,0.63,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_159,Fuels,Gaseous,Biomass Fuels,scf,scf,kg CO2,Landfill Gas,0.025254,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_160,Fuels,Gaseous,Biomass Fuels,scf,scf,g CH4,Landfill Gas,0.001552,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_161,Fuels,Gaseous,Biomass Fuels,scf,scf,g N2O,Landfill Gas,0.000306,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_162,Fuels,Gaseous,Biomass Fuels,scf,scf,mmbtu,Other Biomass Gases,0.000655,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_163,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,kg CO2,Other Biomass Gases,52.07,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_164,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g CH4,Other Biomass Gases,3.2,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_165,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g N2O,Other Biomass Gases,0.63,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_166,Fuels,Gaseous,Biomass Fuels,scf,scf,kg CO2,Other Biomass Gases,0.034106,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_167,Fuels,Gaseous,Biomass Fuels,scf,scf,g CH4,Other Biomass Gases,0.002096,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_168,Fuels,Gaseous,Biomass Fuels,scf,scf,g N2O,Other Biomass Gases,0.000413,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_169,,,Petroleum Products,gallon,gallon,mmbtu,Asphalt and Road Oil,0.158,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_170,,,Petroleum Products,mmbtu,mmbtu,kg CO2,Asphalt and Road Oil,75.36,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_171,,,Petroleum Products,mmbtu,mmbtu,g CH4,Asphalt and Road Oil,3,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_172,,,Petroleum Products,mmbtu,mmbtu,g N2O,Asphalt and Road Oil,0.6,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_173,,,Petroleum Products,gallon,gallon,kg CO2,Asphalt and Road Oil,11.91,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_174,,,Petroleum Products,gallon,gallon,g CH4,Asphalt and Road Oil,0.47,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_175,,,Petroleum Products,gallon,gallon,g N2O,Asphalt and Road Oil,0.09,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_176,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Aviation Gasoline,0.12,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_177,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Aviation Gasoline,69.25,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_178,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Aviation Gasoline,3,2018-01-01 00:00:00,2018-12-31 23:59:59
2018_179,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Aviation Gasoline,0.6,2018-01-01 00:00:00,2018-12-31 23:59:59
