id,Level 1,Level 2,Fuel Type,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2014,valid_from,valid_to
2014_175,,,Petroleum Products,gallon,gallon,g N2O,Asphalt and Road Oil,0.09,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_176,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Aviation Gasoline,0.12,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_177,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Aviation Gasoline,69.25,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_178,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Aviation Gasoline,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_179,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Aviation Gasoline,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_180,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Aviation Gasoline,8.31,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_181,Fuels,,Petroleum Products,gallon,gallon,g CH4,Aviation Gasoline,0.36,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_182,Fuels,,Petroleum Products,gallon,gallon,g N2O,Aviation Gasoline,0.07,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_183,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Butane,0.103,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_184,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Butane,64.77,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_185,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Butane,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_186,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Butane,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_187,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Butane,6.67,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_188,Fuels,,Petroleum Products,gallon,gallon,g CH4,Butane,0.31,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_189,Fuels,,Petroleum Products,gallon,gallon,g N2O,Butane,0.06,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_190,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Butylene,0.105,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_191,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Butylene,68.72,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_192,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Butylene,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_193,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Butylene,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_194,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Butylene,7.22,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_195,Fuels,,Petroleum Products,gallon,gallon,g CH4,Butylene,0.32,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_196,Fuels,,Petroleum Products,gallon,gallon,g N2O,Butylene,0.06,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_197,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Crude Oil,0.138,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_198,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Crude Oil,74.54,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_199,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Crude Oil,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_200,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Crude Oil,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_201,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Crude Oil,10.29,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_202,Fuels,,Petroleum Products,gallon,gallon,g CH4,Crude Oil,0.41,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_203,Fuels,,Petroleum Products,gallon,gallon,g N2O,Crude Oil,0.08,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_204,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Distillate Fuel Oil No. 1,0.139,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_205,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Distillate Fuel Oil No. 1,73.25,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_206,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Distillate Fuel Oil No. 1,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_207,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Distillate Fuel Oil No. 1,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_208,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Distillate Fuel Oil No. 1,10.18,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_209,Fuels,,Petroleum Products,gallon,gallon,g CH4,Distillate Fuel Oil No. 1,0.42,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_210,Fuels,,Petroleum Products,gallon,gallon,g N2O,Distillate Fuel Oil No. 1,0.08,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_211,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Distillate Fuel Oil No. 2,0.138,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_212,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Distillate Fuel Oil No. 2,73.96,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_213,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Distillate Fuel Oil No. 2,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_214,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Distillate Fuel Oil No. 2,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_215,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Distillate Fuel Oil No. 2,10.21,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_216,Fuels,,Petroleum Products,gallon,gallon,g CH4,Distillate Fuel Oil No. 2,0.41,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_217,Fuels,,Petroleum Products,gallon,gallon,g N2O,Distillate Fuel Oil No. 2,0.08,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_218,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Distillate Fuel Oil No. 4,0.146,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_219,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Distillate Fuel Oil No. 4,75.04,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_220,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Distillate Fuel Oil No. 4,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_221,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Distillate Fuel Oil No. 4,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_222,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Distillate Fuel Oil No. 4,10.96,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_223,Fuels,,Petroleum Products,gallon,gallon,g CH4,Distillate Fuel Oil No. 4,0.44,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_224,Fuels,,Petroleum Products,gallon,gallon,g N2O,Distillate Fuel Oil No. 4,0.09,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_225,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Ethane,0.068,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_226,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Ethane,59.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_227,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Ethane,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_228,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Ethane,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_229,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Ethane,4.05,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_230,Fuels,,Petroleum Products,gallon,gallon,g CH4,Ethane,0.2,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_231,Fuels,,Petroleum Products,gallon,gallon,g N2O,Ethane,0.04,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_232,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Ethylene,0.058,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_233,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Ethylene,65.96,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_234,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Ethylene,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_235,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Ethylene,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_236,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Ethylene,3.83,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_237,Fuels,,Petroleum Products,gallon,gallon,g CH4,Ethylene,0.17,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_238,Fuels,,Petroleum Products,gallon,gallon,g N2O,Ethylene,0.03,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_239,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Heavy Gas Oils,0.148,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_240,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Heavy Gas Oils,74.92,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_241,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Heavy Gas Oils,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_242,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Heavy Gas Oils,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_243,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Heavy Gas Oils,11.09,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_244,Fuels,,Petroleum Products,gallon,gallon,g CH4,Heavy Gas Oils,0.44,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_245,Fuels,,Petroleum Products,gallon,gallon,g N2O,Heavy Gas Oils,0.09,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_246,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Isobutane,0.099,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_247,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Isobutane,64.94,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_248,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Isobutane,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_249,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Isobutane,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_250,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Isobutane,6.43,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_251,Fuels,,Petroleum Products,gallon,gallon,g CH4,Isobutane,0.3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_252,Fuels,,Petroleum Products,gallon,gallon,g N2O,Isobutane,0.06,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_253,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Isobutylene,0.103,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_254,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Isobutylene,68.86,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_255,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Isobutylene,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_256,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Isobutylene,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_257,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Isobutylene,7.09,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_258,Fuels,,Petroleum Products,gallon,gallon,g CH4,Isobutylene,0.31,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_259,Fuels,,Petroleum Products,gallon,gallon,g N2O,Isobutylene,0.06,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_260,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Kerosene,0.135,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_261,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Kerosene,75.2,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_262,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Kerosene,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_263,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Kerosene,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_264,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Kerosene,10.15,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_265,Fuels,,Petroleum Products,gallon,gallon,g CH4,Kerosene,0.41,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_266,Fuels,,Petroleum Products,gallon,gallon,g N2O,Kerosene,0.08,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_267,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Kerosene-Type Jet Fuel,0.135,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_268,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Kerosene-Type Jet Fuel,72.22,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_269,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Kerosene-Type Jet Fuel,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_270,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Kerosene-Type Jet Fuel,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_271,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Kerosene-Type Jet Fuel,9.75,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_272,Fuels,,Petroleum Products,gallon,gallon,g CH4,Kerosene-Type Jet Fuel,0.41,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_273,Fuels,,Petroleum Products,gallon,gallon,g N2O,Kerosene-Type Jet Fuel,0.08,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_274,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Liquefied Petroleum Gases (LPG),0.092,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_275,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Liquefied Petroleum Gases (LPG),61.71,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_276,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Liquefied Petroleum Gases (LPG),3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_277,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Liquefied Petroleum Gases (LPG),0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_278,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Liquefied Petroleum Gases (LPG),5.68,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_279,Fuels,,Petroleum Products,gallon,gallon,g CH4,Liquefied Petroleum Gases (LPG),0.28,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_280,Fuels,,Petroleum Products,gallon,gallon,g N2O,Liquefied Petroleum Gases (LPG),0.06,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_281,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Lubricants,0.144,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_282,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Lubricants,74.27,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_283,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Lubricants,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_284,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Lubricants,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_285,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Lubricants,10.69,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_286,Fuels,,Petroleum Products,gallon,gallon,g CH4,Lubricants,0.43,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_287,Fuels,,Petroleum Products,gallon,gallon,g N2O,Lubricants,0.09,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_288,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Motor Gasoline,0.125,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_289,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Motor Gasoline,70.22,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_290,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Motor Gasoline,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_291,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Motor Gasoline,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_292,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Motor Gasoline,8.78,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_293,Fuels,,Petroleum Products,gallon,gallon,g CH4,Motor Gasoline,0.38,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_294,Fuels,,Petroleum Products,gallon,gallon,g N2O,Motor Gasoline,0.08,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_295,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Naphtha (<401 deg F),0.125,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_296,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Naphtha (<401 deg F),68.02,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_297,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Naphtha (<401 deg F),3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_298,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Naphtha (<401 deg F),0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_299,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Naphtha (<401 deg F),8.5,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_300,Fuels,,Petroleum Products,gallon,gallon,g CH4,Naphtha (<401 deg F),0.38,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_301,Fuels,,Petroleum Products,gallon,gallon,g N2O,Naphtha (<401 deg F),0.08,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_302,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Natural Gasoline,0.11,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_303,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Natural Gasoline,66.88,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_304,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Natural Gasoline,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_305,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Natural Gasoline,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_306,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Natural Gasoline,7.36,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_307,Fuels,,Petroleum Products,gallon,gallon,g CH4,Natural Gasoline,0.33,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_308,Fuels,,Petroleum Products,gallon,gallon,g N2O,Natural Gasoline,0.07,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_309,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Other Oil (>401 deg F),0.139,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_310,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Other Oil (>401 deg F),76.22,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_311,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Other Oil (>401 deg F),3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_312,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Other Oil (>401 deg F),0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_313,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Other Oil (>401 deg F),10.59,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_314,Fuels,,Petroleum Products,gallon,gallon,g CH4,Other Oil (>401 deg F),0.42,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_315,Fuels,,Petroleum Products,gallon,gallon,g N2O,Other Oil (>401 deg F),0.08,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_316,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Pentanes Plus,0.11,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_317,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Pentanes Plus,70.02,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_318,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Pentanes Plus,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_319,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Pentanes Plus,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_320,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Pentanes Plus,7.7,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_321,Fuels,,Petroleum Products,gallon,gallon,g CH4,Pentanes Plus,0.33,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_322,Fuels,,Petroleum Products,gallon,gallon,g N2O,Pentanes Plus,0.07,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_323,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Petrochemical Feedstocks,0.125,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_324,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Petrochemical Feedstocks,71.02,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_325,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Petrochemical Feedstocks,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_326,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Petrochemical Feedstocks,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_327,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Petrochemical Feedstocks,8.88,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_328,Fuels,,Petroleum Products,gallon,gallon,g CH4,Petrochemical Feedstocks,0.38,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_329,Fuels,,Petroleum Products,gallon,gallon,g N2O,Petrochemical Feedstocks,0.08,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_330,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Petroleum Coke,0.143,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_331,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Petroleum Coke,102.41,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_332,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Petroleum Coke,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_333,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Petroleum Coke,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_334,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Petroleum Coke,14.64,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_335,Fuels,,Petroleum Products,gallon,gallon,g CH4,Petroleum Coke,0.43,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_336,Fuels,,Petroleum Products,gallon,gallon,g N2O,Petroleum Coke,0.09,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_337,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Propane,0.091,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_338,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Propane,62.87,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_339,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Propane,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_340,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Propane,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_341,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Propane,5.72,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_342,Fuels,,Petroleum Products,gallon,gallon,g CH4,Propane,0.27,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_343,Fuels,,Petroleum Products,gallon,gallon,g N2O,Propane,0.05,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_344,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Propylene,0.091,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_345,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Propylene,65.95,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_346,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Propylene,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_347,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Propylene,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_348,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Propylene,6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_349,Fuels,,Petroleum Products,gallon,gallon,g CH4,Propylene,0.27,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_350,Fuels,,Petroleum Products,gallon,gallon,g N2O,Propylene,0.05,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_351,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Residual Fuel Oil No. 5,0.14,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_352,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Residual Fuel Oil No. 5,72.93,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_353,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Residual Fuel Oil No. 5,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_354,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Residual Fuel Oil No. 5,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_355,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Residual Fuel Oil No. 5,10.21,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_356,Fuels,,Petroleum Products,gallon,gallon,g CH4,Residual Fuel Oil No. 5,0.42,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_357,Fuels,,Petroleum Products,gallon,gallon,g N2O,Residual Fuel Oil No. 5,0.08,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_358,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Residual Fuel Oil No. 6,0.15,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_359,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Residual Fuel Oil No. 6,75.1,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_360,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Residual Fuel Oil No. 6,3,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_361,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Residual Fuel Oil No. 6,0.6,2014-01-01 00:00:00,2014-12-31 23:59:59
2014_362,Fuels,,Petroleum Products,gallon,gallon,kg CO2,Residual Fuel Oil No. 6,11.27,2014-01-01 00:00:00,2014-12-31 23:59:59
