id,Level 1,Level 2,Fuel Type,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2021,valid_from,valid_to
2021_61,Fuels,Solid,Coal & Coke,short ton,short ton,kg CO2,Coal Coke,2819,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_62,Fuels,Solid,Coal & Coke,short ton,short ton,g CH4,Coal Coke,273,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_63,Fuels,Solid,Coal & Coke,short ton,short ton,g N2O,Coal Coke,40,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_64,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Municipal Solid Waste,9.95,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_65,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Municipal Solid Waste,90.7,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_66,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Municipal Solid Waste,32,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_67,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Municipal Solid Waste,4.2,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_68,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Municipal Solid Waste,902,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_69,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Municipal Solid Waste,318,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_70,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Municipal Solid Waste,42,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_71,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Petroleum Coke (Solid),30,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_72,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Petroleum Coke (Solid),102.41,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_73,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Petroleum Coke (Solid),32,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_74,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Petroleum Coke (Solid),4.2,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_75,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Petroleum Coke (Solid),3072,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_76,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Petroleum Coke (Solid),960,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_77,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Petroleum Coke (Solid),126,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_78,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Plastics,38,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_79,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Plastics,75,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_80,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Plastics,32,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_81,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Plastics,4.2,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_82,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Plastics,2850,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_83,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Plastics,1216,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_84,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Plastics,160,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_85,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,mmbtu,Tires,28,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_86,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,kg CO2,Tires,85.97,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_87,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g CH4,Tires,32,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_88,Fuels,Solid,Fossil Fuel-derived Fuels,mmbtu,mmbtu,g N2O,Tires,4.2,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_89,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,kg CO2,Tires,2407,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_90,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g CH4,Tires,896,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_91,Fuels,Solid,Fossil Fuel-derived Fuels,short ton,short ton,g N2O,Tires,118,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_92,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Agricultural Byproducts,8.25,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_93,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Agricultural Byproducts,118.17,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_94,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Agricultural Byproducts,32,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_95,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Agricultural Byproducts,4.2,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_96,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Agricultural Byproducts,975,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_97,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Agricultural Byproducts,264,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_98,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Agricultural Byproducts,35,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_99,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Peat,8,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_100,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Peat,111.84,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_101,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Peat,32,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_102,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Peat,4.2,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_103,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Peat,895,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_104,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Peat,256,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_105,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Peat,34,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_106,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Solid Byproducts,10.39,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_107,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Solid Byproducts,105.51,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_108,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Solid Byproducts,32,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_109,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Solid Byproducts,4.2,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_110,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Solid Byproducts,1096,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_111,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Solid Byproducts,332,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_112,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Solid Byproducts,44,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_113,Fuels,Solid,Biomass Fuels,short ton,short ton,mmbtu,Wood and Wood Residuals,17.48,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_114,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,kg CO2,Wood and Wood Residuals,93.8,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_115,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g CH4,Wood and Wood Residuals,7.2,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_116,Fuels,Solid,Biomass Fuels,mmbtu,mmbtu,g N2O,Wood and Wood Residuals,3.6,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_117,Fuels,Solid,Biomass Fuels,short ton,short ton,kg CO2,Wood and Wood Residuals,1640,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_118,Fuels,Solid,Biomass Fuels,short ton,short ton,g CH4,Wood and Wood Residuals,126,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_119,Fuels,Solid,Biomass Fuels,short ton,short ton,g N2O,Wood and Wood Residuals,63,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_120,Fuels,Gaseous,Natural Gas,scf,scf,mmbtu,Natural Gas,0.001026,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_121,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,kg CO2,Natural Gas,53.06,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_122,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,g CH4,Natural Gas,1,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_123,Fuels,Gaseous,Natural Gas,mmbtu,mmbtu,g N2O,Natural Gas,0.1,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_124,Fuels,Gaseous,Natural Gas,scf,scf,kg CO2,Natural Gas,0.05444,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_125,Fuels,Gaseous,Natural Gas,scf,scf,g CH4,Natural Gas,0.00103,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_126,Fuels,Gaseous,Natural Gas,scf,scf,g N2O,Natural Gas,0.0001,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_127,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Blast Furnace Gas,0.000092,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_128,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Blast Furnace Gas,274.32,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_129,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Blast Furnace Gas,0.022,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_130,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Blast Furnace Gas,0.1,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_131,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Blast Furnace Gas,0.02524,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_132,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Blast Furnace Gas,0.000002,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_133,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Blast Furnace Gas,0.000009,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_134,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Coke Oven Gas,0.000599,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_135,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Coke Oven Gas,46.85,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_136,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Coke Oven Gas,0.48,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_137,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Coke Oven Gas,0.1,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_138,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Coke Oven Gas,0.02806,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_139,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Coke Oven Gas,0.000288,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_140,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Coke Oven Gas,0.00006,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_141,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Fuel Gas,0.001388,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_142,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Fuel Gas,59,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_143,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Fuel Gas,3,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_144,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Fuel Gas,0.6,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_145,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Fuel Gas,0.08189,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_146,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Fuel Gas,0.004164,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_147,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Fuel Gas,0.000833,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_148,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,mmbtu,Propane Gas,0.002516,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_149,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,kg CO2,Propane Gas,61.46,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_150,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g CH4,Propane Gas,3,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_151,Fuels,Gaseous,Fossil-derived Fuels,mmbtu,mmbtu,g N2O,Propane Gas,0.6,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_152,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,kg CO2,Propane Gas,0.15463,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_153,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g CH4,Propane Gas,0.007548,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_154,Fuels,Gaseous,Fossil-derived Fuels,scf,scf,g N2O,Propane Gas,0.00151,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_155,Fuels,Gaseous,Biomass Fuels,scf,scf,mmbtu,Landfill Gas,0.000485,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_156,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,kg CO2,Landfill Gas,52.07,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_157,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g CH4,Landfill Gas,3.2,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_158,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g N2O,Landfill Gas,0.63,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_159,Fuels,Gaseous,Biomass Fuels,scf,scf,kg CO2,Landfill Gas,0.025254,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_160,Fuels,Gaseous,Biomass Fuels,scf,scf,g CH4,Landfill Gas,0.001552,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_161,Fuels,Gaseous,Biomass Fuels,scf,scf,g N2O,Landfill Gas,0.000306,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_162,Fuels,Gaseous,Biomass Fuels,scf,scf,mmbtu,Other Biomass Gases,0.000655,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_163,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,kg CO2,Other Biomass Gases,52.07,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_164,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g CH4,Other Biomass Gases,3.2,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_165,Fuels,Gaseous,Biomass Fuels,mmbtu,mmbtu,g N2O,Other Biomass Gases,0.63,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_166,Fuels,Gaseous,Biomass Fuels,scf,scf,kg CO2,Other Biomass Gases,0.034106,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_167,Fuels,Gaseous,Biomass Fuels,scf,scf,g CH4,Other Biomass Gases,0.002096,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_168,Fuels,Gaseous,Biomass Fuels,scf,scf,g N2O,Other Biomass Gases,0.000413,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_169,,,Petroleum Products,gallon,gallon,mmbtu,Asphalt and Road Oil,0.158,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_170,,,Petroleum Products,mmbtu,mmbtu,kg CO2,Asphalt and Road Oil,75.36,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_171,,,Petroleum Products,mmbtu,mmbtu,g CH4,Asphalt and Road Oil,3,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_172,,,Petroleum Products,mmbtu,mmbtu,g N2O,Asphalt and Road Oil,0.6,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_173,,,Petroleum Products,gallon,gallon,kg CO2,Asphalt and Road Oil,11.91,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_174,,,Petroleum Products,gallon,gallon,g CH4,Asphalt and Road Oil,0.47,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_175,,,Petroleum Products,gallon,gallon,g N2O,Asphalt and Road Oil,0.09,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_176,Fuels,,Petroleum Products,gallon,gallon,mmbtu,Aviation Gasoline,0.12,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_177,Fuels,,Petroleum Products,mmbtu,mmbtu,kg CO2,Aviation Gasoline,69.25,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_178,Fuels,,Petroleum Products,mmbtu,mmbtu,g CH4,Aviation Gasoline,3,2021-01-01 00:00:00,2021-12-31 23:59:59
2021_179,Fuels,,Petroleum Products,mmbtu,mmbtu,g N2O,Aviation Gasoline,0.6,2021-01-01 00:00:00,2021-12-31 23:59:59
