id,Scope,Level 1,Level 2,Level 3,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2021,valid_from,valid_to
145,Scope1,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Burning oil kWh (Gross CV),0.00059,2021-01-01 00:00:00,2021-12-31 23:59:59
146,Scope1,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Burning oil kWh (Gross CV),0.24557,2021-01-01 00:00:00,2021-12-31 23:59:59
147,Scope1,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Burning oil kWh (Gross CV),0.00061,2021-01-01 00:00:00,2021-12-31 23:59:59
148,Scope1,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Burning oil kWh (Net CV),0.25975,2021-01-01 00:00:00,2021-12-31 23:59:59
149,Scope1,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Burning oil kWh (Net CV),0.00062,2021-01-01 00:00:00,2021-12-31 23:59:59
150,Scope1,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Burning oil kWh (Net CV),0.25849,2021-01-01 00:00:00,2021-12-31 23:59:59
151,Scope1,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Burning oil kWh (Net CV),0.00064,2021-01-01 00:00:00,2021-12-31 23:59:59
152,Scope1,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg CO2e,Burning oil litres,2.54014,2021-01-01 00:00:00,2021-12-31 23:59:59
153,Scope1,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg CH4,Burning oil litres,0.00602,2021-01-01 00:00:00,2021-12-31 23:59:59
154,Scope1,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg CO2,Burning oil litres,2.52782,2021-01-01 00:00:00,2021-12-31 23:59:59
155,Scope1,Fuels,Liquid fuels,Burning oil,Volume,litres,litres,kg N2O,Burning oil litres,0.00629,2021-01-01 00:00:00,2021-12-31 23:59:59
156,Scope1,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg CO2e,Burning oil tonnes,3165.01,2021-01-01 00:00:00,2021-12-31 23:59:59
157,Scope1,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg CH4,Burning oil tonnes,7.5,2021-01-01 00:00:00,2021-12-31 23:59:59
158,Scope1,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg CO2,Burning oil tonnes,3149.67,2021-01-01 00:00:00,2021-12-31 23:59:59
159,Scope1,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,tonnes,kg N2O,Burning oil tonnes,7.84,2021-01-01 00:00:00,2021-12-31 23:59:59
160,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Diesel (average biofuel blend) kWh (Gross CV),0.23686,2021-01-01 00:00:00,2021-12-31 23:59:59
161,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Diesel (average biofuel blend) kWh (Gross CV),0.00002,2021-01-01 00:00:00,2021-12-31 23:59:59
162,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Diesel (average biofuel blend) kWh (Gross CV),0.23335,2021-01-01 00:00:00,2021-12-31 23:59:59
163,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Diesel (average biofuel blend) kWh (Gross CV),0.00349,2021-01-01 00:00:00,2021-12-31 23:59:59
164,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Diesel (average biofuel blend) kWh (Net CV),0.25165,2021-01-01 00:00:00,2021-12-31 23:59:59
165,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CH4,Diesel (average biofuel blend) kWh (Net CV),0.00003,2021-01-01 00:00:00,2021-12-31 23:59:59
166,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CO2,Diesel (average biofuel blend) kWh (Net CV),0.24792,2021-01-01 00:00:00,2021-12-31 23:59:59
167,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg N2O,Diesel (average biofuel blend) kWh (Net CV),0.00371,2021-01-01 00:00:00,2021-12-31 23:59:59
168,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg CO2e,Diesel (average biofuel blend) litres,2.51233,2021-01-01 00:00:00,2021-12-31 23:59:59
169,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg CH4,Diesel (average biofuel blend) litres,0.00026,2021-01-01 00:00:00,2021-12-31 23:59:59
170,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg CO2,Diesel (average biofuel blend) litres,2.47507,2021-01-01 00:00:00,2021-12-31 23:59:59
171,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,litres,kg N2O,Diesel (average biofuel blend) litres,0.037,2021-01-01 00:00:00,2021-12-31 23:59:59
172,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg CO2e,Diesel (average biofuel blend) tonnes,2969.07,2021-01-01 00:00:00,2021-12-31 23:59:59
173,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg CH4,Diesel (average biofuel blend) tonnes,0.31,2021-01-01 00:00:00,2021-12-31 23:59:59
174,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg CO2,Diesel (average biofuel blend) tonnes,2925.03,2021-01-01 00:00:00,2021-12-31 23:59:59
175,Scope1,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,tonnes,kg N2O,Diesel (average biofuel blend) tonnes,43.73,2021-01-01 00:00:00,2021-12-31 23:59:59
176,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Diesel (100% mineral diesel) kWh (Gross CV),0.25338,2021-01-01 00:00:00,2021-12-31 23:59:59
177,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Diesel (100% mineral diesel) kWh (Gross CV),0.00002,2021-01-01 00:00:00,2021-12-31 23:59:59
178,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Diesel (100% mineral diesel) kWh (Gross CV),0.24987,2021-01-01 00:00:00,2021-12-31 23:59:59
179,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Diesel (100% mineral diesel) kWh (Gross CV),0.00348,2021-01-01 00:00:00,2021-12-31 23:59:59
180,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Diesel (100% mineral diesel) kWh (Net CV),0.26955,2021-01-01 00:00:00,2021-12-31 23:59:59
181,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh,kWh (Net CV),kg CH4,Diesel (100% mineral diesel) kWh (Net CV),0.00003,2021-01-01 00:00:00,2021-12-31 23:59:59
182,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh,kWh (Net CV),kg CO2,Diesel (100% mineral diesel) kWh (Net CV),0.26582,2021-01-01 00:00:00,2021-12-31 23:59:59
183,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh,kWh (Net CV),kg N2O,Diesel (100% mineral diesel) kWh (Net CV),0.00371,2021-01-01 00:00:00,2021-12-31 23:59:59
184,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Volume,litres,litres,kg CO2e,Diesel (100% mineral diesel) litres,2.70553,2021-01-01 00:00:00,2021-12-31 23:59:59
185,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Volume,litres,litres,kg CH4,Diesel (100% mineral diesel) litres,0.00026,2021-01-01 00:00:00,2021-12-31 23:59:59
186,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Volume,litres,litres,kg CO2,Diesel (100% mineral diesel) litres,2.66807,2021-01-01 00:00:00,2021-12-31 23:59:59
187,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Volume,litres,litres,kg N2O,Diesel (100% mineral diesel) litres,0.0372,2021-01-01 00:00:00,2021-12-31 23:59:59
188,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Tonnes,tonnes,tonnes,kg CO2e,Diesel (100% mineral diesel) tonnes,3208.76,2021-01-01 00:00:00,2021-12-31 23:59:59
189,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Tonnes,tonnes,tonnes,kg CH4,Diesel (100% mineral diesel) tonnes,0.31,2021-01-01 00:00:00,2021-12-31 23:59:59
190,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Tonnes,tonnes,tonnes,kg CO2,Diesel (100% mineral diesel) tonnes,3164.33,2021-01-01 00:00:00,2021-12-31 23:59:59
191,Scope1,Fuels,Liquid fuels,Diesel (100% mineral diesel),Tonnes,tonnes,tonnes,kg N2O,Diesel (100% mineral diesel) tonnes,44.12,2021-01-01 00:00:00,2021-12-31 23:59:59
192,Scope1,Fuels,Liquid fuels,Fuel oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Fuel oil kWh (Gross CV),0.26815,2021-01-01 00:00:00,2021-12-31 23:59:59
193,Scope1,Fuels,Liquid fuels,Fuel oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Fuel oil kWh (Gross CV),0.0004,2021-01-01 00:00:00,2021-12-31 23:59:59
194,Scope1,Fuels,Liquid fuels,Fuel oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Fuel oil kWh (Gross CV),0.26709,2021-01-01 00:00:00,2021-12-31 23:59:59
195,Scope1,Fuels,Liquid fuels,Fuel oil,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Fuel oil kWh (Gross CV),0.00067,2021-01-01 00:00:00,2021-12-31 23:59:59
196,Scope1,Fuels,Liquid fuels,Fuel oil,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Fuel oil kWh (Net CV),0.28527,2021-01-01 00:00:00,2021-12-31 23:59:59
197,Scope1,Fuels,Liquid fuels,Fuel oil,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Fuel oil kWh (Net CV),0.00042,2021-01-01 00:00:00,2021-12-31 23:59:59
198,Scope1,Fuels,Liquid fuels,Fuel oil,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Fuel oil kWh (Net CV),0.28413,2021-01-01 00:00:00,2021-12-31 23:59:59
199,Scope1,Fuels,Liquid fuels,Fuel oil,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Fuel oil kWh (Net CV),0.00071,2021-01-01 00:00:00,2021-12-31 23:59:59
200,Scope1,Fuels,Liquid fuels,Fuel oil,Volume,litres,litres,kg CO2e,Fuel oil litres,3.17522,2021-01-01 00:00:00,2021-12-31 23:59:59
201,Scope1,Fuels,Liquid fuels,Fuel oil,Volume,litres,litres,kg CH4,Fuel oil litres,0.00473,2021-01-01 00:00:00,2021-12-31 23:59:59
202,Scope1,Fuels,Liquid fuels,Fuel oil,Volume,litres,litres,kg CO2,Fuel oil litres,3.16262,2021-01-01 00:00:00,2021-12-31 23:59:59
203,Scope1,Fuels,Liquid fuels,Fuel oil,Volume,litres,litres,kg N2O,Fuel oil litres,0.00788,2021-01-01 00:00:00,2021-12-31 23:59:59
204,Scope1,Fuels,Liquid fuels,Fuel oil,Tonnes,tonnes,tonnes,kg CO2e,Fuel oil tonnes,3229.2,2021-01-01 00:00:00,2021-12-31 23:59:59
205,Scope1,Fuels,Liquid fuels,Fuel oil,Tonnes,tonnes,tonnes,kg CH4,Fuel oil tonnes,4.81,2021-01-01 00:00:00,2021-12-31 23:59:59
206,Scope1,Fuels,Liquid fuels,Fuel oil,Tonnes,tonnes,tonnes,kg CO2,Fuel oil tonnes,3216.38,2021-01-01 00:00:00,2021-12-31 23:59:59
207,Scope1,Fuels,Liquid fuels,Fuel oil,Tonnes,tonnes,tonnes,kg N2O,Fuel oil tonnes,8.01,2021-01-01 00:00:00,2021-12-31 23:59:59
208,Scope1,Fuels,Liquid fuels,Gas oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Gas oil kWh (Gross CV),0.25679,2021-01-01 00:00:00,2021-12-31 23:59:59
209,Scope1,Fuels,Liquid fuels,Gas oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Gas oil kWh (Gross CV),0.00026,2021-01-01 00:00:00,2021-12-31 23:59:59
210,Scope1,Fuels,Liquid fuels,Gas oil,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Gas oil kWh (Gross CV),0.25359,2021-01-01 00:00:00,2021-12-31 23:59:59
211,Scope1,Fuels,Liquid fuels,Gas oil,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Gas oil kWh (Gross CV),0.00294,2021-01-01 00:00:00,2021-12-31 23:59:59
212,Scope1,Fuels,Liquid fuels,Gas oil,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Gas oil kWh (Net CV),0.27318,2021-01-01 00:00:00,2021-12-31 23:59:59
213,Scope1,Fuels,Liquid fuels,Gas oil,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Gas oil kWh (Net CV),0.00028,2021-01-01 00:00:00,2021-12-31 23:59:59
214,Scope1,Fuels,Liquid fuels,Gas oil,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Gas oil kWh (Net CV),0.26978,2021-01-01 00:00:00,2021-12-31 23:59:59
215,Scope1,Fuels,Liquid fuels,Gas oil,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Gas oil kWh (Net CV),0.00313,2021-01-01 00:00:00,2021-12-31 23:59:59
216,Scope1,Fuels,Liquid fuels,Gas oil,Volume,litres,litres,kg CO2e,Gas oil litres,2.75857,2021-01-01 00:00:00,2021-12-31 23:59:59
217,Scope1,Fuels,Liquid fuels,Gas oil,Volume,litres,litres,kg CH4,Gas oil litres,0.00281,2021-01-01 00:00:00,2021-12-31 23:59:59
218,Scope1,Fuels,Liquid fuels,Gas oil,Volume,litres,litres,kg CO2,Gas oil litres,2.72417,2021-01-01 00:00:00,2021-12-31 23:59:59
219,Scope1,Fuels,Liquid fuels,Gas oil,Volume,litres,litres,kg N2O,Gas oil litres,0.03159,2021-01-01 00:00:00,2021-12-31 23:59:59
220,Scope1,Fuels,Liquid fuels,Gas oil,Tonnes,tonnes,tonnes,kg CO2e,Gas oil tonnes,3230.28,2021-01-01 00:00:00,2021-12-31 23:59:59
221,Scope1,Fuels,Liquid fuels,Gas oil,Tonnes,tonnes,tonnes,kg CH4,Gas oil tonnes,3.29,2021-01-01 00:00:00,2021-12-31 23:59:59
222,Scope1,Fuels,Liquid fuels,Gas oil,Tonnes,tonnes,tonnes,kg CO2,Gas oil tonnes,3190,2021-01-01 00:00:00,2021-12-31 23:59:59
223,Scope1,Fuels,Liquid fuels,Gas oil,Tonnes,tonnes,tonnes,kg N2O,Gas oil tonnes,36.99,2021-01-01 00:00:00,2021-12-31 23:59:59
224,Scope1,Fuels,Liquid fuels,Lubricants,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Lubricants kWh (Gross CV),0.26418,2021-01-01 00:00:00,2021-12-31 23:59:59
225,Scope1,Fuels,Liquid fuels,Lubricants,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Lubricants kWh (Gross CV),0.00025,2021-01-01 00:00:00,2021-12-31 23:59:59
226,Scope1,Fuels,Liquid fuels,Lubricants,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Lubricants kWh (Gross CV),0.26332,2021-01-01 00:00:00,2021-12-31 23:59:59
227,Scope1,Fuels,Liquid fuels,Lubricants,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Lubricants kWh (Gross CV),0.00061,2021-01-01 00:00:00,2021-12-31 23:59:59
228,Scope1,Fuels,Liquid fuels,Lubricants,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Lubricants kWh (Net CV),0.28105,2021-01-01 00:00:00,2021-12-31 23:59:59
229,Scope1,Fuels,Liquid fuels,Lubricants,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Lubricants kWh (Net CV),0.00027,2021-01-01 00:00:00,2021-12-31 23:59:59
230,Scope1,Fuels,Liquid fuels,Lubricants,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Lubricants kWh (Net CV),0.28013,2021-01-01 00:00:00,2021-12-31 23:59:59
231,Scope1,Fuels,Liquid fuels,Lubricants,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Lubricants kWh (Net CV),0.00064,2021-01-01 00:00:00,2021-12-31 23:59:59
232,Scope1,Fuels,Liquid fuels,Lubricants,Volume,litres,litres,kg CO2e,Lubricants litres,2.74972,2021-01-01 00:00:00,2021-12-31 23:59:59
233,Scope1,Fuels,Liquid fuels,Lubricants,Volume,litres,litres,kg CH4,Lubricants litres,0.00264,2021-01-01 00:00:00,2021-12-31 23:59:59
234,Scope1,Fuels,Liquid fuels,Lubricants,Volume,litres,litres,kg CO2,Lubricants litres,2.74078,2021-01-01 00:00:00,2021-12-31 23:59:59
235,Scope1,Fuels,Liquid fuels,Lubricants,Volume,litres,litres,kg N2O,Lubricants litres,0.0063,2021-01-01 00:00:00,2021-12-31 23:59:59
236,Scope1,Fuels,Liquid fuels,Lubricants,Tonnes,tonnes,tonnes,kg CO2e,Lubricants tonnes,3181.43,2021-01-01 00:00:00,2021-12-31 23:59:59
237,Scope1,Fuels,Liquid fuels,Lubricants,Tonnes,tonnes,tonnes,kg CH4,Lubricants tonnes,3.06,2021-01-01 00:00:00,2021-12-31 23:59:59
238,Scope1,Fuels,Liquid fuels,Lubricants,Tonnes,tonnes,tonnes,kg CO2,Lubricants tonnes,3171.09,2021-01-01 00:00:00,2021-12-31 23:59:59
239,Scope1,Fuels,Liquid fuels,Lubricants,Tonnes,tonnes,tonnes,kg N2O,Lubricants tonnes,7.29,2021-01-01 00:00:00,2021-12-31 23:59:59
240,Scope1,Fuels,Liquid fuels,Naphtha,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Naphtha kWh (Gross CV),0.23651,2021-01-01 00:00:00,2021-12-31 23:59:59
241,Scope1,Fuels,Liquid fuels,Naphtha,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Naphtha kWh (Gross CV),0.00026,2021-01-01 00:00:00,2021-12-31 23:59:59
242,Scope1,Fuels,Liquid fuels,Naphtha,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Naphtha kWh (Gross CV),0.23564,2021-01-01 00:00:00,2021-12-31 23:59:59
243,Scope1,Fuels,Liquid fuels,Naphtha,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Naphtha kWh (Gross CV),0.00061,2021-01-01 00:00:00,2021-12-31 23:59:59
244,Scope1,Fuels,Liquid fuels,Naphtha,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Naphtha kWh (Net CV),0.24895,2021-01-01 00:00:00,2021-12-31 23:59:59
245,Scope1,Fuels,Liquid fuels,Naphtha,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Naphtha kWh (Net CV),0.00027,2021-01-01 00:00:00,2021-12-31 23:59:59
246,Scope1,Fuels,Liquid fuels,Naphtha,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Naphtha kWh (Net CV),0.24804,2021-01-01 00:00:00,2021-12-31 23:59:59
247,Scope1,Fuels,Liquid fuels,Naphtha,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Naphtha kWh (Net CV),0.00064,2021-01-01 00:00:00,2021-12-31 23:59:59
248,Scope1,Fuels,Liquid fuels,Naphtha,Volume,litres,litres,kg CO2e,Naphtha litres,2.11926,2021-01-01 00:00:00,2021-12-31 23:59:59
249,Scope1,Fuels,Liquid fuels,Naphtha,Volume,litres,litres,kg CH4,Naphtha litres,0.0023,2021-01-01 00:00:00,2021-12-31 23:59:59
250,Scope1,Fuels,Liquid fuels,Naphtha,Volume,litres,litres,kg CO2,Naphtha litres,2.11149,2021-01-01 00:00:00,2021-12-31 23:59:59
251,Scope1,Fuels,Liquid fuels,Naphtha,Volume,litres,litres,kg N2O,Naphtha litres,0.00548,2021-01-01 00:00:00,2021-12-31 23:59:59
252,Scope1,Fuels,Liquid fuels,Naphtha,Tonnes,tonnes,tonnes,kg CO2e,Naphtha tonnes,3142.87,2021-01-01 00:00:00,2021-12-31 23:59:59
253,Scope1,Fuels,Liquid fuels,Naphtha,Tonnes,tonnes,tonnes,kg CH4,Naphtha tonnes,3.41,2021-01-01 00:00:00,2021-12-31 23:59:59
254,Scope1,Fuels,Liquid fuels,Naphtha,Tonnes,tonnes,tonnes,kg CO2,Naphtha tonnes,3131.33,2021-01-01 00:00:00,2021-12-31 23:59:59
255,Scope1,Fuels,Liquid fuels,Naphtha,Tonnes,tonnes,tonnes,kg N2O,Naphtha tonnes,8.13,2021-01-01 00:00:00,2021-12-31 23:59:59
256,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Petrol (average biofuel blend) kWh (Gross CV),0.2298,2021-01-01 00:00:00,2021-12-31 23:59:59
257,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Petrol (average biofuel blend) kWh (Gross CV),0.00075,2021-01-01 00:00:00,2021-12-31 23:59:59
258,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Petrol (average biofuel blend) kWh (Gross CV),0.22836,2021-01-01 00:00:00,2021-12-31 23:59:59
259,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Petrol (average biofuel blend) kWh (Gross CV),0.00069,2021-01-01 00:00:00,2021-12-31 23:59:59
260,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Petrol (average biofuel blend) kWh (Net CV),0.24227,2021-01-01 00:00:00,2021-12-31 23:59:59
261,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CH4,Petrol (average biofuel blend) kWh (Net CV),0.0008,2021-01-01 00:00:00,2021-12-31 23:59:59
262,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg CO2,Petrol (average biofuel blend) kWh (Net CV),0.24075,2021-01-01 00:00:00,2021-12-31 23:59:59
263,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Energy - Net CV,kWh,kWh (Net CV),kg N2O,Petrol (average biofuel blend) kWh (Net CV),0.00073,2021-01-01 00:00:00,2021-12-31 23:59:59
264,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Volume,litres,litres,kg CO2e,Petrol (average biofuel blend) litres,2.19352,2021-01-01 00:00:00,2021-12-31 23:59:59
265,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Volume,litres,litres,kg CH4,Petrol (average biofuel blend) litres,0.0072,2021-01-01 00:00:00,2021-12-31 23:59:59
266,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Volume,litres,litres,kg CO2,Petrol (average biofuel blend) litres,2.17972,2021-01-01 00:00:00,2021-12-31 23:59:59
267,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Volume,litres,litres,kg N2O,Petrol (average biofuel blend) litres,0.0066,2021-01-01 00:00:00,2021-12-31 23:59:59
268,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Tonnes,tonnes,tonnes,kg CO2e,Petrol (average biofuel blend) tonnes,2947.62,2021-01-01 00:00:00,2021-12-31 23:59:59
269,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Tonnes,tonnes,tonnes,kg CH4,Petrol (average biofuel blend) tonnes,9.68,2021-01-01 00:00:00,2021-12-31 23:59:59
270,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Tonnes,tonnes,tonnes,kg CO2,Petrol (average biofuel blend) tonnes,2929.08,2021-01-01 00:00:00,2021-12-31 23:59:59
271,Scope1,Fuels,Liquid fuels,Petrol (average biofuel blend),Tonnes,tonnes,tonnes,kg N2O,Petrol (average biofuel blend) tonnes,8.87,2021-01-01 00:00:00,2021-12-31 23:59:59
272,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Petrol (100% mineral petrol) kWh (Gross CV),0.24158,2021-01-01 00:00:00,2021-12-31 23:59:59
273,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Petrol (100% mineral petrol) kWh (Gross CV),0.00076,2021-01-01 00:00:00,2021-12-31 23:59:59
274,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Petrol (100% mineral petrol) kWh (Gross CV),0.24013,2021-01-01 00:00:00,2021-12-31 23:59:59
275,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Petrol (100% mineral petrol) kWh (Gross CV),0.00069,2021-01-01 00:00:00,2021-12-31 23:59:59
276,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Petrol (100% mineral petrol) kWh (Net CV),0.2543,2021-01-01 00:00:00,2021-12-31 23:59:59
277,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Energy - Net CV,kWh,kWh (Net CV),kg CH4,Petrol (100% mineral petrol) kWh (Net CV),0.0008,2021-01-01 00:00:00,2021-12-31 23:59:59
278,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Energy - Net CV,kWh,kWh (Net CV),kg CO2,Petrol (100% mineral petrol) kWh (Net CV),0.25277,2021-01-01 00:00:00,2021-12-31 23:59:59
279,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Energy - Net CV,kWh,kWh (Net CV),kg N2O,Petrol (100% mineral petrol) kWh (Net CV),0.00073,2021-01-01 00:00:00,2021-12-31 23:59:59
280,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Volume,litres,litres,kg CO2e,Petrol (100% mineral petrol) litres,2.33969,2021-01-01 00:00:00,2021-12-31 23:59:59
281,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Volume,litres,litres,kg CH4,Petrol (100% mineral petrol) litres,0.00732,2021-01-01 00:00:00,2021-12-31 23:59:59
282,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Volume,litres,litres,kg CO2,Petrol (100% mineral petrol) litres,2.32567,2021-01-01 00:00:00,2021-12-31 23:59:59
283,Scope1,Fuels,Liquid fuels,Petrol (100% mineral petrol),Volume,litres,litres,kg N2O,Petrol (100% mineral petrol) litres,0.00671,2021-01-01 00:00:00,2021-12-31 23:59:59
