id,Level 1,Level 2,Level 3,Column Text,UOM,GHG,GHG Conversion Factor 2016,valid_from,valid_to
60,Fuels,Gaseous fuels,Natural gas,Volume,cubic metres,kg N2O,0.00106,2016-01-01 00:00:00,2016-12-31 23:59:59
61,Fuels,Gaseous fuels,Natural gas,Tonnes,tonnes,kg CO2e,2715.82599,2016-01-01 00:00:00,2016-12-31 23:59:59
62,Fuels,Gaseous fuels,Natural gas,Tonnes,tonnes,kg CH4,3.76372,2016-01-01 00:00:00,2016-12-31 23:59:59
63,Fuels,Gaseous fuels,Natural gas,Tonnes,tonnes,kg CO2,2710.63714,2016-01-01 00:00:00,2016-12-31 23:59:59
64,Fuels,Gaseous fuels,Natural gas,Tonnes,tonnes,kg N2O,1.42512,2016-01-01 00:00:00,2016-12-31 23:59:59
65,Fuels,Gaseous fuels,Other petroleum gas,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.18847,2016-01-01 00:00:00,2016-12-31 23:59:59
66,Fuels,Gaseous fuels,Other petroleum gas,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00008,2016-01-01 00:00:00,2016-12-31 23:59:59
67,Fuels,Gaseous fuels,Other petroleum gas,Energy - Gross CV,kWh (Gross CV),kg CO2,0.18829,2016-01-01 00:00:00,2016-12-31 23:59:59
68,Fuels,Gaseous fuels,Other petroleum gas,Energy - Gross CV,kWh (Gross CV),kg N2O,0.0001,2016-01-01 00:00:00,2016-12-31 23:59:59
69,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh (Net CV),kg CO2e,0.20486,2016-01-01 00:00:00,2016-12-31 23:59:59
70,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh (Net CV),kg CH4,0.00009,2016-01-01 00:00:00,2016-12-31 23:59:59
71,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh (Net CV),kg CO2,0.20466,2016-01-01 00:00:00,2016-12-31 23:59:59
72,Fuels,Gaseous fuels,Other petroleum gas,Energy - Net CV,kWh (Net CV),kg N2O,0.0001,2016-01-01 00:00:00,2016-12-31 23:59:59
73,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,kg CO2e,0.97137,2016-01-01 00:00:00,2016-12-31 23:59:59
74,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,kg CH4,0.00042,2016-01-01 00:00:00,2016-12-31 23:59:59
75,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,kg CO2,0.97046,2016-01-01 00:00:00,2016-12-31 23:59:59
76,Fuels,Gaseous fuels,Other petroleum gas,Volume,litres,kg N2O,0.0005,2016-01-01 00:00:00,2016-12-31 23:59:59
77,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,kg CO2e,2651.84942,2016-01-01 00:00:00,2016-12-31 23:59:59
78,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,kg CH4,1.13972,2016-01-01 00:00:00,2016-12-31 23:59:59
79,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,kg CO2,2649.35115,2016-01-01 00:00:00,2016-12-31 23:59:59
80,Fuels,Gaseous fuels,Other petroleum gas,Tonnes,tonnes,kg N2O,1.35855,2016-01-01 00:00:00,2016-12-31 23:59:59
81,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.24116,2016-01-01 00:00:00,2016-12-31 23:59:59
82,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00136,2016-01-01 00:00:00,2016-12-31 23:59:59
83,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh (Gross CV),kg CO2,0.23753,2016-01-01 00:00:00,2016-12-31 23:59:59
84,Fuels,Liquid fuels,Aviation spirit,Energy - Gross CV,kWh (Gross CV),kg N2O,0.00226,2016-01-01 00:00:00,2016-12-31 23:59:59
85,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh (Net CV),kg CO2e,0.25385,2016-01-01 00:00:00,2016-12-31 23:59:59
86,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh (Net CV),kg CH4,0.00143,2016-01-01 00:00:00,2016-12-31 23:59:59
87,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh (Net CV),kg CO2,0.25003,2016-01-01 00:00:00,2016-12-31 23:59:59
88,Fuels,Liquid fuels,Aviation spirit,Energy - Net CV,kWh (Net CV),kg N2O,0.00238,2016-01-01 00:00:00,2016-12-31 23:59:59
89,Fuels,Liquid fuels,Aviation spirit,Volume,litres,kg CO2e,2.25524,2016-01-01 00:00:00,2016-12-31 23:59:59
90,Fuels,Liquid fuels,Aviation spirit,Volume,litres,kg CH4,0.01272,2016-01-01 00:00:00,2016-12-31 23:59:59
91,Fuels,Liquid fuels,Aviation spirit,Volume,litres,kg CO2,2.22135,2016-01-01 00:00:00,2016-12-31 23:59:59
92,Fuels,Liquid fuels,Aviation spirit,Volume,litres,kg N2O,0.02116,2016-01-01 00:00:00,2016-12-31 23:59:59
93,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,kg CO2e,3175.3771,2016-01-01 00:00:00,2016-12-31 23:59:59
94,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,kg CH4,17.91044,2016-01-01 00:00:00,2016-12-31 23:59:59
95,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,kg CO2,3127.66667,2016-01-01 00:00:00,2016-12-31 23:59:59
96,Fuels,Liquid fuels,Aviation spirit,Tonnes,tonnes,kg N2O,29.8,2016-01-01 00:00:00,2016-12-31 23:59:59
97,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.24753,2016-01-01 00:00:00,2016-12-31 23:59:59
98,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00013,2016-01-01 00:00:00,2016-12-31 23:59:59
99,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh (Gross CV),kg CO2,0.24508,2016-01-01 00:00:00,2016-12-31 23:59:59
100,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Gross CV,kWh (Gross CV),kg N2O,0.00232,2016-01-01 00:00:00,2016-12-31 23:59:59
101,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh (Net CV),kg CO2e,0.26056,2016-01-01 00:00:00,2016-12-31 23:59:59
102,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh (Net CV),kg CH4,0.00014,2016-01-01 00:00:00,2016-12-31 23:59:59
103,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh (Net CV),kg CO2,0.25798,2016-01-01 00:00:00,2016-12-31 23:59:59
104,Fuels,Liquid fuels,Aviation turbine fuel,Energy - Net CV,kWh (Net CV),kg N2O,0.00244,2016-01-01 00:00:00,2016-12-31 23:59:59
105,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,kg CO2e,2.53279,2016-01-01 00:00:00,2016-12-31 23:59:59
106,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,kg CH4,0.00137,2016-01-01 00:00:00,2016-12-31 23:59:59
107,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,kg CO2,2.5077,2016-01-01 00:00:00,2016-12-31 23:59:59
108,Fuels,Liquid fuels,Aviation turbine fuel,Volume,litres,kg N2O,0.02373,2016-01-01 00:00:00,2016-12-31 23:59:59
109,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,kg CO2e,3181.18586,2016-01-01 00:00:00,2016-12-31 23:59:59
110,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,kg CH4,1.7192,2016-01-01 00:00:00,2016-12-31 23:59:59
111,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,kg CO2,3149.66667,2016-01-01 00:00:00,2016-12-31 23:59:59
112,Fuels,Liquid fuels,Aviation turbine fuel,Tonnes,tonnes,kg N2O,29.8,2016-01-01 00:00:00,2016-12-31 23:59:59
113,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.24666,2016-01-01 00:00:00,2016-12-31 23:59:59
114,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00061,2016-01-01 00:00:00,2016-12-31 23:59:59
115,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh (Gross CV),kg CO2,0.24544,2016-01-01 00:00:00,2016-12-31 23:59:59
116,Fuels,Liquid fuels,Burning oil,Energy - Gross CV,kWh (Gross CV),kg N2O,0.00061,2016-01-01 00:00:00,2016-12-31 23:59:59
117,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh (Net CV),kg CO2e,0.25965,2016-01-01 00:00:00,2016-12-31 23:59:59
118,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh (Net CV),kg CH4,0.00065,2016-01-01 00:00:00,2016-12-31 23:59:59
119,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh (Net CV),kg CO2,0.25836,2016-01-01 00:00:00,2016-12-31 23:59:59
120,Fuels,Liquid fuels,Burning oil,Energy - Net CV,kWh (Net CV),kg N2O,0.00064,2016-01-01 00:00:00,2016-12-31 23:59:59
121,Fuels,Liquid fuels,Burning oil,Volume,litres,kg CO2e,2.53232,2016-01-01 00:00:00,2016-12-31 23:59:59
122,Fuels,Liquid fuels,Burning oil,Volume,litres,kg CH4,0.00631,2016-01-01 00:00:00,2016-12-31 23:59:59
123,Fuels,Liquid fuels,Burning oil,Volume,litres,kg CO2,2.51973,2016-01-01 00:00:00,2016-12-31 23:59:59
124,Fuels,Liquid fuels,Burning oil,Volume,litres,kg N2O,0.00628,2016-01-01 00:00:00,2016-12-31 23:59:59
125,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,kg CO2e,3165.39847,2016-01-01 00:00:00,2016-12-31 23:59:59
126,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,kg CH4,7.88604,2016-01-01 00:00:00,2016-12-31 23:59:59
127,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,kg CO2,3149.66667,2016-01-01 00:00:00,2016-12-31 23:59:59
128,Fuels,Liquid fuels,Burning oil,Tonnes,tonnes,kg N2O,7.84576,2016-01-01 00:00:00,2016-12-31 23:59:59
129,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh (Gross CV),kg CO2e,0.24592,2016-01-01 00:00:00,2016-12-31 23:59:59
130,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh (Gross CV),kg CH4,0.00006,2016-01-01 00:00:00,2016-12-31 23:59:59
131,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh (Gross CV),kg CO2,0.24389,2016-01-01 00:00:00,2016-12-31 23:59:59
132,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Gross CV,kWh (Gross CV),kg N2O,0.00197,2016-01-01 00:00:00,2016-12-31 23:59:59
133,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh (Net CV),kg CO2e,0.26161,2016-01-01 00:00:00,2016-12-31 23:59:59
134,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh (Net CV),kg CH4,0.00006,2016-01-01 00:00:00,2016-12-31 23:59:59
135,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh (Net CV),kg CO2,0.25946,2016-01-01 00:00:00,2016-12-31 23:59:59
136,Fuels,Liquid fuels,Diesel (average biofuel blend),Energy - Net CV,kWh (Net CV),kg N2O,0.0021,2016-01-01 00:00:00,2016-12-31 23:59:59
137,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,kg CO2e,2.61163,2016-01-01 00:00:00,2016-12-31 23:59:59
138,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,kg CH4,0.0006,2016-01-01 00:00:00,2016-12-31 23:59:59
139,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,kg CO2,2.59007,2016-01-01 00:00:00,2016-12-31 23:59:59
140,Fuels,Liquid fuels,Diesel (average biofuel blend),Volume,litres,kg N2O,0.02096,2016-01-01 00:00:00,2016-12-31 23:59:59
141,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,kg CO2e,3108.52039,2016-01-01 00:00:00,2016-12-31 23:59:59
142,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,kg CH4,0.71415,2016-01-01 00:00:00,2016-12-31 23:59:59
143,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,kg CO2,3082.82224,2016-01-01 00:00:00,2016-12-31 23:59:59
144,Fuels,Liquid fuels,Diesel (average biofuel blend),Tonnes,tonnes,kg N2O,24.984,2016-01-01 00:00:00,2016-12-31 23:59:59
145,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh (Gross CV),kg CO2e,0.2515,2016-01-01 00:00:00,2016-12-31 23:59:59
146,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh (Gross CV),kg CH4,0.00006,2016-01-01 00:00:00,2016-12-31 23:59:59
147,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh (Gross CV),kg CO2,0.24948,2016-01-01 00:00:00,2016-12-31 23:59:59
148,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Gross CV,kWh (Gross CV),kg N2O,0.00197,2016-01-01 00:00:00,2016-12-31 23:59:59
149,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh (Net CV),kg CO2e,0.26756,2016-01-01 00:00:00,2016-12-31 23:59:59
150,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh (Net CV),kg CH4,0.00006,2016-01-01 00:00:00,2016-12-31 23:59:59
151,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh (Net CV),kg CO2,0.2654,2016-01-01 00:00:00,2016-12-31 23:59:59
152,Fuels,Liquid fuels,Diesel (100% mineral diesel),Energy - Net CV,kWh (Net CV),kg N2O,0.0021,2016-01-01 00:00:00,2016-12-31 23:59:59
153,Fuels,Liquid fuels,Diesel (100% mineral diesel),Volume,litres,kg CO2e,2.6762,2016-01-01 00:00:00,2016-12-31 23:59:59
154,Fuels,Liquid fuels,Diesel (100% mineral diesel),Volume,litres,kg CH4,0.0006,2016-01-01 00:00:00,2016-12-31 23:59:59
155,Fuels,Liquid fuels,Diesel (100% mineral diesel),Volume,litres,kg CO2,2.65464,2016-01-01 00:00:00,2016-12-31 23:59:59
156,Fuels,Liquid fuels,Diesel (100% mineral diesel),Volume,litres,kg N2O,0.02096,2016-01-01 00:00:00,2016-12-31 23:59:59
157,Fuels,Liquid fuels,Diesel (100% mineral diesel),Tonnes,tonnes,kg CO2e,3190.03148,2016-01-01 00:00:00,2016-12-31 23:59:59
158,Fuels,Liquid fuels,Diesel (100% mineral diesel),Tonnes,tonnes,kg CH4,0.71415,2016-01-01 00:00:00,2016-12-31 23:59:59
159,Fuels,Liquid fuels,Diesel (100% mineral diesel),Tonnes,tonnes,kg CO2,3164.33333,2016-01-01 00:00:00,2016-12-31 23:59:59
160,Fuels,Liquid fuels,Diesel (100% mineral diesel),Tonnes,tonnes,kg N2O,24.984,2016-01-01 00:00:00,2016-12-31 23:59:59
161,Fuels,Liquid fuels,Fuel oil,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.26782,2016-01-01 00:00:00,2016-12-31 23:59:59
162,Fuels,Liquid fuels,Fuel oil,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00035,2016-01-01 00:00:00,2016-12-31 23:59:59
163,Fuels,Liquid fuels,Fuel oil,Energy - Gross CV,kWh (Gross CV),kg CO2,0.26687,2016-01-01 00:00:00,2016-12-31 23:59:59
164,Fuels,Liquid fuels,Fuel oil,Energy - Gross CV,kWh (Gross CV),kg N2O,0.00061,2016-01-01 00:00:00,2016-12-31 23:59:59
165,Fuels,Liquid fuels,Fuel oil,Energy - Net CV,kWh (Net CV),kg CO2e,0.28492,2016-01-01 00:00:00,2016-12-31 23:59:59
166,Fuels,Liquid fuels,Fuel oil,Energy - Net CV,kWh (Net CV),kg CH4,0.00037,2016-01-01 00:00:00,2016-12-31 23:59:59
167,Fuels,Liquid fuels,Fuel oil,Energy - Net CV,kWh (Net CV),kg CO2,0.2839,2016-01-01 00:00:00,2016-12-31 23:59:59
168,Fuels,Liquid fuels,Fuel oil,Energy - Net CV,kWh (Net CV),kg N2O,0.00064,2016-01-01 00:00:00,2016-12-31 23:59:59
169,Fuels,Liquid fuels,Fuel oil,Volume,litres,kg CO2e,3.18058,2016-01-01 00:00:00,2016-12-31 23:59:59
170,Fuels,Liquid fuels,Fuel oil,Volume,litres,kg CH4,0.00417,2016-01-01 00:00:00,2016-12-31 23:59:59
171,Fuels,Liquid fuels,Fuel oil,Volume,litres,kg CO2,3.16922,2016-01-01 00:00:00,2016-12-31 23:59:59
172,Fuels,Liquid fuels,Fuel oil,Volume,litres,kg N2O,0.00719,2016-01-01 00:00:00,2016-12-31 23:59:59
173,Fuels,Liquid fuels,Fuel oil,Tonnes,tonnes,kg CO2e,3225.10794,2016-01-01 00:00:00,2016-12-31 23:59:59
174,Fuels,Liquid fuels,Fuel oil,Tonnes,tonnes,kg CH4,4.22807,2016-01-01 00:00:00,2016-12-31 23:59:59
175,Fuels,Liquid fuels,Fuel oil,Tonnes,tonnes,kg CO2,3213.58867,2016-01-01 00:00:00,2016-12-31 23:59:59
176,Fuels,Liquid fuels,Fuel oil,Tonnes,tonnes,kg N2O,7.2912,2016-01-01 00:00:00,2016-12-31 23:59:59
177,Fuels,Liquid fuels,Gas oil,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.27631,2016-01-01 00:00:00,2016-12-31 23:59:59
178,Fuels,Liquid fuels,Gas oil,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00028,2016-01-01 00:00:00,2016-12-31 23:59:59
179,Fuels,Liquid fuels,Gas oil,Energy - Gross CV,kWh (Gross CV),kg CO2,0.25359,2016-01-01 00:00:00,2016-12-31 23:59:59
180,Fuels,Liquid fuels,Gas oil,Energy - Gross CV,kWh (Gross CV),kg N2O,0.02244,2016-01-01 00:00:00,2016-12-31 23:59:59
181,Fuels,Liquid fuels,Gas oil,Energy - Net CV,kWh (Net CV),kg CO2e,0.29395,2016-01-01 00:00:00,2016-12-31 23:59:59
182,Fuels,Liquid fuels,Gas oil,Energy - Net CV,kWh (Net CV),kg CH4,0.0003,2016-01-01 00:00:00,2016-12-31 23:59:59
183,Fuels,Liquid fuels,Gas oil,Energy - Net CV,kWh (Net CV),kg CO2,0.26978,2016-01-01 00:00:00,2016-12-31 23:59:59
184,Fuels,Liquid fuels,Gas oil,Energy - Net CV,kWh (Net CV),kg N2O,0.02387,2016-01-01 00:00:00,2016-12-31 23:59:59
185,Fuels,Liquid fuels,Gas oil,Volume,litres,kg CO2e,2.96572,2016-01-01 00:00:00,2016-12-31 23:59:59
