id,Level 1,Level 2,Level 3,Column Text,UOM,GHG,GHG Conversion Factor 2016,valid_from,valid_to
1367,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,kg CH4,0.00072,2016-01-01 00:00:00,2016-12-31 23:59:59
1368,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,kg CO2,1.77385,2016-01-01 00:00:00,2016-12-31 23:59:59
1369,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,kg N2O,0.0178,2016-01-01 00:00:00,2016-12-31 23:59:59
1370,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e,1.31212,2016-01-01 00:00:00,2016-12-31 23:59:59
1371,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CH4,0.00045,2016-01-01 00:00:00,2016-12-31 23:59:59
1372,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2,1.30062,2016-01-01 00:00:00,2016-12-31 23:59:59
1373,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,kg N2O,0.01106,2016-01-01 00:00:00,2016-12-31 23:59:59
1374,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg CO2e,2.11166,2016-01-01 00:00:00,2016-12-31 23:59:59
1375,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg CH4,0.00072,2016-01-01 00:00:00,2016-12-31 23:59:59
1376,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg CO2,2.09314,2016-01-01 00:00:00,2016-12-31 23:59:59
1377,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg N2O,0.0178,2016-01-01 00:00:00,2016-12-31 23:59:59
1378,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2e,1.16349,2016-01-01 00:00:00,2016-12-31 23:59:59
1379,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg CH4,0.00045,2016-01-01 00:00:00,2016-12-31 23:59:59
1380,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2,1.15199,2016-01-01 00:00:00,2016-12-31 23:59:59
1381,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,kg N2O,0.01106,2016-01-01 00:00:00,2016-12-31 23:59:59
1382,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,kg CO2e,1.87246,2016-01-01 00:00:00,2016-12-31 23:59:59
1383,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,kg CH4,0.00072,2016-01-01 00:00:00,2016-12-31 23:59:59
1384,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,kg CO2,1.85395,2016-01-01 00:00:00,2016-12-31 23:59:59
1385,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,kg N2O,0.0178,2016-01-01 00:00:00,2016-12-31 23:59:59
1386,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,kg CO2e,0.78898,2016-01-01 00:00:00,2016-12-31 23:59:59
1387,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,kg CH4,0.00038,2016-01-01 00:00:00,2016-12-31 23:59:59
1388,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,kg CO2,0.78179,2016-01-01 00:00:00,2016-12-31 23:59:59
1389,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,kg N2O,0.00681,2016-01-01 00:00:00,2016-12-31 23:59:59
1390,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,kg CO2e,1.26974,2016-01-01 00:00:00,2016-12-31 23:59:59
1391,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,kg CH4,0.00061,2016-01-01 00:00:00,2016-12-31 23:59:59
1392,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,kg CO2,1.25817,2016-01-01 00:00:00,2016-12-31 23:59:59
1393,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,kg N2O,0.01096,2016-01-01 00:00:00,2016-12-31 23:59:59
1394,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,kg CO2e,0.96059,2016-01-01 00:00:00,2016-12-31 23:59:59
1395,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,kg CH4,0.00038,2016-01-01 00:00:00,2016-12-31 23:59:59
1396,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,kg CO2,0.9534,2016-01-01 00:00:00,2016-12-31 23:59:59
1397,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,kg N2O,0.00681,2016-01-01 00:00:00,2016-12-31 23:59:59
1398,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,kg CO2e,1.54592,2016-01-01 00:00:00,2016-12-31 23:59:59
1399,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,kg CH4,0.00061,2016-01-01 00:00:00,2016-12-31 23:59:59
1400,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,kg CO2,1.53435,2016-01-01 00:00:00,2016-12-31 23:59:59
1401,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,kg N2O,0.01096,2016-01-01 00:00:00,2016-12-31 23:59:59
1402,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,kg CO2e,1.1322,2016-01-01 00:00:00,2016-12-31 23:59:59
1403,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,kg CH4,0.00038,2016-01-01 00:00:00,2016-12-31 23:59:59
1404,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,kg CO2,1.12501,2016-01-01 00:00:00,2016-12-31 23:59:59
1405,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,kg N2O,0.00681,2016-01-01 00:00:00,2016-12-31 23:59:59
1406,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,kg CO2e,1.8221,2016-01-01 00:00:00,2016-12-31 23:59:59
1407,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,kg CH4,0.00061,2016-01-01 00:00:00,2016-12-31 23:59:59
1408,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,kg CO2,1.81053,2016-01-01 00:00:00,2016-12-31 23:59:59
1409,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,kg N2O,0.01096,2016-01-01 00:00:00,2016-12-31 23:59:59
1410,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,kg CO2e,0.98999,2016-01-01 00:00:00,2016-12-31 23:59:59
1411,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,kg CH4,0.00038,2016-01-01 00:00:00,2016-12-31 23:59:59
1412,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,kg CO2,0.9828,2016-01-01 00:00:00,2016-12-31 23:59:59
1413,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,kg N2O,0.00681,2016-01-01 00:00:00,2016-12-31 23:59:59
1414,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,kg CO2e,1.59323,2016-01-01 00:00:00,2016-12-31 23:59:59
1415,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,kg CH4,0.00061,2016-01-01 00:00:00,2016-12-31 23:59:59
1416,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,kg CO2,1.58166,2016-01-01 00:00:00,2016-12-31 23:59:59
1417,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,kg N2O,0.01096,2016-01-01 00:00:00,2016-12-31 23:59:59
1418,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e,0.79004,2016-01-01 00:00:00,2016-12-31 23:59:59
1419,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CH4,0.00019,2016-01-01 00:00:00,2016-12-31 23:59:59
1420,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2,0.78031,2016-01-01 00:00:00,2016-12-31 23:59:59
1421,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg N2O,0.00954,2016-01-01 00:00:00,2016-12-31 23:59:59
1422,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg CO2e,1.27144,2016-01-01 00:00:00,2016-12-31 23:59:59
1423,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg CH4,0.0003,2016-01-01 00:00:00,2016-12-31 23:59:59
1424,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg CO2,1.25579,2016-01-01 00:00:00,2016-12-31 23:59:59
1425,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg N2O,0.01535,2016-01-01 00:00:00,2016-12-31 23:59:59
1426,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e,0.98512,2016-01-01 00:00:00,2016-12-31 23:59:59
1427,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CH4,0.00019,2016-01-01 00:00:00,2016-12-31 23:59:59
1428,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2,0.9754,2016-01-01 00:00:00,2016-12-31 23:59:59
1429,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg N2O,0.00954,2016-01-01 00:00:00,2016-12-31 23:59:59
1430,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg CO2e,1.5854,2016-01-01 00:00:00,2016-12-31 23:59:59
1431,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg CH4,0.0003,2016-01-01 00:00:00,2016-12-31 23:59:59
1432,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg CO2,1.56975,2016-01-01 00:00:00,2016-12-31 23:59:59
1433,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg N2O,0.01535,2016-01-01 00:00:00,2016-12-31 23:59:59
1434,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e,1.1802,2016-01-01 00:00:00,2016-12-31 23:59:59
1435,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CH4,0.00019,2016-01-01 00:00:00,2016-12-31 23:59:59
1436,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2,1.17048,2016-01-01 00:00:00,2016-12-31 23:59:59
1437,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg N2O,0.00954,2016-01-01 00:00:00,2016-12-31 23:59:59
1438,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg CO2e,1.89935,2016-01-01 00:00:00,2016-12-31 23:59:59
1439,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg CH4,0.0003,2016-01-01 00:00:00,2016-12-31 23:59:59
1440,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg CO2,1.88371,2016-01-01 00:00:00,2016-12-31 23:59:59
1441,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg N2O,0.01535,2016-01-01 00:00:00,2016-12-31 23:59:59
1442,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2e,0.97732,2016-01-01 00:00:00,2016-12-31 23:59:59
1443,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CH4,0.00019,2016-01-01 00:00:00,2016-12-31 23:59:59
1444,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2,0.96759,2016-01-01 00:00:00,2016-12-31 23:59:59
1445,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg N2O,0.00954,2016-01-01 00:00:00,2016-12-31 23:59:59
1446,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,miles,kg CO2e,1.57284,2016-01-01 00:00:00,2016-12-31 23:59:59
1447,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,miles,kg CH4,0.0003,2016-01-01 00:00:00,2016-12-31 23:59:59
1448,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,miles,kg CO2,1.55719,2016-01-01 00:00:00,2016-12-31 23:59:59
1449,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,miles,kg N2O,0.01535,2016-01-01 00:00:00,2016-12-31 23:59:59
1450,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg CO2e,0.79378,2016-01-01 00:00:00,2016-12-31 23:59:59
1451,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg CH4,0.00021,2016-01-01 00:00:00,2016-12-31 23:59:59
1452,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg CO2,0.78257,2016-01-01 00:00:00,2016-12-31 23:59:59
1453,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg N2O,0.011,2016-01-01 00:00:00,2016-12-31 23:59:59
1454,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,miles,kg CO2e,1.27747,2016-01-01 00:00:00,2016-12-31 23:59:59
1455,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,miles,kg CH4,0.00034,2016-01-01 00:00:00,2016-12-31 23:59:59
1456,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,miles,kg CO2,1.25942,2016-01-01 00:00:00,2016-12-31 23:59:59
1457,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),0% Laden,miles,kg N2O,0.01771,2016-01-01 00:00:00,2016-12-31 23:59:59
1458,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg CO2e,1.05463,2016-01-01 00:00:00,2016-12-31 23:59:59
1459,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg CH4,0.00021,2016-01-01 00:00:00,2016-12-31 23:59:59
1460,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg CO2,1.04341,2016-01-01 00:00:00,2016-12-31 23:59:59
1461,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,km,kg N2O,0.011,2016-01-01 00:00:00,2016-12-31 23:59:59
1462,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,miles,kg CO2e,1.69727,2016-01-01 00:00:00,2016-12-31 23:59:59
1463,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,miles,kg CH4,0.00034,2016-01-01 00:00:00,2016-12-31 23:59:59
1464,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,miles,kg CO2,1.67921,2016-01-01 00:00:00,2016-12-31 23:59:59
1465,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),50% Laden,miles,kg N2O,0.01771,2016-01-01 00:00:00,2016-12-31 23:59:59
1466,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg CO2e,1.31549,2016-01-01 00:00:00,2016-12-31 23:59:59
1467,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg CH4,0.00021,2016-01-01 00:00:00,2016-12-31 23:59:59
1468,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg CO2,1.30427,2016-01-01 00:00:00,2016-12-31 23:59:59
1469,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,km,kg N2O,0.011,2016-01-01 00:00:00,2016-12-31 23:59:59
1470,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,miles,kg CO2e,2.11708,2016-01-01 00:00:00,2016-12-31 23:59:59
1471,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,miles,kg CH4,0.00034,2016-01-01 00:00:00,2016-12-31 23:59:59
1472,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,miles,kg CO2,2.09902,2016-01-01 00:00:00,2016-12-31 23:59:59
1473,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),100% Laden,miles,kg N2O,0.01771,2016-01-01 00:00:00,2016-12-31 23:59:59
1474,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,km,kg CO2e,1.12766,2016-01-01 00:00:00,2016-12-31 23:59:59
1475,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,km,kg CH4,0.00021,2016-01-01 00:00:00,2016-12-31 23:59:59
1476,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,km,kg CO2,1.11645,2016-01-01 00:00:00,2016-12-31 23:59:59
1477,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,km,kg N2O,0.011,2016-01-01 00:00:00,2016-12-31 23:59:59
1478,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,miles,kg CO2e,1.8148,2016-01-01 00:00:00,2016-12-31 23:59:59
1479,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,miles,kg CH4,0.00034,2016-01-01 00:00:00,2016-12-31 23:59:59
1480,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,miles,kg CO2,1.79675,2016-01-01 00:00:00,2016-12-31 23:59:59
1481,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),Average laden,miles,kg N2O,0.01771,2016-01-01 00:00:00,2016-12-31 23:59:59
1482,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,km,kg CO2e,0.87521,2016-01-01 00:00:00,2016-12-31 23:59:59
1483,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,km,kg CH4,0.00022,2016-01-01 00:00:00,2016-12-31 23:59:59
1484,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,km,kg CO2,0.86159,2016-01-01 00:00:00,2016-12-31 23:59:59
1485,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,km,kg N2O,0.0134,2016-01-01 00:00:00,2016-12-31 23:59:59
1486,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,miles,kg CO2e,1.40852,2016-01-01 00:00:00,2016-12-31 23:59:59
1487,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,miles,kg CH4,0.00035,2016-01-01 00:00:00,2016-12-31 23:59:59
1488,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,miles,kg CO2,1.3866,2016-01-01 00:00:00,2016-12-31 23:59:59
1489,Delivery vehicles,HGVs refrigerated (all diesel),All artics,0% Laden,miles,kg N2O,0.02157,2016-01-01 00:00:00,2016-12-31 23:59:59
1490,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,km,kg CO2e,1.09061,2016-01-01 00:00:00,2016-12-31 23:59:59
1491,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,km,kg CH4,0.00022,2016-01-01 00:00:00,2016-12-31 23:59:59
1492,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,km,kg CO2,1.07699,2016-01-01 00:00:00,2016-12-31 23:59:59
1493,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,km,kg N2O,0.0134,2016-01-01 00:00:00,2016-12-31 23:59:59
1494,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,miles,kg CO2e,1.75516,2016-01-01 00:00:00,2016-12-31 23:59:59
1495,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,miles,kg CH4,0.00035,2016-01-01 00:00:00,2016-12-31 23:59:59
1496,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,miles,kg CO2,1.73324,2016-01-01 00:00:00,2016-12-31 23:59:59
1497,Delivery vehicles,HGVs refrigerated (all diesel),All artics,50% Laden,miles,kg N2O,0.02157,2016-01-01 00:00:00,2016-12-31 23:59:59
1498,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,km,kg CO2e,1.306,2016-01-01 00:00:00,2016-12-31 23:59:59
1499,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,km,kg CH4,0.00022,2016-01-01 00:00:00,2016-12-31 23:59:59
1500,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,km,kg CO2,1.29238,2016-01-01 00:00:00,2016-12-31 23:59:59
1501,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,km,kg N2O,0.0134,2016-01-01 00:00:00,2016-12-31 23:59:59
1502,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,miles,kg CO2e,2.1018,2016-01-01 00:00:00,2016-12-31 23:59:59
1503,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,miles,kg CH4,0.00035,2016-01-01 00:00:00,2016-12-31 23:59:59
1504,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,miles,kg CO2,2.07988,2016-01-01 00:00:00,2016-12-31 23:59:59
1505,Delivery vehicles,HGVs refrigerated (all diesel),All artics,100% Laden,miles,kg N2O,0.02157,2016-01-01 00:00:00,2016-12-31 23:59:59
1506,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,km,kg CO2e,1.15945,2016-01-01 00:00:00,2016-12-31 23:59:59
1507,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,km,kg CH4,0.00022,2016-01-01 00:00:00,2016-12-31 23:59:59
1508,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,km,kg CO2,1.14583,2016-01-01 00:00:00,2016-12-31 23:59:59
1509,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,km,kg N2O,0.0134,2016-01-01 00:00:00,2016-12-31 23:59:59
1510,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,miles,kg CO2e,1.86595,2016-01-01 00:00:00,2016-12-31 23:59:59
1511,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,miles,kg CH4,0.00035,2016-01-01 00:00:00,2016-12-31 23:59:59
1512,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,miles,kg CO2,1.84403,2016-01-01 00:00:00,2016-12-31 23:59:59
1513,Delivery vehicles,HGVs refrigerated (all diesel),All artics,Average laden,miles,kg N2O,0.02157,2016-01-01 00:00:00,2016-12-31 23:59:59
1514,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,km,kg CO2e,0.83611,2016-01-01 00:00:00,2016-12-31 23:59:59
1515,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,km,kg CH4,0.00029,2016-01-01 00:00:00,2016-12-31 23:59:59
1516,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,km,kg CO2,0.82547,2016-01-01 00:00:00,2016-12-31 23:59:59
1517,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,km,kg N2O,0.01035,2016-01-01 00:00:00,2016-12-31 23:59:59
1518,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,miles,kg CO2e,1.34559,2016-01-01 00:00:00,2016-12-31 23:59:59
1519,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,miles,kg CH4,0.00047,2016-01-01 00:00:00,2016-12-31 23:59:59
1520,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,miles,kg CO2,1.32847,2016-01-01 00:00:00,2016-12-31 23:59:59
1521,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,0% Laden,miles,kg N2O,0.01666,2016-01-01 00:00:00,2016-12-31 23:59:59
1522,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,km,kg CO2e,1.03162,2016-01-01 00:00:00,2016-12-31 23:59:59
1523,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,km,kg CH4,0.00029,2016-01-01 00:00:00,2016-12-31 23:59:59
1524,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,km,kg CO2,1.02098,2016-01-01 00:00:00,2016-12-31 23:59:59
1525,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,km,kg N2O,0.01035,2016-01-01 00:00:00,2016-12-31 23:59:59
1526,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,kg CO2e,1.66022,2016-01-01 00:00:00,2016-12-31 23:59:59
1527,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,kg CH4,0.00047,2016-01-01 00:00:00,2016-12-31 23:59:59
1528,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,kg CO2,1.6431,2016-01-01 00:00:00,2016-12-31 23:59:59
1529,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,50% Laden,miles,kg N2O,0.01666,2016-01-01 00:00:00,2016-12-31 23:59:59
1530,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,kg CO2e,1.22712,2016-01-01 00:00:00,2016-12-31 23:59:59
1531,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,kg CH4,0.00029,2016-01-01 00:00:00,2016-12-31 23:59:59
1532,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,kg CO2,1.21648,2016-01-01 00:00:00,2016-12-31 23:59:59
1533,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,km,kg N2O,0.01035,2016-01-01 00:00:00,2016-12-31 23:59:59
1534,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,miles,kg CO2e,1.97485,2016-01-01 00:00:00,2016-12-31 23:59:59
1535,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,miles,kg CH4,0.00047,2016-01-01 00:00:00,2016-12-31 23:59:59
1536,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,miles,kg CO2,1.95773,2016-01-01 00:00:00,2016-12-31 23:59:59
1537,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,100% Laden,miles,kg N2O,0.01666,2016-01-01 00:00:00,2016-12-31 23:59:59
1538,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,Average laden,km,kg CO2e,1.07384,2016-01-01 00:00:00,2016-12-31 23:59:59
